geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_network_gas_production,agriculture_final_demand_steam_hot_water_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM0197,869688.9134,747388.9099,439192.9013,309826.6754,260906.674,125.7334587,98.2180249,138.27885,44.0520012,50.708997,0.2256012,0.2820015,5.8824,5.3125632,18.6361344,0,3.1200768,72.7880256,4.03774875,14.16416625,0,2.37137625,49.87485875,0.3924,23.52946066,5.115491084
GM0200,6796457.805,5840705.926,3432211.192,2421238.093,2038937.341,720.2352885,1347.147701,1645.1037,34.63401384,50.5601154,0.93081384,1.1635173,79.3152,101.1311316,212.142891,0,192.3816354,136.149342,202.8219429,425.4598228,0,385.8279489,210.3594355,0,183.8783778,38.14749113
GM0202,5496525.963,4723577,2775745.612,1958137.375,1648957.789,643.2646602,1087.932141,1441.75245,12.59069784,4.1802054,6.21509784,7.7688723,112.8528,68.3577792,12.3096384,0,0.3928608,102.4857216,107.6693121,19.3887267,0,0.61878915,99.98162205,231.4476,148.7086813,26.71845715
GM0203,2643578.205,2271825.02,1335006.994,941774.7356,793073.4615,250.9033313,490.635747,494.46795,90.03436278,103.8030431,0.04156278,0.051953475,33.8688,24.7363884,133.1603712,0,6.7042548,104.3009856,31.01741145,166.9722336,0,8.40658815,121.2288668,1.1736,71.52209074,12.44959664
GM1945,929508.7858,798796.6127,469401.9368,331137.5049,278852.6357,167.2269143,149.3969878,289.7320125,26.77072464,14.3404884,0.87232464,1.0904058,6.0876,0.1935255,0.8570415,0,0,46.897133,0.849149788,3.760520488,0,0,127.5270172,0,25.14788917,7.416511236
GM1859,2075289.418,1783451.843,1048021.156,739321.8551,622586.8253,211.7706982,200.1884595,264.7839,96.22683642,107.741759,0.56763642,0.709545525,9.4392,1.750338,324.8627328,0,0,56.4649292,4.141086,768.5855616,0,0,71.3286024,0.1188,56.14701989,13.78710422
GM0209,901899.6139,775069.9807,455459.305,321301.7375,270569.8842,124.7950797,123.7695141,102.95055,14.62548636,24.4513341,2.79084636,3.48855795,5.7312,1.556604,77.9339736,0,0,44.9163824,1.3739265,68.7879201,0,0,206.4591534,0,24.40092217,5.705008643
GM1876,1442579.229,1239716.525,728502.5109,513918.8505,432773.7688,188.7829345,137.8282839,195.43875,95.49439776,100.9402056,0.49039776,0.6129972,8.1396,1.7997408,156.0866112,0,0.3272256,34.1092224,14.57808495,1264.317549,0,2.6505609,56.67910485,2.0952,39.02902602,15.80287394
GM0213,1440278.465,1237739.306,727340.6249,513099.2032,432083.5395,98.41225315,94.78219736,128.78385,11.71565136,3.8392716,1.45205136,1.8150642,4.7196,0,4.6173024,0,376.3101456,33.490152,0,52.8366366,0,4306.185883,51.7242305,0.036,38.96677877,31.70083136
GM0214,844380.5059,725639.4972,426412.1555,300810.5552,253314.1518,132.39363,113.041103,119.35215,70.90358916,26.0471271,4.44398916,5.55498645,5.0688,1.7128044,9.916236,0,0,36.0941596,1.118511,6.47559,0,0,19.276749,0.6696,22.84474091,4.779529463
