geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_network_gas_production,agriculture_final_demand_steam_hot_water_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM0200,6485859.734,5573785.709,3275359.166,2310587.53,1945757.92,704.6544609,1194.551289,1691.97735,34.04386902,49.07974995,0.902269022,0.986201024,80.1396,93.0531348,215.6381028,0,171.6189552,134.1054072,198.947576,461.034203,0,366.9212778,220.5468933,6.0876,147.1306398,25.03852972
GM0202,5445608.819,4679820.078,2750032.454,1939998.142,1633682.646,636.9615447,1050.290101,1480.2705,21.41000266,4.1383008,6.059602656,6.623286624,101.4012,74.7309024,12.8526552,0,0.3975048,98.6429376,0.3794028,0.0652519,0,0.0020181,26.0524272,217.728,123.5327223,16.76624945
GM0203,2634371.446,2263912.961,1330357.58,938494.8276,790311.4337,247.0459897,498.7624308,525.0102,79.68863795,73.0383885,0.031437945,0.034362405,32.1372,28.1328384,122.4218046,0,6.1540584,97.8262986,34.461056,149.959439,0,7.538356,109.614449,3.5028,59.76027423,7.993116473
GM1945,919237.3861,789969.6286,464214.88,327478.3188,275771.2158,165.3298527,160.2704638,293.1502125,23.28490825,13.9658157,0.826668249,0.903567621,4.5972,0.162771,0.837108,0,0,34.704881,0.437878613,2.25194715,0,0,67.96666174,1.8432,20.85274587,4.548727813
GM1859,2057229.998,1767932.03,1038901.149,732888.1869,617168.9994,204.7021417,195.8867574,271.6203,88.78649411,97.13305875,0.507294113,0.554484263,9.234,1.73538,319.30992,0,0,62.2955,4.17890775,768.919026,0,0,103.9689538,0.8316,46.66791733,9.117982376
GM0209,875020.9042,751971.0895,441885.5566,311726.1971,262506.2713,122.837956,127.8407794,102.3561,14.95229094,25.303542,2.89229094,3.16134126,5.6484,1.2753,73.4769,0,0,32.607,1.17798135,67.86984855,0,0,190.5662701,0,19.84970239,3.637340111
GM1876,1466125.451,1259951.56,740393.3529,522307.192,439837.6354,184.4578069,141.1788489,216.45435,86.08159967,74.1853845,0.354799665,0.387804285,5.688,1.755798,165.922911,0,0.3511596,35.1943314,13.1434105,1242.052292,0,2.6286821,69.90461515,2.3544,33.25880986,10.25516433
GM0213,1629028.279,1399946.177,822659.281,580341.3245,488708.4837,96.51081925,105.7817407,132.5502,10.72245231,1.3735923,0.509252311,0.556624619,3.9024,0,7.3718784,0,447.8416128,25.6149088,0,65.6998296,0,3991.264648,53.9274222,0,36.95423318,19.29925041
GM0214,833131.6056,715972.4735,420731.4609,296803.1345,249939.4817,128.9867344,131.5130012,131.5827125,65.9519326,21.0688986,3.488332602,3.812828658,3.2616,0.72981,4.8654,0,0,24.16039,0.5697,3.798,0,0,19.8682875,0.7956,18.89945068,3.136487409
GM0216,956472.3182,821968.3984,483018.5207,340743.2634,286941.6954,116.3685139,221.903668,156.6553375,3.92650914,0.629202,0.11050914,0.12078906,4.716,0.8350272,9.3642336,0,0.0894672,34.339272,0,0,0,0,8.4584625,0,21.69741405,2.442683257
GM0221,451473.5517,387985.0834,227994.1436,160837.4528,135442.0655,50.55457921,39.49952321,63.01535,1.908,0.79125,0,0,0.8352,1.498176,1.7978112,2.2972032,1.997568,92.8596416,0.3655575,0.438669,0.5605215,0.48741,23.341242,0,10.24160177,1.219288954
GM0222,2597136.514,2231914.191,1311553.939,925229.883,779140.9541,253.362561,375.0508537,458.95665,32.07427086,24.216048,0.43387086,0.47423094,25.1856,1.957068,138.1690008,0,179.2674288,87.8313024,3.22181175,227.4599096,0,295.1179563,183.0186224,0,58.91560604,9.323249877
GM0225,646956.9451,555978.6247,326713.2573,230478.4117,194087.0835,88.59486601,79.46591067,91.5318,20.95449848,5.8679733,1.096898481,1.198935549,2.9196,1.3441464,4.9285368,0,0,79.9049168,3.896748,14.288076,0,0,204.864476,0,14.67610975,2.812164758
GM0226,916910.2028,787969.7055,463039.6524,326649.2598,275073.0608,113.679347,180.0693115,86.8041,27.45338972,23.3586495,17.47418972,19.09969574,4.9932,6.0729264,5.329962,0,0.1292112,53.2119004,1.0769862,0.94522725,0,0.0229146,7.15447195,10.5804,20.7999541,1.440977854
GM0228,4249436.625,3651859.6,2145965.496,1513861.798,1274830.988,492.901557,687.8977762,934.6878,133.614,107.9898,0,0,91.2564,23.0351394,113.788038,0,3.8854452,214.8531774,16.60590545,82.0291715,0,2.8009961,142.976727,16.974,96.39775684,13.66671019
