geo_id,input_households_apartments_heat_demand_reduction,input_households_terraced_houses_heat_demand_reduction,input_households_corner_houses_heat_demand_reduction,input_households_semi_detached_houses_heat_demand_reduction,input_households_detached_houses_heat_demand_reduction
DKGM751,0.17,0.17,0.17,0.17,0.17
