geo_id,energy_import_heat_demand
GM0627_Waddinxveen,0
GM0629_Wassenaar,0
GM0632_Woerden,0
GM0637_Zoetermeer,0
GM0638_Zoeterwoude,0
GM0642_Zwijndrecht,0
GM0654_Borsele,0
GM0664_Goes,0
GM0668_West_Maas_en_Waal,0
GM0677_Hulst,0
GM0678_Kapelle,0
GM0687_Middelburg,0
GM0689_Giessenlanden,0
GM0703_Reimerswaal,0
GM0707_Zederik,0
GM0715_Terneuzen,0
GM0716_Tholen,0
GM0717_Veere,0
GM0718_Vlissingen,0
GM0733_Lingewaal,0
GM0736_De_Ronde_Venen,0
GM0737_Tytsjerksteradiel,0
GM0738_Aalburg,0
GM0743_Asten,0
GM0744_Baarle_Nassau,0
GM0748_Bergen_op_Zoom,0
GM0753_Best,0
GM0755_Boekel,0
GM0756_Boxmeer,0
GM0757_Boxtel,0
GM0758_Breda,0
GM0762_Deurne,0
GM0765_Pekela,0
GM0766_Dongen,0
GM0770_Eersel,0
GM0772_Eindhoven,0
GM0777_Etten_Leur,0
GM0779_Geertruidenberg,0
GM0784_Gilze_en_Rijen,0
GM0785_Goirle,0
GM0786_Grave,0
GM0788_Haaren,0
GM0794_Helmond,0
GM0796_s_Hertogenbosch,0
GM0797_Heusden,0
GM0798_Hilvarenbeek,0
GM0809_Loon_op_Zand,0
GM0815_Mill_en_Sint_Hubert,0
"GM0820_Nuenen,_Gerwen_en_Nederwetten",0
GM0823_Oirschot,0
GM0824_Oisterwijk,0
GM0826_Oosterhout,0
GM0828_Oss,0
GM0840_Rucphen,0
GM0845_Sint_Michielsgestel,0
GM0847_Someren,0
GM0848_Son_en_Breugel,0
GM0851_Steenbergen,0
GM0852_Waterland,0
GM0855_Tilburg,0
GM0856_Uden,0
GM0858_Valkenswaard,0
GM0861_Veldhoven,0
GM0865_Vught,0
GM0866_Waalre,0
GM0867_Waalwijk,0
GM0870_Werkendam,0
GM0873_Woensdrecht,0
GM0874_Woudrichem,0
GM0879_Zundert,0
GM0880_Wormerland,0
GM0881_Onderbanken,0
GM0882_Landgraaf,0
GM0888_Beek,0
GM0889_Beesel,0
GM0893_Bergen,0
GM0899_Brunssum,0
GM0907_Gennep,0
GM0917_Heerlen,0
GM0928_Kerkrade,0
GM0935_Maastricht,0
GM0938_Meerssen,0
GM0944_Mook_en_Middelaar,0
GM0946_Nederweert,0
GM0951_Nuth,0
GM0957_Roermond,0
GM0962_Schinnen,0
GM0965_Simpelveld,0
GM0971_Stein,0
GM0981_Vaals,0
GM0983_Venlo,0
GM0984_Venray,0
GM0986_Voerendaal,0
GM0988_Weert,0
GM0994_Valkenburg_aan_de_Geul,0
GM0995_Lelystad,0
GM1507_Horst_aan_de_Maas,0
GM1509_Oude_IJsselstreek,0
GM1525_Teylingen,0
GM1581_Utrechtse_Heuvelrug,0
GM1586_Oost_Gelre,0
GM1598_Koggenland,0
GM1621_Lansingerland,0
GM1640_Leudal,0
GM1641_Maasgouw,0
GM1651_Eemsmond,0
GM1652_Gemert_Bakel,0
GM1655_Halderberge,0
GM1658_Heeze_Leende,0
GM1659_Laarbeek,0
GM1663_De_Marne,0
GM1667_Reusel_De_Mierden,0
GM1669_Roerdalen,0
GM1674_Roosendaal,0
GM1676_Schouwen_Duiveland,0
GM1680_Aa_en_Hunze,0
GM1681_Borger_Odoorn,0
GM1684_Cuijk,0
GM1685_Landerd,0
GM1690_De_Wolden,0
GM1695_Noord_Beveland,0
GM1696_Wijdemeren,0
GM1699_Noordenveld,0
GM1700_Twenterand,0
GM1701_Westerveld,0
GM1702_Sint_Anthonis,0
GM1705_Lingewaard,0
GM1706_Cranendonck,0
GM1708_Steenwijkerland,0
GM1709_Moerdijk,0
GM1711_Echt_Susteren,0
GM1714_Sluis,0
GM1719_Drimmelen,0
GM1721_Bernheze,0
GM1722_Ferwerderadiel,0
GM1723_Alphen_Chaam,0
GM1724_Bergeijk,0
GM1728_Bladel,0
GM1729_Gulpen_Wittem,0
GM1730_Tynaarlo,0
GM1731_Midden_Drenthe,0
GM1734_Overbetuwe,0
GM1735_Hof_van_Twente,0
GM1740_Neder_Betuwe,0
GM1742_Rijssen_Holten,0
GM1771_Geldrop_Mierlo,0
GM1773_Olst_Wijhe,0
GM1774_Dinkelland,0
GM1783_Westland,0
GM1842_Midden_Delfland,0
GM1859_Berkelland,0
GM1876_Bronckhorst,0
GM1883_Sittard_Geleen,0
GM1884_Kaag_en_Braassem,0
GM1891_Dantumadiel,0
GM1892_Zuidplas,0
GM1894_Peel_en_Maas,0
GM1895_Oldambt,0
GM1896_Zwartewaterland,0
GM1900_Súdwest_Fryslân,0
GM1901_Bodegraven_Reeuwijk,0
GM1903_Eijsden_Margraten,0
GM1904_Stichtse_Vecht,0
GM1911_Hollands_Kroon,0
GM1916_Leidschendam_Voorburg,0
GM1924_Goeree_Overflakkee,0
GM1926_Pijnacker_Nootdorp,0
GM1927_Molenwaard,0
GM1930_Nissewaard,0
GM1931_Krimpenerwaard,0
GM1940_De_Fryske_Marren,0
GM1942_Gooise_Meren,0
GM1945_Berg_en_Dal,0
GM1948_Meierijstad,0
GM1949_Waadhoeke,0
GM1950_Westerwolde,0
GM1952_Midden_Groningen,0
GM1955_Montferland,0
BU00090000_Ten_Boer,0
BU00090001_Garmerwolde,0
BU00090002_Thesinge,0
BU00090003_Sint_Annen,0
BU00090005_Achter_Thesinge_en_Bovenrijge,0
BU00090009_Verspreide_huizen_ten_noorden_van_het_Eemskanaal,0
BU00090100_Ten_Post,0
BU00090101_Winneweer_gedeeltelijk,0
BU00090102_Woltersum,0
BU00090104_Wittewierum,0
BU00090106_Lellens,0
BU00090109_Verspreide_huizen_ten_noorden_van_het_Eemskanaal,0
BU00140000_Binnenstad_Noord,0
BU00140001_Binnenstad_Zuid,0
BU00140002_Binnenstad_Oost,0
BU00140003_Binnenstad_West,0
BU00140004_Noorderplantsoen,0
BU00140005_Hortusbuurt_Ebbingekwartier,0
BU00140007_UMCG,0
BU00140008_Stationsgebied,0
BU00140100_De_Meeuwen,0
BU00140101_Oosterpoort,0
BU00140102_Herewegbuurt,0
BU00140103_Rivierenbuurt,0
BU00140104_Grunobuurt,0
BU00140105_Badstratenbuurt,0
BU00140106_Zeeheldenbuurt,0
BU00140107_Laanhuizen,0
BU00140108_Stadspark,0
BU00140109_Martini_Trade_Park,0
BU00140200_Oranjebuurt,0
BU00140201_Noorderplantsoenbuurt,0
BU00140202_Schildersbuurt,0
BU00140203_Kostverloren,0
BU00140300_De_Hoogte,0
BU00140301_Indische_buurt,0
BU00140302_Professorenbuurt,0
BU00140400_Gorechtbuurt,0
BU00140401_Vogelbuurt,0
BU00140402_Bloemenbuurt,0
BU00140403_Florabuurt,0
BU00140404_Damsterbuurt,0
BU00140500_De_Linie,0
BU00140501_Europapark,0
BU00140502_Eemskanaal,0
BU00140503_Kop_van_Oost,0
BU00140504_Woonschepenhaven,0
BU00140505_Driebond,0
BU00140506_Eemspoort,0
BU00140507_Euvelgunne,0
BU00140508_Winschoterdiep,0
BU00140509_Stainkoel'n,0
BU00140510_Roodehaan,0
BU00140511_Waterhuizen,0
BU00140600_Sterrebosbuurt,0
BU00140601_Coendersborg,0
BU00140602_Klein_Martijn,0
BU00140603_Villabuurt,0
BU00140604_Helpman,0
BU00140605_De_Wijert,0
BU00140606_De_Wijert_Zuid,0
BU00140700_Corpus_den_Hoorn,0
BU00140701_Hoornse_Meer,0
BU00140702_Hoornse_Park,0
BU00140703_Van_Swieten,0
BU00140704_Piccardthof,0
BU00140705_Bruilweering,0
BU00140800_Hoogkerk_Dorp,0
BU00140801_Hoogkerk_Zuid,0
BU00140802_Westpoort,0
BU00140803_Vierverlaten,0
BU00140804_Zuidwending,0
BU00140805_Leegkerk,0
BU00140806_Gravenburg,0
BU00140807_Suikerfabriekterrein,0
BU00140808_Peizerweg,0
BU00140809_Bangeweer,0
BU00140810_De_Buitenhof,0
BU00140811_Kranenburg,0
BU00140812_De_Kring,0
BU00140900_Vinkhuizen_Noord,0
BU00140901_Vinkhuizen_Zuid,0
BU00140902_Hoendiep,0
BU00140903_Friesestraatweg,0
BU00140904_Reitdiep,0
BU00140905_Dorkwerd,0
BU00140906_De_Held,0
BU00140907_Westpark,0
BU00141000_Selwerd,0
BU00141001_Paddepoel_Zuid,0
BU00141002_Paddepoel_Noord,0
BU00141003_Zernike_Campus,0
BU00141004_Selwerderhof,0
BU00141005_Tuinwijk,0
BU00141100_Beijum_West,0
BU00141101_Beijum_Oost,0
BU00141102_De_Hunze,0
BU00141103_Van_Starkenborgh,0
BU00141104_Noorderhoogebrug,0
BU00141105_Het_Witte_Lam,0
BU00141106_Koningslaagte,0
BU00141107_Hunzeboord,0
BU00141200_Lewenborg_Noord,0
BU00141201_Lewenborg_Zuid,0
BU00141202_Lewenborg_West,0
BU00141203_Oosterhoogebrug,0
BU00141204_Ulgersmaborg,0
BU00141205_Hunzepark,0
BU00141206_Zilvermeer,0
BU00141207_Kardinge,0
BU00141208_Drielanden,0
BU00141209_Noorddijk,0
BU00141210_Ruischerbrug,0
BU00141211_Ruischerwaard,0
BU00141300_Middelbert,0
BU00141301_Engelbert,0
BU00141302_Klein_Harkstede,0
BU00141400_Meerstad,0
BU00141401_Harkstede,0
BU00141402_Lageland,0
BU00170000_Haren,0
BU00170001_Oosterhaar,0
BU00170002_Voorveld,0
BU00170003_Harenermolen,0
BU00170004_Glimmen,0
BU00170005_Hemmen,0
BU00170100_Noordlaren,0
BU00170101_Onnen,0
BU00170102_Paterswolde_gedeeltelijk,0
BU00170103_Essen,0
BU00170106_Verspreide_huizen_ten_westen_van_Noord_Willemskanaal,0
BU00170107_Verspreide_huizen_op_de_Hondsrug,0
BU00170108_Verspreide_huizen_Onner_Esch,0
BU00170109_Verspreide_huizen_ten_oosten_van_de_Hondsrug,0
