geo_id,energy_import_heat_demand
GM0003_Appingedam,0
GM0005_Bedum,0
GM0009_Ten_Boer,0
GM0010_Delfzijl,0
GM0014_Groningen,0
GM0015_Grootegast,0
GM0017_Haren,0
GM0022_Leek,0
GM0024_Loppersum,0
GM0025_Marum,0
GM0034_Almere,0
GM0037_Stadskanaal,0
GM0047_Veendam,0
GM0050_Zeewolde,0
GM0053_Winsum,0
GM0056_Zuidhorn,0
GM0058_Dongeradeel,0
GM0059_Achtkarspelen,0
GM0060_Ameland,0
GM0072_Harlingen,0
GM0074_Heerenveen,0
GM0079_Kollumerland_en_Nieuwkruisland,0
GM0080_Leeuwarden,0
GM0085_Ooststellingwerf,0
GM0086_Opsterland,0
GM0088_Schiermonnikoog,0
GM0090_Smallingerland,0
GM0093_Terschelling,0
GM0096_Vlieland,0
GM0098_Weststellingwerf,0
GM0106_Assen,0
GM0109_Coevorden,0
GM0114_Emmen,0
GM0118_Hoogeveen,0
GM0119_Meppel,0
GM0141_Almelo,0
GM0147_Borne,0
GM0148_Dalfsen,0
GM0150_Deventer,0
GM0153_Enschede,0
GM0158_Haaksbergen,0
GM0160_Hardenberg,0
GM0163_Hellendoorn,0
GM0164_Hengelo,0
GM0166_Kampen,0
GM0168_Losser,0
GM0171_Noordoostpolder,0
GM0173_Oldenzaal,0
GM0175_Ommen,0
GM0177_Raalte,0
GM0180_Staphorst,0
GM0183_Tubbergen,0
GM0184_Urk,0
GM0189_Wierden,0
GM0193_Zwolle,0
GM0197_Aalten,0
GM0200_Apeldoorn,0
GM0202_Arnhem,0
GM0203_Barneveld,0
GM0209_Beuningen,0
GM0213_Brummen,0
GM0214_Buren,0
GM0216_Culemborg,0
GM0221_Doesburg,0
GM0222_Doetinchem,0
GM0225_Druten,0
GM0226_Duiven,0
GM0228_Ede,0
GM0230_Elburg,0
GM0232_Epe,0
GM0233_Ermelo,0
GM0236_Geldermalsen,0
GM0243_Harderwijk,0
GM0244_Hattem,0
GM0246_Heerde,0
GM0252_Heumen,0
GM0262_Lochem,0
GM0263_Maasdriel,0
GM0267_Nijkerk,0
GM0268_Nijmegen,0
GM0269_Oldebroek,0
GM0273_Putten,0
GM0274_Renkum,0
GM0275_Rheden,0
GM0277_Rozendaal,0
GM0279_Scherpenzeel,0
GM0281_Tiel,0
GM0285_Voorst,0
GM0289_Wageningen,0
GM0293_Westervoort,0
GM0294_Winterswijk,0
GM0296_Wijchen,0
GM0297_Zaltbommel,0
GM0299_Zevenaar,0
GM0301_Zutphen,0
GM0302_Nunspeet,0
GM0303_Dronten,0
GM0304_Neerijnen,0
GM0307_Amersfoort,0
GM0308_Baarn,0
GM0310_De_Bilt,0
GM0312_Bunnik,0
GM0313_Bunschoten,0
GM0317_Eemnes,0
GM0321_Houten,0
GM0327_Leusden,0
GM0331_Lopik,0
GM0335_Montfoort,0
GM0339_Renswoude,0
GM0340_Rhenen,0
GM0342_Soest,0
GM0344_Utrecht,0
GM0345_Veenendaal,0
GM0351_Woudenberg,0
GM0352_Wijk_bij_Duurstede,0
GM0353_IJsselstein,0
GM0355_Zeist,0
GM0356_Nieuwegein,0
GM0358_Aalsmeer,0
GM0361_Alkmaar,0
GM0362_Amstelveen,0
GM0363_Amsterdam,0
GM0370_Beemster,0
GM0373_Bergen,0
GM0375_Beverwijk,0
GM0376_Blaricum,0
GM0377_Bloemendaal,0
GM0383_Castricum,0
GM0384_Diemen,0
GM0385_Edam_Volendam,0
GM0388_Enkhuizen,0
GM0392_Haarlem,0
GM0393_Haarlemmerliede_en_Spaarnwoude,0
GM0394_Haarlemmermeer,0
GM0396_Heemskerk,0
GM0397_Heemstede,0
GM0398_Heerhugowaard,0
GM0399_Heiloo,0
GM0400_Den_Helder,0
GM0402_Hilversum,0
GM0405_Hoorn,0
GM0406_Huizen,0
GM0415_Landsmeer,0
GM0416_Langedijk,0
GM0417_Laren,0
GM0420_Medemblik,0
GM0431_Oostzaan,0
GM0432_Opmeer,0
GM0437_Ouder_Amstel,0
GM0439_Purmerend,0
GM0441_Schagen,0
GM0448_Texel,0
GM0450_Uitgeest,0
GM0451_Uithoorn,0
GM0453_Velsen,0
GM0457_Weesp,0
GM0473_Zandvoort,0
GM0479_Zaanstad,0
GM0482_Alblasserdam,0
GM0484_Alphen_aan_den_Rijn,0
GM0489_Barendrecht,0
GM0498_Drechterland,0
GM0501_Brielle,0
GM0502_Capelle_aan_den_IJssel,0
GM0503_Delft,0
GM0505_Dordrecht,0
GM0512_Gorinchem,0
GM0513_Gouda,0
GM0518_s_Gravenhage,0
GM0523_Hardinxveld_Giessendam,0
GM0530_Hellevoetsluis,0
GM0531_Hendrik_Ido_Ambacht,0
GM0532_Stede_Broec,0
GM0534_Hillegom,0
GM0537_Katwijk,0
GM0542_Krimpen_aan_den_IJssel,0
GM0545_Leerdam,0
GM0546_Leiden,0
GM0547_Leiderdorp,0
GM0553_Lisse,0
GM0556_Maassluis,0
GM0569_Nieuwkoop,0
GM0575_Noordwijk,0
GM0576_Noordwijkerhout,0
GM0579_Oegstgeest,0
GM0584_Oud_Beijerland,0
GM0585_Binnenmaas,0
GM0588_Korendijk,0
GM0589_Oudewater,0
GM0590_Papendrecht,0
GM0597_Ridderkerk,0
GM0599_Rotterdam,0
GM0603_Rijswijk,0
GM0606_Schiedam,0
GM0610_Sliedrecht,0
GM0611_Cromstrijen,0
GM0613_Albrandswaard,0
GM0614_Westvoorne,0
GM0617_Strijen,0
GM0620_Vianen,0
GM0622_Vlaardingen,0
GM0626_Voorschoten,0
