geo_id,country,name,input_households_final_demand_steam_hot_water_demand,input_agriculture_final_demand_steam_hot_water_demand,agriculture_chp_engine_network_gas_dispatchable_demand,co2_emission_1990
GM0268,nl2019,Nijmegen,171,0,0,0.9894
