geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_network_gas_production,agriculture_final_demand_steam_hot_water_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM0484,3143044.932,2701054.238,1587237.691,1119709.757,942913.4795,477.1415214,585.2232432,662.84595,82.1355426,45.18388815,26.7207426,29.20639307,36.6984,26.19513,16.538886,0,9.450792,98.572392,35.32567275,22.30366005,0,12.7449486,132.4546186,1.998,70.52979361,11.34995023
GM0534,750472.5548,644937.3517,378988.6402,267355.8476,225141.7664,97.44799115,111.1872848,131.69565,78.87476648,1.2567012,31.24676648,34.15344244,4.71888,6.09336,6.83046,0,0,38.73798,6.1184514,6.85858665,0,0,39.40371195,0.2736,16.84057198,2.58858514
GM1884,926915.9454,796568.3905,468092.5524,330213.8056,278074.7836,125.9197275,103.063939,125.0175,424.9341882,10.45541925,295.2261882,322.6890895,4.7592,0.295218,12.694374,0,0,16.645608,0.2328765,10.0136895,0,0,13.707984,0.1872,20.7999541,5.429120482
GM0537,1950287.611,1676028.416,984895.2436,694789.9614,585086.2833,272.6495163,334.0572793,385.1805,281.5909001,0.526023,225.9637001,246.9835792,13.734,2.3602752,50.5492272,0,0,97.3148976,2.5036416,53.6196576,0,0,58.6732008,0.9036,43.76437044,8.168063001
GM0546,4279340.367,3677558.128,2161066.886,1524515.006,1283802.11,488.4329518,893.9665186,918.2298,9.536171765,1.94675985,3.286571765,3.592299371,37.9872,35.9385994,28.40996,0,0,125.8422406,44.61550321,35.2691725,0,0,115.2955743,14.6268,96.0282145,11.3418228
GM0547,679895.1985,584284.9362,343347.0753,242212.6645,203968.5596,121.0652777,155.2886445,177.96795,3.058124226,1.9525518,0.480524226,0.525224154,4.9356,0.1124784,0.1879776,0,0.3420576,3.0754864,0.24721815,0.4131591,0,0.7518141,4.79120865,0.2304,15.25681913,2.515438307
GM0553,691658.0912,594393.6721,349287.3361,246403.195,207497.4274,104.1573081,123.4784426,133.08825,46.90105115,4.23094035,18.17305115,19.86356754,4.8888,0.9844848,4.5942624,0,0,26.4204528,0.84799845,3.9573261,0,0,21.61257545,0.3564,15.52077794,2.413845484
GM0569,995140.7231,855199.0589,502546.0652,354518.8826,298542.2169,125.3945713,104.8581545,177.6198,462.7679822,19.05845895,348.1151822,380.4979898,4.6692,0.892134,38.65914,0,0,31.167126,0.72399375,31.3730625,0,0,25.65449375,0.2988,22.33091519,6.36783817
GM0575,1729145.228,1485984.18,873218.3402,616007.9875,518743.5684,203.5187613,375.0313447,517.00275,182.9571859,0.1994422,85.67438585,93.64409617,11.8584,1.166688,20.4753744,0,0,24.1571376,0.908988,15.9527394,0,0,14.6933226,0,38.80194484,6.335328467
GM0579,498746.6508,428610.403,251867.0587,177678.4944,149623.9952,109.7551778,87.27363732,116.9151,5.207161662,0.0064566,2.773561662,3.031567398,4.3416,0.504774,2.6317872,0,0,4.4090388,0.2478195,1.2920796,0,0,2.0884009,0.2448,11.19185348,2.182213846
GM1525,1333912.033,1146330.653,673625.5767,475206.1618,400173.6099,163.413057,213.2354288,242.47065,82.56130618,0.160474,34.43290618,37.63596722,7.33536,6.9013296,80.6200776,0,0.522828,21.5001648,9.0679149,105.9297332,0,0.68696325,28.6077387,7.4916,29.93292888,4.401001109
GM0626,526977.5933,452871.3692,266123.6846,187735.7676,158093.278,115.4574113,86.61492241,128.08755,9.241981272,0.0138296,5.940781272,6.493412088,3.4344,0.8240296,2.295116,0,0,4.2940544,0.2357925,0.6567375,0,0,3.19032,0.0612,11.82535462,2.531693159
GM0638,639901.3633,549915.2341,323150.1885,227964.8607,191970.409,38.51424539,64.74086058,113.33865,6.602064674,9.00401355,1.558464674,1.703438132,47.1792,0,110.8664712,0,0,5.5035288,0,558.8970243,0,0,15.1359757,0,14.35935918,3.413518866
