geo_id,input_industry_chemical_other_naphtha_demand,input_industry_chemical_other_naphtha_non_energetic_demand,input_industry_chemical_other_crude_oil_non_energetic_demand,input_industry_refinery_transformation_crude_oil_naphtha_demand,input_industry_refinery_transformation_crude_oil_other_oil_demand,input_percentage_of_diesel_industry_final_demand_crude_oil_non_energetic,input_percentage_of_biodiesel_industry_final_demand_crude_oil_non_energetic,input_percentage_of_kerosene_industry_final_demand_crude_oil_non_energetic,input_percentage_of_bio_kerosene_industry_final_demand_crude_oil_non_energetic,input_percentage_of_lpg_industry_final_demand_crude_oil_non_energetic,input_percentage_of_bio_oil_industry_final_demand_crude_oil_non_energetic,input_percentage_of_crude_oil_industry_final_demand_crude_oil_non_energetic
GB,0,53947.589,123529.001,94161.047,188329.719,0,0,0,0,0.396620783,0,0.603379217
