geo_id,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand,energy_production_oily_biomass_max_demand,energy_production_wet_biomass_demand,energy_production_dry_biomass_demand,energy_production_oily_biomass_demand
GM1723,204.4704687,107.0250497,6.166155243,37.98879199,86.43038714,6.166155243
GM1724,239.2727266,147.7413359,11.23444444,44.83163282,118.3956661,11.23444444
GM1728,209.8511364,123.0166394,12.25758026,36.36938471,99.69341416,12.25758026
GM1729,113.6848072,72.98969474,8.655340191,23.63667162,46.69236108,8.655340191
GM1730,295.6134911,136.7791108,20.47365252,42.70266702,99.3584333,20.47365252
GM1731,652.6341082,355.9319025,20.15771984,125.3077015,264.0958972,20.15771984
GM1734,243.7040659,193.8815348,28.88536001,44.17354116,148.658682,28.88536001
GM1735,498.8419735,282.0125586,21.22824556,70.8921267,234.8722914,21.22824556
GM1740,116.9182316,165.3239041,14.60216525,20.96579033,147.1138607,14.60216525
GM1742,223.6028783,149.3609773,23.2696567,35.6342672,115.0875373,23.2696567
GM1771,101.357442,113.2752939,24.05645057,20.14579838,89.14701138,24.05645057
GM1773,275.1275013,96.05769907,10.97926805,36.06725222,72.54497777,10.97926805
GM1774,415.1777723,142.745644,16.00928078,61.11072302,105.8952227,16.00928078
GM1783,223.8677634,278.930071,65.9831469,52.68362763,215.89681,65.9831469
GM1842,132.2535291,59.99313622,11.78125099,16.41108036,46.36345203,11.78125099
GM1859,650.1768839,235.9405053,26.67443884,94.47771559,180.4581422,26.67443884
GM1876,613.5321995,230.5539872,22.00106549,96.80052087,160.9899475,22.00106549
GM1883,214.7205182,268.1379043,56.29738014,49.13334224,202.477412,56.29738014
GM1884,253.1859345,85.71341609,16.32278321,28.94391826,62.59170906,16.32278321
GM1891,215.1180168,69.16257246,11.49691158,20.53163412,53.04244171,11.49691158
GM1892,199.4022448,124.1291404,25.98060208,33.32784989,89.73462026,25.98060208
GM1894,373.0211293,278.6958184,26.31415408,75.55631498,228.7421997,26.31415408
GM1895,565.0578667,284.8427619,23.16576345,85.39354244,128.6711264,23.16576345
GM1896,250.5599437,79.56188935,13.67198654,23.2044871,61.61670534,13.67198654
GM1900,1771.250971,447.6696169,54.5044622,151.9387155,361.8102671,54.5044622
GM1901,316.1810569,109.4515351,20.93783053,26.64543185,85.8653129,20.93783053
GM1903,153.9813236,95.06010372,15.5888473,33.48228996,64.09717037,15.5888473
GM1904,355.3401156,192.2654088,39.08816275,38.96666287,151.8799775,39.08816275
GM1911,964.5742022,285.7419481,29.0506171,209.7295686,177.3351646,29.0506171
GM1916,176.8777545,196.01137,45.82542706,31.78303171,154.8418586,45.82542706
GM1924,883.7779529,210.230754,30.14179996,196.5225277,124.011129,30.14179996
GM1926,124.0543376,141.87312,33.00949655,23.91408235,110.5239077,33.00949655
GM1927,356.5636846,112.2004599,17.81252729,38.09348662,86.96165461,17.81252729
GM1930,296.1268803,249.9027745,51.51950598,53.47554495,188.8095452,51.51950598
GM1931,416.1449357,182.0958953,34.05268195,44.76237176,140.822167,34.05268195
GM1940,1496.436485,259.5690145,31.24695676,106.6702276,199.0215826,31.24695676
GM1942,181.6058189,158.3616784,35.0654892,24.98083413,124.4723198,35.0654892
GM1945,216.6879809,128.1998172,21.12678257,32.22132594,93.92917151,21.12678257
GM1948,605.7435708,349.9958666,49.10019076,105.1013874,287.5001631,49.10019076
GM1949,729.659894,297.7211143,27.9715855,119.3871103,195.8744796,27.9715855
GM1950,439.9866117,212.0925585,15.30997596,94.48108756,111.8154516,15.30997596
GM1952,675.4970797,333.3696014,36.99996927,98.9591463,209.0441396,36.99996927
GM1955,226.7412586,150.1279469,21.8880588,38.00602844,109.5566164,21.8880588
GM1960,436.3579058,199.2021948,30.8016132,63.86243157,146.1812664,30.8016132
GM1961,348.6578459,190.5572876,33.84854083,46.75488645,148.2324631,33.84854083
GM1966,5991.852324,392.5284266,30.04155209,225.5148463,187.9681378,30.04155209
