geo_id,present_number_of_apartments_2005_present,present_number_of_apartments_1985_2004,present_number_of_apartments_1965_1984,present_number_of_apartments_1945_1964,present_number_of_apartments_before_1945,present_number_of_terraced_houses_2005_present,present_number_of_terraced_houses_1985_2004,present_number_of_terraced_houses_1965_1984,present_number_of_terraced_houses_1945_1964,present_number_of_terraced_houses_before_1945,present_number_of_semi_detached_houses_2005_present,present_number_of_semi_detached_houses_1985_2004,present_number_of_semi_detached_houses_1965_1984,present_number_of_semi_detached_houses_1945_1964,present_number_of_semi_detached_houses_before_1945,present_number_of_detached_houses_2005_present,present_number_of_detached_houses_1985_2004,present_number_of_detached_houses_1965_1984,present_number_of_detached_houses_1945_1964,present_number_of_detached_houses_before_1945,typical_useful_demand_for_space_heating_apartments_2005_present,typical_useful_demand_for_space_heating_apartments_1985_2004,typical_useful_demand_for_space_heating_apartments_1965_1984,typical_useful_demand_for_space_heating_apartments_1945_1964,typical_useful_demand_for_space_heating_apartments_before_1945,typical_useful_demand_for_space_heating_terraced_houses_2005_present,typical_useful_demand_for_space_heating_terraced_houses_1985_2004,typical_useful_demand_for_space_heating_terraced_houses_1965_1984,typical_useful_demand_for_space_heating_terraced_houses_1945_1964,typical_useful_demand_for_space_heating_terraced_houses_before_1945,typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,typical_useful_demand_for_space_heating_detached_houses_2005_present,typical_useful_demand_for_space_heating_detached_houses_1985_2004,typical_useful_demand_for_space_heating_detached_houses_1965_1984,typical_useful_demand_for_space_heating_detached_houses_1945_1964,typical_useful_demand_for_space_heating_detached_houses_before_1945,present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,typical_useful_demand_for_space_heating_buildings_present,present_number_of_buildings,interconnector_capacity
GM0984,1073,767,1396,110,106,409,1842,2943,641,107,423,1116,2262,936,480,535,1151,1250,751,773,111.9148897,122.1463459,154.9014348,160.8595659,188.6032611,116.0082679,147.9850874,166.4423485,183.0943792,303.7945393,116.5861136,152.045315,192.2057526,221.1574458,292.4804984,114.7704963,148.0930983,213.2118995,273.0351627,305.5385465,0.0595846,0.04106486,0.07567405,0.00483145,0.0057067,0.02025228,0.08990973,0.15069944,0.03230582,0.00477982,0.02011377,0.05878306,0.11842342,0.04717127,0.02474337,0.02694467,0.06268152,0.06983948,0.04247434,0.04401635,261.8896052,1573,60000
GM0986,103,289,97,24,129,116,332,557,233,200,101,290,876,757,375,73,239,544,260,207,101.8095004,142.0847014,153.0148625,264.0086741,275.0092629,105.331265,162.3005635,167.6966732,208.5983982,304.9058522,115.7493301,164.3402295,192.6869362,206.3244886,299.5232644,117.006309,158.9486929,220.9976662,280.8791475,304.1495871,0.01713113,0.04256326,0.01701612,0.00364873,0.02231624,0.01655794,0.05697453,0.09733825,0.03951229,0.03242444,0.01447759,0.05188124,0.16143912,0.12945153,0.06602401,0.01016061,0.04093274,0.0980283,0.04433244,0.03778949,264.3708253,417,60000
GM0988,1117,490,137,156,187,336,376,232,50,12,358,343,348,150,45,437,360,344,217,63,114.4073001,159.9265432,187.9939925,119.5825752,249.164691,114.9753326,145.8467451,196.9732509,240.269589,220,116.2248613,150.0255654,212.7386819,261.1546933,271.2861695,115.0709198,143.8212354,215.942522,267.2935993,287.9949264,0.18338833,0.08676741,0.02658565,0.02602701,0.03329817,0.05306283,0.06919727,0.04267167,0.00964351,0.00192731,0.05619261,0.06421048,0.06724716,0.02694411,0.00950432,0.06373983,0.06497954,0.06414065,0.03883894,0.0116332,275.3603659,2543,60000
GM0994,383,534,742,442,669,40,271,519,327,374,27,264,979,630,523,37,274,539,341,393,107.9334415,135.4119721,167.16068,253.1518926,264.6719131,112.9992666,146.0419658,184.2287713,226.7006956,294.0647694,120.3289118,161.1386851,205.7008116,259.939778,302.5885869,122.0678263,146.4621679,219.7188528,285.3427084,329.841157,0.04582335,0.06588114,0.0862258,0.05325086,0.078559,0.00533626,0.03377569,0.06153103,0.03637756,0.04341017,0.0037288,0.03235727,0.12190274,0.0768068,0.06075837,0.00413794,0.03384509,0.06700014,0.04220524,0.04708675,306.9826465,1678,60000
GM0995,1363,1003,3471,0,0,991,3440,12307,4,0,720,2027,4599,16,0,790,1997,658,7,0,117.9379702,175.1290341,190.0675973,0,0,114.2342462,136.756812,186.6126372,313,0,115.9884053,138.9884232,201.2985191,298.0108578,0,116.3943378,135.9590514,208.249757,313,0,0.03785108,0.0300194,0.10419795,0,0,0.02796858,0.10439938,0.37425515,0.00011255,0,0.01992681,0.06020136,0.13884395,0.00042494,0,0.0216773,0.0600452,0.01986443,0.00021192,0,229.5662842,2898,60000
GM1507,545,719,407,119,124,523,1282,1990,205,118,617,1160,2376,1010,598,611,1309,1626,1243,1250,104.427686,167.7487134,153.7119714,254.6591644,262.9094293,116.8882487,168.4535266,182.1464588,210.9882208,280.6056912,116.9562554,172.3055016,198.3003159,248.0774295,287.8216881,113.3741923,145.6007633,216.3679773,276.2993918,298.1541444,0.03525739,0.0398545,0.02260602,0.00718076,0.00771403,0.0305398,0.06919352,0.10991624,0.01185973,0.0059356,0.03714403,0.06304069,0.12980255,0.05484657,0.033139,0.03576395,0.07328253,0.09077302,0.06997972,0.07217035,245.9585744,2965,60000
GM1509,679,776,373,178,484,346,613,2475,485,163,370,1002,2414,1465,950,259,888,1095,803,1530,116.1915111,166.9756917,182.6758683,236.0771573,293.4506993,121.6021375,169.0566834,174.5490646,237.2502344,282.0220262,115.0556597,168.5795336,188.6995339,267.0918656,304.9117448,117.0887391,154.4740331,224.1818814,286.0708002,308.90925,0.04298804,0.04599023,0.02285925,0.01076713,0.03336751,0.02209661,0.03441197,0.14387338,0.02698342,0.00912742,0.02393243,0.05630497,0.1348539,0.08361784,0.05314143,0.01562667,0.04950515,0.06037416,0.04537651,0.08480198,270.5758847,1134,60000
GM1525,1168,1018,1141,362,298,702,2802,1880,921,577,354,1303,787,825,725,183,326,223,156,349,116.7007632,170.8841331,203.9547965,272.963919,204.3932521,117.725734,168.9311946,186.03382,214.5917745,292.3167135,118.9842538,169.2518727,202.4111079,249.6400638,306.7488692,115.6500825,156.0835936,209.1394574,291.8270996,290.208595,0.08196182,0.06030847,0.06994621,0.02282528,0.02208812,0.05297063,0.16565209,0.11316893,0.05484624,0.03554281,0.02616792,0.07837361,0.04694013,0.04814429,0.04327129,0.01345135,0.02002044,0.01397867,0.00910329,0.02123841,283.5546928,1709,60000
GM1581,623,1581,2036,509,427,274,1362,2583,483,148,373,1445,2777,1684,1533,278,639,1012,1084,952,117.8906219,165.2086058,174.7597385,219.2027648,255.6212764,113.4695328,174.6052271,190.7980653,198.4390488,256.3228428,118.4229892,186.6650748,212.3773633,247.8110087,293.0656191,122.4313998,173.447426,220.447127,271.2243276,305.9879321,0.02739226,0.07438067,0.09199301,0.02046792,0.01761257,0.01314039,0.06322651,0.11601015,0.02265847,0.00658351,0.01714181,0.06788271,0.12927633,0.07828569,0.06915271,0.01245725,0.02967135,0.04827387,0.05128257,0.04311025,296.4799,3961,60000
GM1586,374,805,295,110,308,251,753,1880,261,161,309,1029,1605,888,497,299,772,964,538,728,123.4308691,140.0114969,209.7865684,225.5671718,275.0183074,115.3838594,162.1056729,183.5181215,228.0521521,260.1850342,114.5309669,167.0308561,197.9907685,253.3548986,303.2424373,124.6026113,152.8710207,214.6798034,284.6983183,316.8133847,0.03198164,0.06632473,0.0222385,0.00845564,0.02644729,0.01996316,0.05851815,0.14889775,0.0212777,0.01281458,0.02530265,0.0803376,0.12690818,0.06848569,0.03572356,0.02646642,0.05923168,0.07162825,0.03793297,0.05106386,247.5898343,1520,60000
GM1598,373,660,280,10,136,376,587,1388,49,17,430,617,1077,261,202,349,717,565,338,1015,114.7897574,165.2233274,168.1621806,264.1448835,253.9177427,112.4185269,153.3040262,200.8135018,241.8968145,345.9445069,116.170293,158.253972,212.2188832,251.1999815,280.6736333,118.8080701,142.6244983,212.8109217,266.9684215,296.8493851,0.03600772,0.06455047,0.03042177,0.00091613,0.01412009,0.03759433,0.06030024,0.15396579,0.00526335,0.00208983,0.04272904,0.06132614,0.12235639,0.03017292,0.02183449,0.0340773,0.07102294,0.06456208,0.03604866,0.11064032,254.2768522,611,60000
GM1621,2115,1526,477,30,50,3228,3520,3568,820,287,1490,1658,1702,708,518,595,833,607,206,282,108.2742657,111.3738251,184.4795908,167.0865807,319.7635906,112.2290834,141.7696003,187.2405968,215.9106677,269.3359148,114.67937,151.4502731,205.8127333,237.9488269,315.3352094,114.6994153,152.8736988,225.1618276,271.673893,296.2116103,0.08288874,0.0656649,0.01914575,0.00123657,0.00180341,0.12598278,0.15315681,0.14700418,0.0330481,0.01198488,0.05829992,0.07097971,0.07192718,0.02839471,0.02201658,0.02217962,0.03770454,0.02651357,0.0085074,0.01156065,209.9308758,1764,60000
GM1640,385,756,313,99,189,265,795,1554,345,124,309,855,2274,1069,576,439,1462,2083,930,1127,116.4272398,147.3402649,193.8654417,269.4710713,249.9459234,114.5690211,168.5880627,210.4733569,274.9847511,256.3936469,115.4062006,175.46289,208.3333855,271.1930892,305.9905873,121.4265007,149.2197428,215.7020426,275.2584595,300.9345192,0.02945807,0.04955155,0.02002355,0.00658885,0.01215194,0.01958204,0.04779448,0.09689599,0.02037169,0.00777421,0.02309248,0.05111799,0.13985033,0.06378924,0.0351745,0.03175149,0.08880916,0.12884968,0.05616306,0.0712097,274.9495263,1346,60000
GM1641,174,570,240,112,133,182,433,1067,391,268,137,623,1729,1006,483,158,798,1258,607,477,96.52635291,138.3346736,124.6932569,247.6621626,241.0061335,112.196781,158.2568957,195.2283701,265.1565813,294.9430846,112.8506624,172.9054383,207.9704542,273.6318015,288.9694273,116.9137584,147.986042,212.90664,287.2941257,287.2363152,0.01708013,0.05410947,0.02307217,0.01268817,0.01320475,0.01648525,0.03869354,0.09403861,0.03315324,0.02527512,0.01270936,0.05692649,0.15715336,0.0911276,0.0446255,0.01602825,0.07452992,0.11821001,0.05594618,0.04494288,241.6659589,1326,60000
GM1652,598,418,545,31,94,505,651,1000,412,138,740,1004,1631,698,494,530,1019,927,532,528,111.0600362,146.0320882,178.850819,271.0826307,273.7171033,113.1996557,167.5583139,183.1672244,195.8141705,278.8682619,115.4183245,171.4252132,202.2610045,224.6740978,253.106046,117.0665377,155.3830447,220.5277993,275.6514731,305.5207606,0.04938651,0.03308881,0.03913825,0.0022909,0.00805468,0.04262465,0.05396125,0.0771944,0.03230355,0.01157695,0.06140637,0.0811151,0.1299986,0.05523557,0.03952207,0.04473556,0.08144501,0.07445073,0.04150991,0.04096113,254.7352438,1425,60000
GM1655,643,435,288,69,211,494,750,1704,736,281,351,714,1652,770,469,307,946,1240,583,735,113.1791533,149.4996023,167.644458,171.0422364,156.0045311,113.7173719,157.0844194,165.2179179,196.0374596,282.3061711,116.8655937,165.494255,190.018541,240.8865745,304.9936513,115.3010796,152.4685081,216.5061659,282.1671974,288.0812357,0.05618563,0.03388168,0.02366515,0.00563893,0.01666006,0.03933422,0.0543825,0.12558899,0.05561075,0.02020831,0.02684578,0.05048471,0.12152487,0.05635117,0.03375053,0.02446101,0.06939739,0.09042043,0.04202323,0.05358466,266.2988289,1706,60000
GM1658,268,192,90,19,44,243,474,761,139,70,317,475,752,403,306,229,491,781,471,331,116.0441245,149.8067917,178.8637786,211.9099448,264.9745567,112.2739534,176.5034754,174.4837976,238.4360261,251.7467264,114.4380307,172.8517207,192.5326402,250.4481214,279.8922675,115.2256827,147.9803938,213.9019556,270.669598,302.421288,0.03702247,0.02525334,0.01408903,0.00241847,0.0065587,0.033934,0.0634505,0.11945942,0.0213845,0.01132298,0.04401083,0.06389782,0.11586471,0.06056585,0.04780466,0.03211759,0.06257312,0.11844459,0.06808636,0.05174106,273.4227958,733,60000
GM1659,435,295,221,68,41,328,629,1129,245,74,326,661,1525,745,338,321,635,796,396,390,96.96850173,116.589951,168.3988388,167.6994353,234.5669824,113.5049099,143.16114,183.165937,232.1116208,281.0186995,115.9431617,156.4192998,197.7292118,256.9429923,276.8589539,115.9642928,150.2545931,215.9972601,273.5088987,297.2682128,0.04471539,0.03227117,0.02109003,0.00685152,0.0045369,0.03483624,0.06782758,0.11577733,0.02419344,0.00775581,0.0341964,0.07141587,0.15791651,0.07012876,0.03662109,0.03468957,0.06704051,0.08406537,0.04164086,0.04242965,242.1986823,739,60000
GM1667,194,211,88,17,47,205,237,327,38,16,262,381,807,313,175,277,501,736,335,293,107.5293212,144.3057832,174.0290973,258.0049705,209.0201168,107.4369955,149.2275501,179.9201261,254.234918,251.9218831,117.5281575,161.8909961,206.2671968,257.6485086,283.9607589,117.9458944,160.7581091,216.5324064,270.368019,307.7224122,0.02924199,0.03795082,0.01297088,0.00289651,0.00781069,0.03973021,0.0462294,0.0633755,0.00757241,0.00332725,0.0435948,0.07073423,0.15535869,0.05738857,0.03284322,0.04426189,0.09338298,0.13794248,0.06051516,0.05287232,267.2528935,589,60000
GM1669,267,280,89,78,68,140,456,715,245,53,134,506,1937,1031,282,159,675,1253,611,514,98.95271007,127.7813538,198.150811,232.391544,243.4547694,117.6217114,168.5498523,190.8630293,228.0156956,304.2291785,116.2692093,174.5657551,212.6419286,243.1065152,315.3733821,113.5941194,153.3388104,217.4231125,292.6781438,325.1858118,0.0288862,0.02949431,0.00851551,0.00835431,0.00719063,0.01534821,0.04758501,0.07550484,0.0255555,0.00562742,0.01441449,0.05353801,0.20482359,0.10981448,0.02977425,0.016951,0.07272537,0.12987516,0.06210495,0.05391676,226.1923908,976,60000
GM1674,1610,2688,1933,1744,496,474,3713,5742,2054,936,253,1876,3097,1444,1893,557,1417,1523,612,1282,107.3499856,156.9372042,216.9082704,222.4124333,273.7835099,106.4185893,166.205446,194.6041058,246.9205967,293.7285876,115.5241938,170.2670392,206.1068131,271.7129708,319.7690527,117.4887704,153.5040457,222.5655485,280.2210254,314.1322794,0.04244679,0.07260271,0.05502952,0.05087384,0.01322039,0.01245326,0.10472512,0.16527393,0.06020237,0.02758271,0.00649366,0.05381947,0.08935707,0.0403423,0.0549189,0.01464583,0.03910194,0.04370787,0.01709376,0.03610856,251.1148219,5914,60000
GM1676,823,489,249,24,73,372,727,2007,514,1124,308,812,1600,807,1030,441,1630,1523,1093,1468,98.27698643,145.2038658,231.3482977,202.5929307,207.0629307,112.2339343,142.2838789,156.6693878,232.7468985,304.2073332,113.7549776,153.0998622,171.9077997,254.4843289,310.1777213,115.2098406,152.7598239,169.1102476,291.3691433,296.6343851,0.05575891,0.02697293,0.0144422,0.00147397,0.00474071,0.02748889,0.04091519,0.11104872,0.02815881,0.06425954,0.02224486,0.04694623,0.09111964,0.04589963,0.05913921,0.03030446,0.09341559,0.08959616,0.06282259,0.08325176,275.2940508,7078,60000
GM1680,163,310,275,124,43,30,224,753,131,13,225,1067,1332,695,237,300,1075,1200,830,2007,116.8323593,159.2539336,212.7331683,179.4838341,255.0414414,106.563,167.5630806,181.8111373,226.4395865,206,119.5515046,169.8494285,196.2464655,244.8606176,289.5177384,113.4062142,155.1478602,213.4674313,271.0673681,287.9795486,0.01543449,0.02861425,0.02851136,0.01086942,0.00419092,0.00181264,0.01912597,0.06827958,0.01197339,0.00112194,0.01977039,0.09696767,0.12208785,0.06144921,0.02129478,0.02802251,0.09679759,0.10677521,0.07648173,0.1804191,249.8002358,2299,60000
GM1681,162,375,147,33,64,87,150,729,100,0,309,718,1238,911,185,378,1215,1026,848,2521,124.8638647,156.8146717,219.0868888,216.0044712,285.666555,116.2408638,179.5024663,204.2478732,229.9176836,0,117.5707839,173.5378654,203.5348398,248.6169734,286.2678679,116.7720289,149.2806686,211.9264349,275.5299424,300.735122,0.01268586,0.03517474,0.01462182,0.00242587,0.005469,0.00738813,0.01552405,0.06661223,0.00895959,0,0.02753995,0.06600863,0.11131405,0.07857152,0.01671247,0.03503591,0.10741406,0.09030977,0.07648063,0.22175172,261.1364442,1459,60000
GM1684,841,891,440,24,78,343,901,1728,463,49,363,615,1307,665,257,288,455,671,376,431,129.7597889,146.038761,177.3697452,258.3117011,273.4940079,116.4327255,150.6310669,198.2537081,242.1820243,288.8990039,117.2690492,156.840405,207.1699133,262.7557667,253.4791032,114.7100638,150.7047198,216.3805172,274.2263087,301.9162018,0.0748543,0.07388951,0.03908686,0.00175535,0.00625961,0.02877578,0.07843252,0.15616636,0.04144585,0.00446259,0.03369481,0.05562489,0.12060653,0.05832018,0.02295775,0.02684204,0.0419754,0.0630735,0.03375232,0.03802385,252.9450185,0,60000
GM1685,195,204,266,40,40,314,335,545,65,16,265,440,805,275,259,282,527,713,493,311,115.7845923,135.7681226,160.7347239,179.1170699,341.6809145,114.5188737,170.2239279,183.7457271,239.4320489,368.4057744,120.695169,168.0965103,212.4740871,251.1577946,292.9530749,115.4234876,142.8675699,222.1334585,278.0376488,312.8175636,0.02523455,0.02866065,0.0377215,0.00677749,0.0055108,0.04679763,0.05388712,0.08800848,0.01059498,0.00213818,0.0388099,0.07123667,0.13134222,0.04402143,0.04153983,0.04125839,0.08608933,0.11451863,0.07882197,0.04703025,215.232208,0,60000
GM1690,335,500,87,64,278,129,147,705,54,6,282,917,1200,415,185,351,1083,1193,669,1754,112.8398412,173.8717207,147.037092,208.6691962,252.9966493,115.9376201,163.5529071,177.5108804,267.2106013,267.0282051,115.9735705,166.4779291,199.2181494,267.99501,274.6329984,118.9633721,156.9981852,219.5396581,292.4837631,297.8534337,0.03128856,0.05175838,0.00987459,0.00633909,0.02721707,0.01319839,0.01448682,0.0642059,0.00439447,0.00053547,0.02718051,0.08878534,0.10832597,0.03791906,0.01833293,0.03483197,0.1097801,0.10931985,0.06174738,0.18047815,270.3069073,1395,60000
GM1695,193,108,51,12,19,93,138,371,115,456,78,201,361,119,511,144,331,690,86,401,119.1533945,179.0169924,160.0128936,314.056291,261.2827729,114.0005389,150.0967539,212.7843487,258.8443389,288.2922804,118.5869789,166.5742487,221.6095454,269.5532326,310.5701471,120.3586491,152.888106,200.0259149,267.4196228,282.1366247,0.04015849,0.02716742,0.01152151,0.00300504,0.00425107,0.01933816,0.0328336,0.08420983,0.02654039,0.1055672,0.01572615,0.04624708,0.08114805,0.02687454,0.11410258,0.02960389,0.07418367,0.14686053,0.01833858,0.09232222,224.4318301,2228,60000
GM1696,475,421,454,75,243,238,587,1634,988,268,175,584,1016,928,632,237,461,354,253,654,117.8980543,155.1394286,176.8124096,248.54085,276.0285096,116.7491817,172.4474361,178.9774244,228.2398827,294.3382195,120.3081247,170.4366569,202.9984922,244.314542,277.6497767,117.3113393,157.0604743,213.4494318,268.1170637,281.0207671,0.04659288,0.04286487,0.04666842,0.00613221,0.0243603,0.02494265,0.05541083,0.14316106,0.09081811,0.02726295,0.01890168,0.05337081,0.08787619,0.08448191,0.06081065,0.02353137,0.04436206,0.03155888,0.02434459,0.06254758,286.1905821,2414,60000
GM1699,214,949,392,66,202,97,558,1854,222,26,425,1275,2222,694,207,332,1291,1359,1027,1348,126.5766095,138.516267,229.3136327,215.633231,189.3614248,110.7032749,163.8825896,201.7957708,228.2985631,270.7214485,114.4984014,159.8818794,210.3291114,230.7383232,298.2876175,117.6236201,153.0144902,216.3503458,284.5006287,297.9420153,0.01602697,0.06189605,0.02624655,0.00473912,0.01484222,0.00745236,0.034808,0.12234562,0.01423831,0.00171886,0.03141307,0.08167982,0.14799039,0.04763696,0.0152659,0.02436379,0.08709707,0.09174936,0.07182797,0.09666161,279.046724,1945,60000
GM1700,569,617,292,125,249,228,559,1684,255,16,366,1247,1892,799,427,401,1088,1164,740,1043,86.03014865,141.4600861,186.6621762,226.2795127,292.7356355,105.4508054,151.4338524,165.5227172,166.5784889,216.7262899,113.0094522,159.3241507,185.5312655,219.1579032,324.4618178,118.1804037,154.6962896,222.5320813,284.218803,316.3403413,0.04921017,0.03997464,0.02288825,0.00905881,0.01835721,0.01983109,0.03465484,0.12544447,0.01892042,0.00127678,0.03150461,0.07764127,0.14390744,0.05709872,0.03072277,0.0327587,0.07020632,0.08665585,0.05553255,0.07435509,255.7886639,1150,60000
GM1701,89,313,131,30,200,65,213,524,18,27,176,858,1036,363,177,186,946,990,753,1319,112.6051836,131.1507678,178.8273029,259.3700295,268.1581646,113.4528053,156.5273856,165.4633625,168.4562643,247.0623821,116.496313,164.090732,192.0430835,249.2206756,276.8944833,124.2379891,158.720605,225.6978362,270.826779,303.1659265,0.01001167,0.03749858,0.01411304,0.00362286,0.02433083,0.0088291,0.02481583,0.0609345,0.00229594,0.00298248,0.02061988,0.10615177,0.1254418,0.04077622,0.02141272,0.02079412,0.11272102,0.11874253,0.0879364,0.15596871,303.7303393,1827,60000
GM1702,64,185,135,18,46,94,147,128,20,10,117,426,638,170,134,196,515,850,460,517,98.88051624,139.8759714,173.8040353,249.0498455,292.9550525,110.766947,132.4295761,188.9389772,294.7144279,122.8277778,114.3147404,146.8125155,194.7410344,265.404622,286.1268336,116.578169,146.0835829,208.0603612,273.6518429,298.4735888,0.01504104,0.03551133,0.02975745,0.0046873,0.01099359,0.01847798,0.0285008,0.02501936,0.00498157,0.0020986,0.02520053,0.08544271,0.13423735,0.03349546,0.02992239,0.04157728,0.10268394,0.17423964,0.09355805,0.10457363,252.9450185,0,60000
GM1705,1071,1096,668,305,183,928,1679,3408,625,69,610,1430,2380,1126,355,332,1009,804,999,794,112.3357958,138.6456837,177.7883359,176.0026037,192.2182475,115.8130072,146.7413537,171.9774276,203.3843301,282.0339157,117.0904685,155.162676,189.3171013,244.1845015,313.9461717,116.967307,146.1559606,214.3395624,276.8743303,307.520291,0.05560253,0.05835202,0.03392152,0.01529691,0.00948123,0.04664166,0.08622644,0.1691163,0.03009237,0.00380768,0.03069671,0.07066876,0.11750653,0.05340513,0.01866576,0.01739636,0.05245251,0.03876667,0.05085453,0.04104838,246.294059,1591,60000
GM1706,170,239,239,36,49,83,605,1090,210,112,160,641,1403,615,348,287,737,1241,438,303,120.7787831,142.2881555,196.640129,247.1510246,318.9647025,111.7227667,165.121294,188.6273018,232.6146119,311.2559913,118.6929127,169.8957651,195.7849691,270.0137088,301.2192299,115.5773034,150.1420613,209.2041057,284.0507722,294.2903102,0.01872338,0.02756348,0.02589644,0.00427511,0.00550692,0.00907428,0.06591329,0.11794919,0.02328624,0.01456447,0.01788729,0.0688462,0.15082645,0.06843803,0.04133625,0.03099762,0.08633931,0.13709352,0.05020705,0.03527548,264.6820932,785,60000
GM1708,469,1229,587,254,375,553,881,2077,693,563,751,1639,1877,1092,909,528,1389,1229,783,2190,104.7693092,156.9496159,219.7635099,263.1007727,213.0791616,115.4612616,155.2441281,201.01419,239.9116562,287.3354985,115.7632032,156.1456554,214.9567454,261.9204791,300.9094584,115.9372576,145.4337247,218.8389014,283.7039396,304.0621126,0.02223172,0.06051403,0.03014391,0.01246569,0.01616457,0.02636017,0.04300552,0.10587551,0.03336804,0.02661612,0.03346118,0.08393377,0.0950849,0.05329665,0.04492991,0.02551133,0.0713207,0.0623715,0.04013841,0.11320637,273.5435172,2873,60000
GM1709,606,682,471,204,63,520,864,3238,840,332,294,871,2245,1060,592,273,1120,733,614,881,109.8938794,135.8688165,164.1691259,205.9203714,227.3405804,113.6361098,151.2681579,175.1308439,200.7544462,285.5793882,116.3873487,168.8031593,190.7525036,239.0558848,288.5482091,121.0800304,156.3011819,211.8251589,281.6792252,305.2361656,0.04440087,0.03967449,0.02763323,0.01333975,0.00395202,0.04151893,0.04815307,0.19217669,0.05082597,0.01825149,0.02307101,0.04875128,0.13515402,0.06290843,0.0343851,0.01983971,0.06365835,0.04351277,0.03759366,0.05119916,268.2507821,2017,60000
GM1711,335,743,754,104,218,265,916,1327,532,387,195,720,2030,1268,779,255,893,1324,666,923,108.6612175,138.4942574,191.9115755,206.267718,198.7730872,111.1267595,158.0415432,170.5469293,188.1681256,298.1015037,122.1615916,162.0904707,197.3163171,248.0478712,312.5153175,123.577488,151.2516164,225.0865544,296.6733026,308.691249,0.02586135,0.05558149,0.04884278,0.00751284,0.01498077,0.02075622,0.06644177,0.0884718,0.03548948,0.02593876,0.01547327,0.05025669,0.13306045,0.08518363,0.05214137,0.01929722,0.06089389,0.08877193,0.04435516,0.06068913,244.8437889,2081,60000
GM1714,645,715,367,32,27,95,344,1269,1633,749,149,605,1035,1138,813,317,919,881,836,1490,120.7792222,147.9277451,163.1532681,266.6379891,166.2082262,125.4631656,152.9127355,190.2808914,287.2230566,285.1689712,115.087441,155.328015,206.6490391,276.1343662,313.4246667,119.6002206,150.4594452,218.6822301,295.0248266,301.6764431,0.04336348,0.05121921,0.0259596,0.00212753,0.00211402,0.00742702,0.02613708,0.09133982,0.11871739,0.05164866,0.01126821,0.04483831,0.07624206,0.07962603,0.05584649,0.02401537,0.06447874,0.06408588,0.0571382,0.1024069,258.5897374,7231,60000
GM1719,422,645,193,73,97,342,656,1790,440,131,240,676,1571,845,513,256,741,836,502,806,112.2070291,139.4788146,159.1647722,241.6073647,293.5667611,114.7566788,158.2335244,186.3602073,249.8045056,291.3845208,119.1205866,171.053975,205.3435728,279.2140427,300.15622,119.154879,158.145537,222.1587992,282.5810246,301.9337911,0.03536692,0.0510776,0.01439062,0.00571615,0.00833798,0.02883974,0.05783073,0.15065304,0.03766153,0.01024105,0.02031282,0.05781916,0.13384248,0.07136289,0.04057822,0.0215739,0.06577972,0.07394079,0.04384182,0.07083284,267.2505074,1119,60000
GM1721,456,502,346,43,83,576,1100,1086,151,21,520,980,1644,624,349,477,1008,1443,792,492,117.3563073,156.2523095,187.1696934,236.0835142,281.8831825,115.6938233,156.9118876,181.380644,246.3151462,314.7092415,115.5538704,162.1198431,197.8975043,254.9073945,298.6059125,114.6025367,154.3920674,215.9968055,274.3451885,293.7514057,0.03428396,0.03923258,0.02592116,0.00388524,0.00636417,0.05170476,0.08495255,0.08397787,0.01077287,0.00153543,0.04548826,0.07523462,0.1245999,0.04687392,0.02767103,0.04292001,0.084372,0.1089926,0.06289324,0.03832383,233.7479466,704,60000
