geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,agriculture_chp_engine_network_gas_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM1735,1675035.9216479500000,1439483.9950819600000,845893.1404551760000,596731.5471008090000,502510.7764744160000,174.1458161429700,179.9621328038450,287.4031000000000,81.5136056520000,110.7365136000000,0.8930364000000,8.3844000000000,65.3350500000000,35.3004300000000,0.0000000000000,0.0000000000000,120.7069200000000,69.1403987500001,37.3564542500000,0.0000000000000,0.0000000000000,147.8104970000000,3.6360000000000,37.5877345440000,5.8436192021729
GM0166,1804427.7414381700000,1550680.0902076800000,911236.0094510120000,642827.3829021360000,541328.3224099390000,211.4447594047550,268.5775309200920,351.9163500000000,519.8243800050000,100.1788965000000,1012.9199535000000,7.0272000000000,13.1889060000000,104.5802664000000,0.0000000000000,0.9309816000000,62.4718460000000,35.8879350000000,284.5702140000000,0.0000000000000,2.5332660000000,114.9933850000000,0.5040000000000,40.4912814540000,11.3824599341350
GM0168,717536.4552003140000,616632.8911516830000,362355.9098859950000,255622.3621709930000,215260.9365515400000,114.9982097236820,84.4551580665067,148.4385000000000,24.7189800420000,16.9379406000000,9.3632094000000,2.9952000000000,1.1423232000000,44.6220000000000,0.0000000000000,0.0000000000000,35.3948768000000,1.5855384000000,61.9350937500000,0.0000000000000,0.0000000000000,39.7397178500000,0.0000000000000,16.1014874100000,3.1656323772550
GM0173,1472714.1670668700000,1265613.7372490300000,743720.6543889610000,524654.4220296440000,441814.2501025060000,152.8369958887930,231.3049178632210,287.2870500000000,4.1053325400000,0.8760720000000,4.5993780000000,6.0228000000000,20.8247220000000,95.1360984000000,0.0000000000000,0.0000000000000,114.0859796000000,23.7803857500000,108.6388149000000,0.0000000000000,0.0000000000000,126.8182993500000,0.9792000000000,33.0476430120000,4.9374112174131
GM1773,797524.1256160870000,685372.2954112150000,402749.6834470570000,284117.9697572670000,239257.2376753190000,85.0629784223991,161.9200136758690,93.4624500000000,32.4704153745000,26.3685328500000,0.5656171500000,2.6136000000000,2.1298896000000,22.4318160000000,0.0000000000000,0.0000000000000,27.0514944000000,5.2763398500000,55.5699622500000,0.0000000000000,0.0000000000000,53.3152479000001,0.0576000000000,17.8964073180000,2.4422914746216
GM0175,3091288.2037154500000,2656575.7999125000000,1561100.5429186800000,1101271.4225989700000,927386.4610777840000,83.3557942910657,1079.0324429570800,166.1308500000000,42.3144580830000,46.0218219000000,0.0922281000000,2.7864000000000,1.7669988000000,24.4134324000000,0.0000000000000,3.3897528000000,72.2546160000000,4.7828214000000,66.0810222000000,0.0000000000000,9.1752084000000,56.7160480000000,0.2304000000000,69.3683752680000,2.9380644528310
GM0177,1453893.5387337500000,1249439.7597762000000,734216.2370804760000,517949.5731858150000,436168.0616027930000,173.0533977677130,183.6159446912110,241.4578500000000,72.8869807980000,72.8303214000000,3.1929786000000,6.3144000000000,3.3285168000000,92.2474656000000,0.0000000000000,0.0000000000000,80.2516176000000,4.3607686500000,120.8555883000000,0.0000000000000,0.0000000000000,92.3024930500000,1.1808000000000,32.6253089160000,5.1609154289009
GM1742,1380963.6039429000000,1186765.5970689800000,697386.6200100960000,491968.2839159760000,414289.0811664070000,160.8731482363110,200.3083097631010,285.2298000000000,25.6608000000000,36.7140000000000,0.0000000000000,8.8632000000000,1.1518470000000,54.6487410000000,0.0000000000000,0.0000000000000,113.3036120000000,1.0689898500000,50.7176295500000,0.0000000000000,0.0000000000000,100.7445806000000,0.0000000000000,30.9887642940000,4.9658572079661
GM0180,679895.1985340680000,584284.9362060210000,343347.0752690250000,242212.6644833340000,203968.5595521150000,72.4462849447012,75.8811314001986,99.4126500000000,32.2884143820000,29.1320526000000,0.1758474000000,2.2140000000000,0.5877360000000,41.2394760000000,0.0000000000000,0.0000000000000,64.0263880000000,0.5501403000000,38.6015110500000,0.0000000000000,0.0000000000000,109.1277986500000,0.0000000000000,15.2568192180000,2.4422914746216
GM1708,1453893.5387337500000,1249439.7597762000000,734216.2370804760000,517949.5731858150000,436168.0616027930000,201.6469544219220,189.5612516567900,285.6412500000000,48.0787366560000,38.4469008000000,0.5458992000000,6.7896000000000,3.1120056000000,51.4895472000000,0.0000000000000,0.0000000000000,108.9680472000000,1.2972069000000,21.4628778000000,0.0000000000000,0.0000000000000,48.6058653000001,0.6552000000000,32.6253089160000,5.4819487508562
GM0183,755177.7118665600000,648980.8460973460000,381364.7445029660000,269032.0598586510000,226553.3135509650000,112.1036883096650,88.8314571198280,156.3826500000000,66.0143016360000,71.5262148000000,1.0155852000000,1.6956000000000,0.4916808000000,7.4330568000000,0.0000000000000,0.0000000000000,43.3860624000000,0.6359751000000,9.6144471000000,0.0000000000000,0.0000000000000,42.8251278000000,0.4968000000000,16.9461556020000,3.1006129702767
GM1700,1282155.3051940000000,1101852.2153366100000,647488.4291405490000,456767.8274858720000,384646.5915429160000,159.3617076268640,117.4698641095890,181.8292500000000,30.2321049840000,38.1739512000000,0.8188488000000,1.5084000000000,5.2515072000000,49.3969896000000,0.0000000000000,0.3282192000000,179.8152840000000,5.7992928000000,54.5495979000000,0.0000000000000,0.3624558000000,133.4666035000000,1.7064000000000,28.7715102900000,4.4335108133314
GM0189,764588.0260331220000,657067.8348337610000,386116.9531572080000,272384.4842805660000,229376.4078008220000,118.1737329575000,91.8676319288874,138.2472000000000,37.0566037440000,31.2084192000000,0.1883808000000,2.4984000000000,0.5062800000000,1.6200960000000,0.0000000000000,3.4022016000000,36.0590224000000,4.2710937500000,13.6675000000000,0.0000000000000,28.7017500000000,133.2756562500000,0.0000000000000,17.1573226500000,3.4947931250825
GM1896,1642099.8220649800000,1411179.5345045100000,829260.4101653280000,584998.0616241080000,492629.9465999190000,93.9592905460374,116.6262796306070,137.5825500000000,24.2555136675000,2.4381577500000,13.2918922500000,2.2356000000000,10.2896388000000,71.5800960000000,0.0000000000000,2.6842536000000,381.6852116000000,14.2685479500000,99.2594640000000,0.0000000000000,3.7222299000000,571.5487081500000,0.0000000000000,36.8486498760000,5.0796411701781
GM0193,5147441.8491091400000,4423582.8388192900000,2599458.1338706800000,1833776.1587873200000,1544232.5546713800000,529.4331522714720,991.2941878236830,1084.2024000000000,25.2916935150000,14.7371895000000,11.5323105000000,92.1564000000000,29.1939444000000,253.5069096000000,0.0000000000000,5.9126976000000,136.9856484000000,54.4051156500000,472.4292321000000,0.0000000000000,11.0187576000000,181.6749946500000,28.5840000000000,115.5083752560000,15.8728627285725
