geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,agriculture_chp_engine_network_gas_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM0141,5020402.6078605600000,4314408.4908776800000,2535303.3170384100000,1788518.4290914700000,1506120.7822983200000,329.2681634076870,455.9263540276430,672.0244500000000,18.5892890130000,22.3495209000000,0.2485791000000,11.3292000000000,730.2169440000000,148.2863760000000,0.0000000000000,16.1993520000000,395.1837280000000,303.6363219200000,61.6599356800000,0.0000000000000,6.7359593600000,183.3452330400000,0.0000000000000,112.6576201080000,10.7403932902245
GM0147,536387.9074940050000,460958.3579756850000,270875.8932918260000,191088.1920491360000,160916.3722418070000,109.0323457710350,72.9637393735785,108.1480500000000,5.4017000385000,5.3114080500000,0.0374419500000,2.9124000000000,0.5311656000000,3.5411040000000,0.0000000000000,0.0000000000000,27.8825304000000,0.4592731500000,3.0618210000000,0.0000000000000,0.0000000000000,23.9820058500000,0.0000000000000,12.0365217360000,2.3203800865374
GM0148,1082186.1291545700000,930003.7046877850000,546503.9952378950000,385528.8085201860000,324655.8387334710000,133.2769516170080,109.8354718652090,150.8439000000000,64.1011682190000,54.9443367000000,2.4687633000000,3.5388000000000,3.7977120000000,89.3728224000000,0.0000000000000,11.5197264000000,37.1957392000000,3.9537180000000,93.0441636000000,0.0000000000000,11.9929446000000,33.7521738000000,5.2416000000000,24.2842105200000,3.8361450117185
GM0150,4112307.2907873700000,3534014.0778135800000,2076715.1819040000000,1465009.4723767100000,1233692.1871871900000,433.2841455426380,528.4876229885020,677.6581500000000,34.5356695020000,29.1333186000000,0.8392314000000,37.8576000000000,256.2628464000000,223.9189920000000,0.0000000000000,34.8318432000000,141.4051184000000,349.1667246000000,305.0971380000000,0.0000000000000,47.4595548000000,169.6458826000000,4.0680000000000,92.2799999760000,13.3371058564196
GM1774,988082.9874889570000,849133.8173236300000,498981.9086954690000,352004.5643010390000,296424.8962349080000,140.3359563144430,127.5204081355930,211.5802500000000,103.2104142900000,115.7813970000000,66.8391030000000,2.5920000000000,0.7595856000000,22.9141656000000,0.0000000000000,0.0000000000000,49.3198488000000,1.5586992000000,47.0207592000000,0.0000000000000,0.0000000000000,53.2197916000000,1.4724000000000,22.1725400400000,4.6041867566494
GM0153,5980254.6528498300000,5139281.3419920600000,3020028.5997711500000,2130465.7201267600000,1794076.3957836600000,741.0317995447380,971.0943235037250,1254.3528000000000,18.9500515800000,18.9064440000000,1.8243060000000,81.8352000000000,41.4965304000000,400.7202264000000,0.0000000000000,24.7740480000000,202.4147952000000,45.2486208500000,436.9530998500000,0.0000000000000,27.0141020000000,215.7006273000000,8.6688000000000,134.1966590040000,18.7987360425950
GM0158,1136295.4356123000000,976503.8899221740000,573829.1949997900000,404805.2489461950000,340888.6306701440000,119.2593453345060,108.2845933703890,164.2635000000000,32.3820000000000,35.8911000000000,0.0000000000000,3.2436000000000,27.7164648000000,5.3154864000000,0.0000000000000,7.0240356000000,179.0400132000000,9.7500990000000,1.8698820000000,0.0000000000000,2.4709155000000,63.7545035000000,0.0000000000000,25.4984210460000,3.1737598031273
GM0160,2997185.0620498400000,2575705.9125483400000,1513578.4563762600000,1067747.1783798200000,899155.5185792210000,285.4473537729830,613.5757740912790,560.7114000000000,101.3725261305000,92.2939636500000,0.0923863500000,9.0612000000000,1.7399808000000,81.7790976000000,0.0000000000000,0.4349952000000,169.1835264000000,2.0020524000000,94.0964628000000,0.0000000000000,0.5005131000000,187.3032217000000,2.9124000000000,67.2567047880000,8.6760271186642
GM0163,1766786.4847719200000,1518332.1352620100000,892227.1748340410000,629417.6852144770000,530035.9454105140000,165.2606493207890,155.2897656190660,222.3096000000000,42.1020000000000,41.8413000000000,0.0000000000000,5.5224000000000,45.7537104000000,75.4594776000000,0.0000000000000,0.3414456000000,253.1805664000000,58.0224891000000,95.6938066500000,0.0000000000000,0.4330036500000,288.7924506000000,0.2088000000000,39.6466132620000,5.8598740539174
GM0164,3317135.7437129300000,2850663.5295864700000,1675153.5506205000000,1181729.6087249200000,995140.7230743340000,391.4184672528400,491.1354650992310,839.5373500000000,12.5247596085000,7.4617090500000,6.1794409500000,62.3088000000000,269.5488072000000,2.2627392000000,0.0000000000000,0.0000000000000,63.3748536000000,5074.8852946000000,42.6013456000000,0.0000000000000,0.0000000000000,245.7248598000000,79.3872000000000,74.4363844200000,31.8920191228460
