geo_id,households_final_demand_wood_pellets_demand,bunkers_total_useful_demand_planes_demand,bunkers_total_useful_demand_ships_demand,co2_emission_1990,co2_emission_1990_aviation_bunkers,co2_emission_1990_marine_bunkers,energetic_emissions_other_ghg_households,energetic_emissions_other_ghg_buildings,energetic_emissions_other_ghg_transport,energetic_emissions_other_ghg_agriculture,energetic_emissions_other_ghg_industry,energetic_emissions_other_ghg_energy,non_energetic_emissions_co2_chemical_industry,non_energetic_emissions_co2_waste_management,non_energetic_emissions_co2_other_industry,non_energetic_emissions_co2_agriculture_manure,non_energetic_emissions_co2_agriculture_soil_cultivation,indirect_emissions_co2,non_energetic_emissions_other_ghg_chemical_industry,non_energetic_emissions_other_ghg_waste_management,non_energetic_emissions_other_ghg_other_industry,non_energetic_emissions_other_ghg_agriculture_manure,non_energetic_emissions_other_ghg_agriculture_soil_cultivation,non_energetic_emissions_other_ghg_agriculture_fermentation,non_energetic_emissions_other_ghg_agriculture_other
UKNI01,943.7535816,2754.968976,2341.365301,16.80000281,0.052724309,0.125350048,0.052979226,0.001379479,0.044603744,0.009453767,0.043919403,0.015955514,0,0.247706306,0.002284615,0.01322146,0.040494457,0,0,0.745890905,0.352903207,0.886493292,1.09251412,3.01762856,0
