geo_id,households_final_demand_electricity_households_final_demand_for_cooking_electricity_parent_share,households_final_demand_electricity_households_final_demand_for_cooling_electricity_parent_share,households_final_demand_electricity_households_final_demand_for_hot_water_electricity_parent_share,households_final_demand_electricity_households_final_demand_for_lighting_electricity_parent_share,households_final_demand_electricity_households_final_demand_for_space_heating_electricity_parent_share,households_final_demand_electricity_households_final_demand_for_appliances_electricity_parent_share,households_final_demand_network_gas_households_final_demand_for_cooking_network_gas_parent_share,households_final_demand_network_gas_households_final_demand_for_hot_water_network_gas_parent_share,households_final_demand_network_gas_households_final_demand_for_space_heating_network_gas_parent_share,households_final_demand_network_gas_households_final_demand_for_cooling_network_gas_parent_share,input_households_final_demand_steam_hot_water_households_final_demand_for_hot_water_steam_hot_water_parent_share,input_households_final_demand_steam_hot_water_households_final_demand_for_space_heating_steam_hot_water_parent_share,households_final_demand_for_space_heating_electricity_households_space_heater_electricity_parent_share,households_final_demand_for_space_heating_electricity_households_space_heater_heatpump_air_water_electricity_parent_share,households_final_demand_for_space_heating_electricity_households_space_heater_hybrid_heatpump_air_water_electricity_parent_share,households_final_demand_for_space_heating_electricity_households_space_heater_heatpump_ground_water_electricity_parent_share,households_final_demand_for_space_heating_network_gas_households_space_heater_combined_network_gas_parent_share,households_final_demand_for_space_heating_network_gas_households_space_heater_network_gas_parent_share,households_final_demand_for_space_heating_network_gas_households_space_heater_hybrid_heatpump_air_water_electricity_parent_share,households_final_demand_for_hot_water_network_gas_households_water_heater_combined_network_gas_parent_share,households_final_demand_for_hot_water_network_gas_households_water_heater_network_gas_parent_share,households_final_demand_for_hot_water_network_gas_households_water_heater_hybrid_heatpump_air_water_electricity_parent_share,households_final_demand_for_hot_water_electricity_households_water_heater_resistive_electricity_parent_share,households_final_demand_for_hot_water_electricity_households_water_heater_heatpump_air_water_electricity_parent_share,households_final_demand_for_hot_water_electricity_households_water_heater_hybrid_heatpump_air_water_electricity_parent_share,households_final_demand_for_hot_water_electricity_households_water_heater_heatpump_ground_water_electricity_parent_share
GM0293,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0294,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0296,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0297,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0299,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0301,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0302,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0303,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0307,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0308,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0310,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0312,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0313,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0317,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0321,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0327,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0331,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0335,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0339,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0340,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0342,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0344,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0345,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0351,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0352,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0353,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0355,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0356,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0358,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0361,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0362,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0363,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0373,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0375,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0376,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0377,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0383,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0384,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0385,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0388,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0392,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0394,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0396,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0397,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0399,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0400,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0402,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0405,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0406,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0415,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0417,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0420,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0431,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0432,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0437,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0439,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0441,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0448,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0450,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0451,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0453,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0473,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0479,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0482,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0484,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0489,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0498,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0502,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0503,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0505,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0512,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0513,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0518,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0523,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0531,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0532,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0534,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0537,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0542,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0546,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0547,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0553,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0556,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0569,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0575,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0579,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0589,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0590,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
GM0597,0.037167618,0.017699457,0.032338814,0.098531517,0.176496687,0.637765907,0.02398274,0.2816303,0.69438696,0,0.438476899,0.561523101,0.518304995,0.383243045,0.038124202,0.060327758,0.996779566,0,0.003220434,0.992198732,0,0.007801268,0.236506747,0.652366326,0,0.111126927
