geo_id,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand,energy_production_oily_biomass_max_demand
GM0917,16.05631828,25.8561995,5.275589635
GM1658,20.64252217,12.79668434,0.969913315
GM0399,5.458676479,6.338446159,1.425585443
GM0400,13.84278142,15.44885391,3.378292405
GM0163,30.08377873,17.88357739,2.175561011
GM0530,15.74568873,11.82124982,2.43322841
GM0794,19.8090987,25.25901679,5.560658119
GM0531,5.318346744,7.822200639,1.881379084
GM0164,17.85531773,21.9712023,4.901999246
GM0796,47.22776021,42.69632137,9.368922744
GM0252,8.605642159,5.701761689,1.001628095
GM0797,18.12758547,14.77756152,2.681478586
GM0534,4.75702557,5.540255216,1.33457253
GM0798,31.8382809,10.36270931,0.931636856
GM0402,17.34374487,23.91942504,5.482525538
GM1963,88.20848644,33.52809379,5.264896529
GM1735,49.88419735,28.20125586,2.122824556
GM1966,599.1852324,39.25284266,3.004155209
GM1911,96.45742022,28.57419481,2.90506171
GM0118,26.97837004,19.75534505,3.381816269
GM0405,12.42193355,18.76693649,4.435451743
GM1507,44.179165,25.03907294,2.569443998
GM0321,17.72255421,14.95583488,3.032406881
GM0406,7.308148013,10.9524012,2.507594102
GM0677,78.86092541,16.97958973,1.672255955
GM0353,8.510024916,9.005559374,2.075434655
GM1884,25.31859345,8.571341609,1.632278321
GM0166,41.95179229,18.79493878,3.267412187
GM0678,11.12720191,4.871986046,0.776769088
GM0537,12.16429734,16.48867911,3.967506845
GM0928,8.4247534,12.74666259,2.773038305
GM1598,23.43126727,7.628479252,1.381476381
GM0542,5.616252894,7.56038229,1.784776593
GM1931,41.61449357,18.20958953,3.405268195
GM1659,17.06701495,10.19427014,1.356870086
GM1685,16.58101958,8.72106837,0.943484331
GM0882,7.03574224,10.66010887,2.283889465
GM0415,10.10378327,3.184401261,0.697968188
GM0416,10.15653771,7.447958574,1.700689896
GM1621,15.71135652,16.40513405,3.742647839
GM0417,2.141516313,3.203038432,0.680166597
GM0080,78.09856383,38.36637387,7.47952383
GM0546,21.05208591,31.24119507,7.588399091
GM0547,5.740309154,7.063082619,1.647042098
GM1916,17.68777545,19.601137,4.582542706
GM0995,119.1203527,32.86898371,4.732489214
GM1640,51.62901266,35.0586815,2.167844962
GM0327,11.70932842,10.40976081,1.824511203
GM1705,14.83026841,13.82031123,2.82364829
GM0553,5.221112597,6.02582457,1.385243271
GM0262,40.76502279,20.05088683,2.040803573
GM0809,9.435674971,9.059640096,1.417261832
GM0331,17.71474309,6.75541532,0.879325696
GM0168,19.97376215,10.3282124,1.374428652
GM0263,16.60649739,7.686176159,1.500254916
GM1641,18.16185522,7.7318436,1.440896027
GM0556,5.675110696,8.341505522,1.990861908
GM0935,23.74561617,32.70272153,7.385837641
GM0420,28.62276152,13.90977897,2.722428321
GM0938,5.362492174,5.788806745,1.149691158
GM1948,60.57435708,34.99958666,4.910019076
GM0119,14.84392973,10.25606432,2.03922391
GM0687,137.7164675,14.41857301,2.949353041
GM1842,13.22535291,5.999313622,1.178125099
GM1731,65.26341082,35.59319025,2.015771984
GM1952,67.54970797,33.33696014,3.699996927
GM0815,11.9469635,6.998700909,0.661696687
GM1709,51.64138499,18.73920195,2.245613006
GM1978,51.38961497,16.87587108,2.664649095
GM1955,22.67412586,15.01279469,2.18880588
GM0335,11.87786277,4.552202303,0.850344948
GM0944,3.698553144,2.725644361,0.474263551
GM1740,11.69182316,16.53239041,1.460216525
GM0946,35.59094167,29.12392025,1.032917581
GM0356,12.67280743,17.46827889,3.829833106
GM0569,34.32632252,9.325816398,1.739330893
GM0267,16.91072931,19.1287916,2.609057095
GM0268,31.00870004,46.20867,10.7390377
GM1930,29.61268803,24.99027745,5.151950598
GM1970,115.2551021,29.51199815,2.745029659
GM1695,140.4088196,6.40059088,0.444006922
GM1699,46.88218639,16.35100138,1.90106412
GM0171,212.2553205,30.65471418,2.847160972
GM0575,5.030851618,7.05401693,1.590234972
GM0820,3.490880858,5.47486034,1.408695196
GM0302,14.56215,14.00427735,1.669643435
GM0579,4.729018075,6.305389674,1.484032988
GM0823,24.10454157,15.01892564,1.131464273
GM0824,18.62242084,10.72349463,1.588169259
GM1895,56.50578667,28.48427619,2.316576345
GM0269,14.81386043,9.776308166,1.433726785
GM0173,6.217695101,8.666102111,1.934480076
GM1773,27.51275013,9.605769907,1.097926805
GM0175,38.68635417,16.58639582,1.082251683
GM1586,33.19994397,17.56481169,1.804704654
GM0826,20.23874494,17.49474527,3.37902148
GM0085,52.42258715,18.87560674,1.549102968
GM0431,7.827740869,2.505912532,0.592799061
GM0432,10.20216987,4.23378772,0.715648267
GM0086,44.68758321,16.1587388,1.805859024
GM0828,51.99082615,30.94553625,5.55622291
GM1509,31.35855297,15.9965001,2.398232791
GM0437,6.400261964,4.077379198,0.845484445
GM0589,11.35508381,4.395770414,0.619774851
GM1734,24.37040659,19.38815348,2.888536001
GM0590,5.70244753,8.537059892,1.961820404
GM1894,37.30211293,27.86958184,2.631415408
GM0765,9.446957264,5.024791978,0.74207725
GM1926,12.40543376,14.187312,3.300949655
GM0439,14.74525576,20.83413684,4.86761119
GM0273,15.79451343,15.39540277,1.470180556
GM0177,46.79474414,21.57314293,2.279028962
GM0703,39.54322457,11.03592109,1.377831004
GM0274,8.029764128,9.890207101,1.901793196
GM0339,5.402322257,7.250699125,0.319517297
GM1667,35.80528177,10.3069909,0.793477066
GM0275,15.83973343,15.12633573,2.651404225
GM0340,9.028315267,7.589067134,1.215368701
GM0597,8.695423861,12.80273918,2.809431319
GM1742,22.36028783,14.93609773,2.32696567
GM0603,9.514689809,14.77688504,3.248456226
GM1669,15.80492744,9.858504262,1.252490791
GM0957,21.0778091,17.14271692,3.536562524
GM0736,39.72823924,13.73183059,2.676861108
GM1674,33.22303414,24.10119523,4.680178054
GM0599,161.5949957,168.3706381,39.16459415
GM0277,1.95163796,2.292024147,0.100490893
GM0840,15.20221202,7.979049572,1.371390838
GM0441,39.86573341,15.22392461,2.82838728
GM0279,3.614290446,6.890042427,0.59984679
GM0606,14.42604981,20.33230967,4.738929381
GM0088,11.70690745,0.590661526,0.056867882
GM1676,67.02335074,16.48022147,2.052286511
GM0965,4.147481661,3.382199862,0.63891308
GM1702,43.05501365,10.76501193,0.70513743
GM0845,15.61026037,9.509536453,1.761385424
GM1883,21.47205182,26.81379043,5.629738014
GM0610,4.805975943,6.474626957,1.520486759
GM1714,68.07470422,22.82817719,1.420846453
GM0090,36.79408709,19.20537376,3.398585004
GM0342,10.28715309,13.24288205,2.806575774
GM0847,23.96606485,26.17599432,1.173932916
GM0848,5.541053752,7.945523597,1.027024221
GM0037,20.66898263,15.903103,1.931381506
GM0180,27.26117769,12.46683103,1.033039094
GM0532,6.606910942,5.978556514,1.318775896
GM0851,54.1881523,12.8468934,1.522187934
GM1708,127.9919375,21.12860423,2.66963111
GM0971,6.590039581,7.369620993,1.5165376
GM1904,35.53401156,19.22654088,3.908816275
GM1900,177.1250971,44.76696169,5.45044622
GM0715,71.93365113,26.62449891,3.316624777
GM0093,19.39798103,2.391437644,0.297098228
GM0448,144.5862789,7.093154261,0.823065377
GM1525,13.19156706,9.641392483,2.251688634
GM0716,51.20798017,13.41543593,1.566296997
GM0281,10.92588668,11.69289343,2.550427282
GM0855,45.58516996,59.09613759,13.19984946
GM0183,35.83441473,16.25468566,1.292650694
GM1700,26.49051911,14.74529322,2.053076342
GM1730,29.56134911,13.67791108,2.047365252
GM0737,46.18397152,14.63398347,1.930834699
GM0856,21.84186202,16.80011265,2.53851905
GM0450,8.264261807,3.789364317,0.821911007
GM0451,6.726806284,7.940136309,1.787692895
GM0184,7.576315396,10.23180547,1.261482721
GM0344,63.11838034,90.18976263,21.43882684
GM1581,23.90022947,21.77759313,3.008347393
GM0981,4.009553004,3.626348579,0.613152416
GM0994,7.167373936,5.821459692,1.000655994
GM0858,14.48350584,10.1727037,1.877976732
GM0047,13.70425263,10.86891807,1.670250998
GM0345,11.36179639,16.59512304,3.984943899
GM0717,263.9847245,13.53822837,1.326613457
GM0861,10.03447069,12.60569072,2.754507639
GM0453,16.2937677,18.89495264,4.152570486
GM0983,27.98027485,31.23604004,6.173020703
GM0984,59.29590895,42.9712936,2.632326752
GM1961,34.86578459,19.05572876,3.384854083
GM0622,13.68451737,18.92648538,4.398997973
GM0096,2.322115113,0.684742705,0.069140651
GM0718,130.8352311,12.20828802,2.695817069
GM0986,6.108554202,4.466804729,0.756537246
GM0626,5.051136195,6.885311483,1.548009355
GM0285,26.12654703,11.46652413,1.483486182
GM0865,7.672847994,7.814979978,1.603722867
GM1949,72.9659894,29.77211143,2.79715855
GM0866,5.159435803,5.305343767,1.047863627
GM0867,16.40966927,13.50219273,2.930883131
GM0627,8.034960439,8.419382719,1.720374932
GM0289,9.070633813,10.96625788,2.355764148
GM0629,8.460385904,8.2749088,1.592482955
GM0852,14.07062471,5.42822439,1.051995054
GM0988,25.41887401,28.91032765,3.028214697
GM0457,6.90237847,5.22443568,1.174661991
GM1960,43.63579058,19.92021948,3.08016132
GM0668,19.43501454,8.625189269,1.15898687
GM1969,70.88023093,31.76044981,3.734871034
GM1701,45.93541837,16.51069015,1.175512579
GM0293,2.85621205,3.897067053,0.907941905
GM1950,43.99866117,21.20925585,1.530997596
GM1783,22.38677634,27.8930071,6.59831469
GM0098,64.47798974,16.61711904,1.569942374
GM0614,13.87683436,5.386934479,0.888621407
GM0189,23.4430538,12.58564894,1.479476267
GM0296,19.06821138,12.8849688,2.488030578
GM1696,36.74429736,7.5978441,1.458940643
GM0352,12.54585214,7.981265338,1.443690816
GM0294,25.16537861,13.12780505,1.756038871
GM0873,21.07249236,10.51135007,1.328496902
GM0632,27.98988367,15.44470402,3.171295746
GM1690,39.10708246,22.3271981,1.464834003
GM0880,14.48336134,4.854852938,0.992089358
GM0351,9.223797186,7.855000535,0.799917233
GM0479,41.44015481,40.29100588,9.470993301
GM0297,19.22717761,10.97638098,1.728577031
GM0473,4.842503232,4.568043381,1.033525144
GM0050,95.98829714,21.9134218,1.355411935
GM0355,13.03404021,18.52671039,3.884392249
GM0299,23.59044214,13.79245711,2.64216927
GM0637,23.91667817,33.54646095,7.591133124
GM0638,5.892853814,2.688989099,0.513390598
GM1892,19.94022448,12.41291404,2.598060208
GM0879,23.79098677,13.11710333,1.313064806
GM0301,13.27249366,13.91288281,2.892545916
GM1896,25.05599437,7.956188935,1.367198654
GM0642,8.815387113,11.90101575,2.712099753
GM0193,38.39694057,35.73203293,7.746243916
GM1979,63.64836599,35.8628798,2.797887626
