geo_id,energy_greengas_gasification_dry_biomass_energy_distribution_greengas_child_share,energy_greengas_gasification_wet_biomass_energy_distribution_greengas_child_share,energy_greengas_upgrade_biogas_energy_distribution_greengas_child_share,input_energy_chp_engine_biogas_production
BU03830101,0,0,1,0
BU03830111,0,0,1,0
BU03830201,0,0,1,0
BU03830211,0,0,1,0
BU03830221,0,0,1,0
BU03830301,0,0,1,0
BU03830311,0,0,1,0
BU03830401,0,0,1,0
BU03830411,0,0,1,0
BU03830421,0,0,1,0
BU03830431,0,0,1,0
BU03830501,0,0,1,0
BU03830511,0,0,1,0
BU03830601,0,0,1,0
BU03830701,0,0,1,0
BU03830711,0,0,1,0
BU03830721,0,0,1,0
BU03920206,0,0,1,0
BU03920208,0,0,1,0
BU03920502,0,0,1,0
BU03920903,0,0,1,0
BU03930000,0,0,1,0
BU03930002,0,0,1,0
BU03930003,0,0,1,0
BU03930004,0,0,1,0
BU03930008,0,0,1,0
BU03930009,0,0,1,0
BU03940676,0,0,1,0
BU03940779,0,0,1,0
BU03940781,0,0,1,0
BU03960100,0,0,1,0
BU03960101,0,0,1,0
BU03960200,0,0,1,0
BU03960201,0,0,1,0
BU03960202,0,0,1,0
BU03960300,0,0,1,0
BU03960301,0,0,1,0
BU03960302,0,0,1,0
BU03960303,0,0,1,0
BU03960400,0,0,1,0
BU03960402,0,0,1,0
BU03960403,0,0,1,0
BU03960404,0,0,1,0
BU03960409,0,0,1,0
BU03960500,0,0,1,0
BU03960501,0,0,1,0
BU03960502,0,0,1,0
BU03960503,0,0,1,0
BU03960600,0,0,1,0
BU03960601,0,0,1,0
BU03960602,0,0,1,0
BU03960603,0,0,1,0
BU03960604,0,0,1,0
BU03960605,0,0,1,0
BU03960700,0,0,1,0
BU03960701,0,0,1,0
BU03960702,0,0,1,0
BU03960800,0,0,1,0
BU03960801,0,0,1,0
BU03960802,0,0,1,0
BU03960900,0,0,1,0
BU03960901,0,0,1,0
BU03961001,0,0,1,0
BU03961002,0,0,1,0
BU03961100,0,0,1,0
BU03970000,0,0,1,0
BU03970001,0,0,1,0
BU03970002,0,0,1,0
BU03970003,0,0,1,0
BU03970004,0,0,1,0
BU03970005,0,0,1,0
BU03970006,0,0,1,0
BU03970007,0,0,1,0
BU03970008,0,0,1,0
BU03970009,0,0,1,0
BU03970100,0,0,1,0
BU03970101,0,0,1,0
BU03970102,0,0,1,0
BU03970200,0,0,1,0
BU03990802,0,0,1,0
BU04020304,0,0,1,0
BU04020405,0,0,1,0
BU04020903,0,0,1,0
BU04020904,0,0,1,0
BU04020905,0,0,1,0
BU04170007,0,0,1,0
BU04370000,0,0,1,0
BU04370001,0,0,1,0
BU04370006,0,0,1,0
BU04370007,0,0,1,0
BU04370008,0,0,1,0
BU04370009,0,0,1,0
BU04500001,0,0,1,0
BU04500002,0,0,1,0
BU04500003,0,0,1,0
BU04500004,0,0,1,0
BU04500005,0,0,1,0
BU04500006,0,0,1,0
BU04511500,0,0,1,0
BU04512500,0,0,1,0
BU04513500,0,0,1,0
BU04514500,0,0,1,0
BU04515000,0,0,1,0
BU04515500,0,0,1,0
BU04516500,0,0,1,0
BU04517500,0,0,1,0
BU04518500,0,0,1,0
BU04519000,0,0,1,0
BU04519500,0,0,1,0
BU04530500,0,0,1,0
BU04530504,0,0,1,0
BU04730101,0,0,1,0
BU04730102,0,0,1,0
BU04730103,0,0,1,0
BU04730104,0,0,1,0
BU04730105,0,0,1,0
BU04730106,0,0,1,0
BU04730107,0,0,1,0
BU04730201,0,0,1,0
BU04730202,0,0,1,0
BU04730203,0,0,1,0
BU04730204,0,0,1,0
BU04730205,0,0,1,0
BU04730206,0,0,1,0
BU04730301,0,0,1,0
BU04730401,0,0,1,0
BU04730402,0,0,1,0
BU04730403,0,0,1,0
BU04730404,0,0,1,0
BU04797130,0,0,1,0
BU04797230,0,0,1,0
BU04820101,0,0,1,0
BU04820102,0,0,1,0
BU04820103,0,0,1,0
BU04820104,0,0,1,0
BU04820105,0,0,1,0
BU04820201,0,0,1,0
BU04820202,0,0,1,0
BU04820203,0,0,1,0
BU04820204,0,0,1,0
BU04820205,0,0,1,0
BU04820206,0,0,1,0
BU04820301,0,0,1,0
BU04820302,0,0,1,0
BU04820303,0,0,1,0
BU04820304,0,0,1,0
BU04820305,0,0,1,0
BU04820306,0,0,1,0
BU04820307,0,0,1,0
BU04820401,0,0,1,0
BU04820402,0,0,1,0
BU04820403,0,0,1,0
BU04820404,0,0,1,0
BU04820501,0,0,1,0
BU04820502,0,0,1,0
BU04820503,0,0,1,0
BU04820601,0,0,1,0
BU04820602,0,0,1,0
BU04820603,0,0,1,0
BU04820604,0,0,1,0
BU04843102,0,0,1,0
BU04843104,0,0,1,0
BU04847008,0,0,1,0
BU04847014,0,0,1,0
BU04847015,0,0,1,0
BU04847101,0,0,1,0
BU04890101,0,0,1,0
BU04890102,0,0,1,0
BU04890103,0,0,1,0
BU04890204,0,0,1,0
BU04890205,0,0,1,0
BU04890206,0,0,1,0
BU04890207,0,0,1,0
BU04890308,0,0,1,0
BU04890409,0,0,1,0
BU04890410,0,0,1,0
BU04890511,0,0,1,0
BU04890512,0,0,1,0
BU04890513,0,0,1,0
BU04890614,0,0,1,0
BU04890715,0,0,1,0
BU04890816,0,0,1,0
BU04890817,0,0,1,0
BU04890918,0,0,1,0
BU04890919,0,0,1,0
BU04890920,0,0,1,0
BU04890921,0,0,1,0
BU04890922,0,0,1,0
BU04891023,0,0,1,0
BU04891124,0,0,1,0
BU04891225,0,0,1,0
BU04891226,0,0,1,0
BU04891227,0,0,1,0
BU04891328,0,0,1,0
BU04891429,0,0,1,0
BU04891430,0,0,1,0
BU04891431,0,0,1,0
BU04891432,0,0,1,0
BU04891533,0,0,1,0
BU04891634,0,0,1,0
BU04891735,0,0,1,0
BU04891836,0,0,1,0
BU04891937,0,0,1,0
BU04892039,0,0,1,0
BU04893050,0,0,1,0
BU04893051,0,0,1,0
BU04893052,0,0,1,0
BU04893053,0,0,1,0
BU04893054,0,0,1,0
BU04893160,0,0,1,0
BU04893161,0,0,1,0
BU04893162,0,0,1,0
BU04893163,0,0,1,0
BU04893164,0,0,1,0
BU04895070,0,0,1,0
BU04895071,0,0,1,0
BU04895072,0,0,1,0
BU04895073,0,0,1,0
BU04895074,0,0,1,0
BU04895075,0,0,1,0
BU04895076,0,0,1,0
BU04895077,0,0,1,0
BU04895078,0,0,1,0
BU04895080,0,0,1,0
BU04895081,0,0,1,0
BU04895082,0,0,1,0
BU04895083,0,0,1,0
BU04895084,0,0,1,0
BU05010000,0,0,1,0
BU05010001,0,0,1,0
BU05010002,0,0,1,0
BU05010003,0,0,1,0
BU05010004,0,0,1,0
BU05010005,0,0,1,0
BU05010006,0,0,1,0
BU05010009,0,0,1,0
BU05010100,0,0,1,0
BU05010109,0,0,1,0
BU05010200,0,0,1,0
BU05010201,0,0,1,0
BU05010202,0,0,1,0
BU05010209,0,0,1,0
BU05010300,0,0,1,0
BU05020110,0,0,1,0
BU05020111,0,0,1,0
BU05020112,0,0,1,0
BU05020113,0,0,1,0
BU05020114,0,0,1,0
BU05020115,0,0,1,0
BU05020116,0,0,1,0
BU05020117,0,0,1,0
BU05020118,0,0,1,0
BU05020119,0,0,1,0
BU05020223,0,0,1,0
BU05020224,0,0,1,0
BU05020225,0,0,1,0
BU05020226,0,0,1,0
BU05020227,0,0,1,0
BU05020228,0,0,1,0
BU05020229,0,0,1,0
BU05020332,0,0,1,0
BU05020333,0,0,1,0
BU05020334,0,0,1,0
BU05020335,0,0,1,0
BU05020336,0,0,1,0
BU05020337,0,0,1,0
BU05020338,0,0,1,0
BU05020441,0,0,1,0
BU05020442,0,0,1,0
BU05020443,0,0,1,0
BU05020444,0,0,1,0
BU05020445,0,0,1,0
BU05020446,0,0,1,0
BU05020447,0,0,1,0
BU05020448,0,0,1,0
BU05020449,0,0,1,0
BU05020551,0,0,1,0
BU05020552,0,0,1,0
BU05020553,0,0,1,0
BU05020554,0,0,1,0
BU05020555,0,0,1,0
BU05020556,0,0,1,0
BU05020557,0,0,1,0
BU05020621,0,0,1,0
BU05020622,0,0,1,0
BU05020631,0,0,1,0
BU05020658,0,0,1,0
BU05020659,0,0,1,0
BU05020661,0,0,1,0
BU05020662,0,0,1,0
BU05020663,0,0,1,0
BU05020664,0,0,1,0
BU05020665,0,0,1,0
BU05020666,0,0,1,0
BU05020770,0,0,1,0
BU05020771,0,0,1,0
BU05020772,0,0,1,0
BU05020773,0,0,1,0
BU05020774,0,0,1,0
BU05020775,0,0,1,0
BU05020776,0,0,1,0
BU05020777,0,0,1,0
BU05020778,0,0,1,0
BU05020779,0,0,1,0
BU05020880,0,0,1,0
BU05020881,0,0,1,0
BU05020882,0,0,1,0
BU05020883,0,0,1,0
BU05020884,0,0,1,0
BU05020885,0,0,1,0
BU05020886,0,0,1,0
BU05020887,0,0,1,0
BU05020888,0,0,1,0
BU05020889,0,0,1,0
BU05020991,0,0,1,0
BU05020992,0,0,1,0
BU05020993,0,0,1,0
BU05020994,0,0,1,0
BU05020995,0,0,1,0
BU05020996,0,0,1,0
BU05020997,0,0,1,0
BU05020998,0,0,1,0
BU05031100,0,0,1,0
BU05031101,0,0,1,0
BU05031102,0,0,1,0
BU05031103,0,0,1,0
BU05031104,0,0,1,0
BU05031105,0,0,1,0
BU05031106,0,0,1,0
BU05031107,0,0,1,0
BU05031108,0,0,1,0
BU05031109,0,0,1,0
BU05031200,0,0,1,0
BU05031201,0,0,1,0
BU05031202,0,0,1,0
BU05031203,0,0,1,0
BU05031204,0,0,1,0
BU05031205,0,0,1,0
BU05031206,0,0,1,0
BU05031207,0,0,1,0
BU05031208,0,0,1,0
BU05031300,0,0,1,0
BU05031301,0,0,1,0
BU05031302,0,0,1,0
BU05031303,0,0,1,0
BU05031304,0,0,1,0
BU05031305,0,0,1,0
BU05031306,0,0,1,0
BU05031307,0,0,1,0
BU05031400,0,0,1,0
BU05031401,0,0,1,0
BU05031402,0,0,1,0
BU05031403,0,0,1,0
BU05031404,0,0,1,0
BU05031405,0,0,1,0
BU05031407,0,0,1,0
BU05031600,0,0,1,0
BU05031601,0,0,1,0
BU05031602,0,0,1,0
BU05031603,0,0,1,0
BU05031604,0,0,1,0
BU05032200,0,0,1,0
BU05032201,0,0,1,0
BU05032202,0,0,1,0
BU05032203,0,0,1,0
BU05032204,0,0,1,0
BU05032205,0,0,1,0
BU05032300,0,0,1,0
BU05032301,0,0,1,0
BU05032302,0,0,1,0
BU05032303,0,0,1,0
BU05032304,0,0,1,0
BU05032305,0,0,1,0
BU05032400,0,0,1,0
BU05032401,0,0,1,0
BU05032402,0,0,1,0
BU05032403,0,0,1,0
BU05032404,0,0,1,0
BU05032405,0,0,1,0
BU05032406,0,0,1,0
BU05032407,0,0,1,0
BU05032408,0,0,1,0
BU05032500,0,0,1,0
BU05032501,0,0,1,0
BU05032502,0,0,1,0
BU05032503,0,0,1,0
BU05032504,0,0,1,0
BU05032505,0,0,1,0
BU05032506,0,0,1,0
BU05032507,0,0,1,0
BU05032508,0,0,1,0
BU05032509,0,0,1,0
BU05032510,0,0,1,0
BU05032600,0,0,1,0
BU05032700,0,0,1,0
BU05032701,0,0,1,0
BU05032702,0,0,1,0
BU05032703,0,0,1,0
BU05032704,0,0,1,0
BU05032800,0,0,1,0
BU05032801,0,0,1,0
BU05032802,0,0,1,0
BU05032803,0,0,1,0
BU05032804,0,0,1,0
BU05032805,0,0,1,0
BU05032806,0,0,1,0
BU05032807,0,0,1,0
BU05032808,0,0,1,0
BU05032809,0,0,1,0
BU05032900,0,0,1,0
BU05032901,0,0,1,0
BU05032902,0,0,1,0
BU05050100,0,0,1,0
BU05050101,0,0,1,0
BU05050102,0,0,1,0
BU05050103,0,0,1,0
BU05050104,0,0,1,0
BU05050105,0,0,1,0
BU05050106,0,0,1,0
BU05050107,0,0,1,0
BU05050108,0,0,1,0
BU05050109,0,0,1,0
BU05050110,0,0,1,0
BU05050111,0,0,1,0
BU05050112,0,0,1,0
BU05050113,0,0,1,0
BU05050114,0,0,1,0
BU05050200,0,0,1,0
BU05050201,0,0,1,0
BU05050202,0,0,1,0
BU05050203,0,0,1,0
BU05050204,0,0,1,0
BU05050205,0,0,1,0
BU05050206,0,0,1,0
BU05050300,0,0,1,0
BU05050301,0,0,1,0
BU05050302,0,0,1,0
BU05050303,0,0,1,0
BU05050304,0,0,1,0
BU05050305,0,0,1,0
BU05050306,0,0,1,0
BU05050307,0,0,1,0
BU05050400,0,0,1,0
BU05050401,0,0,1,0
BU05050402,0,0,1,0
BU05050403,0,0,1,0
BU05050404,0,0,1,0
BU05050405,0,0,1,0
BU05050406,0,0,1,0
BU05050500,0,0,1,0
BU05050501,0,0,1,0
BU05050502,0,0,1,0
BU05050503,0,0,1,0
BU05050504,0,0,1,0
BU05050505,0,0,1,0
BU05050506,0,0,1,0
BU05050507,0,0,1,0
BU05050508,0,0,1,0
BU05050509,0,0,1,0
BU05050510,0,0,1,0
BU05050600,0,0,1,0
BU05050601,0,0,1,0
BU05050602,0,0,1,0
BU05050603,0,0,1,0
BU05050604,0,0,1,0
BU05050605,0,0,1,0
BU05050606,0,0,1,0
BU05050607,0,0,1,0
BU05050608,0,0,1,0
BU05050700,0,0,1,0
BU05050701,0,0,1,0
BU05050702,0,0,1,0
BU05050703,0,0,1,0
BU05050704,0,0,1,0
BU05050705,0,0,1,0
BU05050706,0,0,1,0
BU05050707,0,0,1,0
BU05050800,0,0,1,0
BU05050801,0,0,1,0
BU05050802,0,0,1,0
BU05050900,0,0,1,0
BU05050901,0,0,1,0
BU05050902,0,0,1,0
BU05050903,0,0,1,0
BU05050904,0,0,1,0
BU05050905,0,0,1,0
BU05050906,0,0,1,0
BU05050907,0,0,1,0
BU05050908,0,0,1,0
BU05050909,0,0,1,0
BU05050910,0,0,1,0
BU05051000,0,0,1,0
BU05051001,0,0,1,0
BU05051002,0,0,1,0
BU05051003,0,0,1,0
BU05051004,0,0,1,0
BU05051005,0,0,1,0
BU05051006,0,0,1,0
BU05051007,0,0,1,0
BU05051008,0,0,1,0
BU05051009,0,0,1,0
BU05051010,0,0,1,0
BU05051011,0,0,1,0
BU05051012,0,0,1,0
BU05051013,0,0,1,0
BU05051100,0,0,1,0
BU05051101,0,0,1,0
BU05051102,0,0,1,0
BU05051103,0,0,1,0
BU05051104,0,0,1,0
BU05051105,0,0,1,0
BU05051106,0,0,1,0
BU05051107,0,0,1,0
BU05051108,0,0,1,0
BU05051109,0,0,1,0
BU05051110,0,0,1,0
BU05051111,0,0,1,0
BU05051900,0,0,1,0
BU05051901,0,0,1,0
BU05051902,0,0,1,0
BU05051903,0,0,1,0
BU05051904,0,0,1,0
BU05051905,0,0,1,0
BU05051906,0,0,1,0
BU05051907,0,0,1,0
BU05051909,0,0,1,0
BU05051910,0,0,1,0
BU05051911,0,0,1,0
BU05051912,0,0,1,0
BU05051913,0,0,1,0
BU05051914,0,0,1,0
BU05051915,0,0,1,0
BU05051916,0,0,1,0
BU05051917,0,0,1,0
BU05051918,0,0,1,0
BU05051919,0,0,1,0
BU05059800,0,0,1,0
BU05059801,0,0,1,0
BU05059804,0,0,1,0
BU05059805,0,0,1,0
BU05120101,0,0,1,0
BU05120102,0,0,1,0
BU05120200,0,0,1,0
BU05120300,0,0,1,0
BU05120403,0,0,1,0
BU05120404,0,0,1,0
BU05120500,0,0,1,0
BU05120600,0,0,1,0
BU05120700,0,0,1,0
BU05120800,0,0,1,0
BU05120900,0,0,1,0
BU05121000,0,0,1,0
BU05121105,0,0,1,0
BU05121106,0,0,1,0
BU05121107,0,0,1,0
BU05121108,0,0,1,0
BU05121200,0,0,1,0
BU05121300,0,0,1,0
BU05121409,0,0,1,0
BU05121410,0,0,1,0
BU05121411,0,0,1,0
BU05121500,0,0,1,0
BU05121600,0,0,1,0
BU05121700,0,0,1,0
BU05121800,0,0,1,0
BU05121900,0,0,1,0
BU05122000,0,0,1,0
BU05122100,0,0,1,0
BU05130100,0,0,1,0
BU05130101,0,0,1,0
BU05130102,0,0,1,0
BU05130103,0,0,1,0
BU05130104,0,0,1,0
BU05130105,0,0,1,0
BU05130200,0,0,1,0
BU05130201,0,0,1,0
BU05130202,0,0,1,0
BU05130203,0,0,1,0
BU05130204,0,0,1,0
BU05130300,0,0,1,0
BU05130301,0,0,1,0
BU05130302,0,0,1,0
BU05130303,0,0,1,0
BU05130304,0,0,1,0
BU05130305,0,0,1,0
BU05130400,0,0,1,0
BU05130401,0,0,1,0
BU05130402,0,0,1,0
BU05130403,0,0,1,0
BU05130404,0,0,1,0
BU05130405,0,0,1,0
BU05130406,0,0,1,0
BU05130407,0,0,1,0
BU05130500,0,0,1,0
BU05130501,0,0,1,0
BU05130502,0,0,1,0
BU05130503,0,0,1,0
BU05130504,0,0,1,0
BU05130509,0,0,1,0
BU05130600,0,0,1,0
BU05130601,0,0,1,0
BU05130602,0,0,1,0
BU05130603,0,0,1,0
BU05130604,0,0,1,0
BU05130700,0,0,1,0
BU05130701,0,0,1,0
BU05130702,0,0,1,0
BU05130703,0,0,1,0
BU05130704,0,0,1,0
BU05130705,0,0,1,0
BU05130800,0,0,1,0
BU05130809,0,0,1,0
BU05130900,0,0,1,0
BU05130901,0,0,1,0
BU05130909,0,0,1,0
BU05180170,0,0,1,0
BU05180271,0,0,1,0
BU05180373,0,0,1,0
BU05180374,0,0,1,0
BU05180448,0,0,1,0
BU05180475,0,0,1,0
BU05180476,0,0,1,0
BU05180477,0,0,1,0
BU05180478,0,0,1,0
BU05180479,0,0,1,0
BU05180546,0,0,1,0
BU05180605,0,0,1,0
BU05180701,0,0,1,0
BU05180702,0,0,1,0
BU05180703,0,0,1,0
BU05180704,0,0,1,0
BU05180772,0,0,1,0
BU05180800,0,0,1,0
BU05180907,0,0,1,0
BU05180908,0,0,1,0
BU05181041,0,0,1,0
BU05181142,0,0,1,0
BU05181143,0,0,1,0
BU05181250,0,0,1,0
BU05181251,0,0,1,0
BU05181252,0,0,1,0
BU05181309,0,0,1,0
BU05181481,0,0,1,0
BU05181492,0,0,1,0
BU05181590,0,0,1,0
BU05181591,0,0,1,0
BU05181697,0,0,1,0
BU05181785,0,0,1,0
BU05181786,0,0,1,0
BU05181795,0,0,1,0
BU05181806,0,0,1,0
BU05181840,0,0,1,0
BU05181882,0,0,1,0
BU05181893,0,0,1,0
BU05181894,0,0,1,0
BU05181953,0,0,1,0
BU05181983,0,0,1,0
BU05182054,0,0,1,0
BU05182055,0,0,1,0
BU05182110,0,0,1,0
BU05182144,0,0,1,0
BU05182245,0,0,1,0
BU05182347,0,0,1,0
BU05182449,0,0,1,0
BU05182561,0,0,1,0
BU05182567,0,0,1,0
BU05182568,0,0,1,0
BU05182569,0,0,1,0
BU05182664,0,0,1,0
BU05182665,0,0,1,0
BU05182666,0,0,1,0
BU05182718,0,0,1,0
BU05182762,0,0,1,0
BU05182763,0,0,1,0
BU05182811,0,0,1,0
BU05182812,0,0,1,0
BU05182813,0,0,1,0
BU05182814,0,0,1,0
BU05182915,0,0,1,0
BU05182916,0,0,1,0
BU05182917,0,0,1,0
BU05183032,0,0,1,0
BU05183033,0,0,1,0
BU05183034,0,0,1,0
BU05183130,0,0,1,0
BU05183131,0,0,1,0
BU05183135,0,0,1,0
BU05183284,0,0,1,0
BU05183387,0,0,1,0
BU05183396,0,0,1,0
BU05183398,0,0,1,0
BU05183399,0,0,1,0
BU05183480,0,0,1,0
BU05183488,0,0,1,0
BU05183489,0,0,1,0
BU05183536,0,0,1,0
BU05183620,0,0,1,0
BU05183637,0,0,1,0
BU05183638,0,0,1,0
BU05183639,0,0,1,0
BU05183721,0,0,1,0
BU05183819,0,0,1,0
BU05183822,0,0,1,0
BU05183823,0,0,1,0
BU05183824,0,0,1,0
BU05183825,0,0,1,0
BU05183826,0,0,1,0
BU05183960,0,0,1,0
BU05184001,0,0,1,0
BU05184002,0,0,1,0
BU05184003,0,0,1,0
BU05184004,0,0,1,0
BU05184005,0,0,1,0
BU05184106,0,0,1,0
BU05184107,0,0,1,0
BU05184110,0,0,1,0
BU05184208,0,0,1,0
BU05184209,0,0,1,0
BU05184211,0,0,1,0
BU05184212,0,0,1,0
BU05184213,0,0,1,0
BU05184214,0,0,1,0
BU05184215,0,0,1,0
BU05184316,0,0,1,0
BU05184317,0,0,1,0
BU05184418,0,0,1,0
BU05184419,0,0,1,0
BU05184420,0,0,1,0
BU05184421,0,0,1,0
BU05230000,0,0,1,0
BU05230001,0,0,1,0
BU05230002,0,0,1,0
BU05230003,0,0,1,0
BU05300000,0,0,1,0
BU05300001,0,0,1,0
BU05300003,0,0,1,0
BU05300004,0,0,1,0
BU05300005,0,0,1,0
BU05300100,0,0,1,0
BU05300101,0,0,1,0
BU05300102,0,0,1,0
BU05300103,0,0,1,0
BU05300104,0,0,1,0
BU05300105,0,0,1,0
BU05300106,0,0,1,0
BU05300107,0,0,1,0
BU05300200,0,0,1,0
BU05300201,0,0,1,0
BU05300300,0,0,1,0
BU05300301,0,0,1,0
BU05300302,0,0,1,0
BU05300303,0,0,1,0
BU05300400,0,0,1,0
BU05300401,0,0,1,0
BU05300402,0,0,1,0
BU05300404,0,0,1,0
BU05300500,0,0,1,0
BU05300502,0,0,1,0
BU05300503,0,0,1,0
BU05300504,0,0,1,0
BU05300505,0,0,1,0
BU05300600,0,0,1,0
BU05300601,0,0,1,0
BU05300700,0,0,1,0
BU05300701,0,0,1,0
BU05300800,0,0,1,0
BU05300900,0,0,1,0
BU05300901,0,0,1,0
BU05300902,0,0,1,0
BU05310101,0,0,1,0
BU05310102,0,0,1,0
BU05310103,0,0,1,0
BU05310201,0,0,1,0
BU05310202,0,0,1,0
BU05310203,0,0,1,0
BU05310204,0,0,1,0
BU05310301,0,0,1,0
BU05310302,0,0,1,0
BU05310400,0,0,1,0
BU05310501,0,0,1,0
BU05310502,0,0,1,0
BU05340401,0,0,1,0
BU05340402,0,0,1,0
BU05420000,0,0,1,0
BU05420001,0,0,1,0
BU05420002,0,0,1,0
BU05420003,0,0,1,0
BU05420004,0,0,1,0
BU05420005,0,0,1,0
BU05450001,0,0,1,0
BU05450002,0,0,1,0
BU05450003,0,0,1,0
BU05450004,0,0,1,0
BU05450005,0,0,1,0
BU05450006,0,0,1,0
BU05450007,0,0,1,0
BU05560101,0,0,1,0
BU05560201,0,0,1,0
BU05560202,0,0,1,0
BU05560203,0,0,1,0
BU05560301,0,0,1,0
BU05560302,0,0,1,0
BU05560303,0,0,1,0
BU05560401,0,0,1,0
BU05560402,0,0,1,0
BU05560403,0,0,1,0
BU05560404,0,0,1,0
BU05560405,0,0,1,0
BU05560501,0,0,1,0
BU05560502,0,0,1,0
BU05560601,0,0,1,0
BU05560602,0,0,1,0
BU05560701,0,0,1,0
BU05560702,0,0,1,0
BU05560801,0,0,1,0
BU05690001,0,0,1,0
BU05690004,0,0,1,0
BU05690006,0,0,1,0
BU05690009,0,0,1,0
BU05690104,0,0,1,0
BU05690108,0,0,1,0
BU05690109,0,0,1,0
BU05690203,0,0,1,0
BU05690209,0,0,1,0
BU05840001,0,0,1,0
BU05840002,0,0,1,0
BU05840003,0,0,1,0
BU05840004,0,0,1,0
BU05840005,0,0,1,0
BU05840006,0,0,1,0
BU05840007,0,0,1,0
BU05840008,0,0,1,0
BU05840009,0,0,1,0
BU05840010,0,0,1,0
BU05840011,0,0,1,0
BU05840012,0,0,1,0
BU05840013,0,0,1,0
BU05850000,0,0,1,0
BU05850001,0,0,1,0
BU05850002,0,0,1,0
BU05850003,0,0,1,0
BU05850009,0,0,1,0
BU05850100,0,0,1,0
BU05850101,0,0,1,0
BU05850102,0,0,1,0
BU05850103,0,0,1,0
BU05850104,0,0,1,0
BU05850108,0,0,1,0
BU05850109,0,0,1,0
BU05850200,0,0,1,0
BU05850201,0,0,1,0
BU05850202,0,0,1,0
BU05850208,0,0,1,0
BU05850209,0,0,1,0
BU05850300,0,0,1,0
BU05850301,0,0,1,0
BU05850302,0,0,1,0
BU05850303,0,0,1,0
BU05850304,0,0,1,0
BU05850307,0,0,1,0
BU05850309,0,0,1,0
BU05850400,0,0,1,0
BU05850401,0,0,1,0
BU05850402,0,0,1,0
BU05850403,0,0,1,0
BU05850405,0,0,1,0
BU05850406,0,0,1,0
BU05850408,0,0,1,0
BU05850409,0,0,1,0
BU05850500,0,0,1,0
BU05850501,0,0,1,0
BU05850502,0,0,1,0
BU05850503,0,0,1,0
BU05850504,0,0,1,0
BU05850505,0,0,1,0
BU05850506,0,0,1,0
BU05850509,0,0,1,0
BU05880000,0,0,1,0
BU05880001,0,0,1,0
BU05880009,0,0,1,0
BU05880100,0,0,1,0
BU05880103,0,0,1,0
BU05880109,0,0,1,0
BU05880200,0,0,1,0
BU05880201,0,0,1,0
BU05880202,0,0,1,0
BU05880208,0,0,1,0
BU05880209,0,0,1,0
BU05880300,0,0,1,0
BU05880301,0,0,1,0
BU05880302,0,0,1,0
BU05880303,0,0,1,0
BU05880304,0,0,1,0
BU05880308,0,0,1,0
BU05880309,0,0,1,0
BU05890101,0,0,1,0
BU05890102,0,0,1,0
BU05890201,0,0,1,0
BU05890202,0,0,1,0
BU05890203,0,0,1,0
BU05890204,0,0,1,0
BU05890205,0,0,1,0
BU05890206,0,0,1,0
BU05890207,0,0,1,0
BU05890208,0,0,1,0
BU05890209,0,0,1,0
BU05890210,0,0,1,0
BU05890211,0,0,1,0
BU05890212,0,0,1,0
BU05890213,0,0,1,0
BU05890301,0,0,1,0
BU05890302,0,0,1,0
BU05890401,0,0,1,0
BU05900001,0,0,1,0
BU05900002,0,0,1,0
BU05900003,0,0,1,0
BU05900004,0,0,1,0
BU05900005,0,0,1,0
BU05900006,0,0,1,0
BU05900007,0,0,1,0
BU05900008,0,0,1,0
BU05970100,0,0,1,0
BU05970200,0,0,1,0
BU05970300,0,0,1,0
BU05970400,0,0,1,0
BU05970500,0,0,1,0
BU05970600,0,0,1,0
BU05970700,0,0,1,0
BU05970800,0,0,1,0
BU05970900,0,0,1,0
BU05971000,0,0,1,0
BU05971100,0,0,1,0
BU05971200,0,0,1,0
BU05990110,0,0,1,0
BU05990111,0,0,1,0
BU05990112,0,0,1,0
BU05990113,0,0,1,0
BU05990118,0,0,1,0
BU05990119,0,0,1,0
BU05990320,0,0,1,0
BU05990321,0,0,1,0
BU05990322,0,0,1,0
BU05990323,0,0,1,0
BU05990324,0,0,1,0
BU05990325,0,0,1,0
BU05990327,0,0,1,0
BU05990328,0,0,1,0
BU05990329,0,0,1,0
BU05990451,0,0,1,0
BU05990452,0,0,1,0
BU05990454,0,0,1,0
BU05990455,0,0,1,0
BU05990456,0,0,1,0
BU05990457,0,0,1,0
BU05990515,0,0,1,0
BU05990516,0,0,1,0
BU05990531,0,0,1,0
BU05990532,0,0,1,0
BU05990534,0,0,1,0
BU05990535,0,0,1,0
BU05990558,0,0,1,0
BU05990660,0,0,1,0
BU05990661,0,0,1,0
BU05990662,0,0,1,0
BU05990664,0,0,1,0
BU05990665,0,0,1,0
BU05990814,0,0,1,0
BU05990836,0,0,1,0
BU05990837,0,0,1,0
BU05990841,0,0,1,0
BU05990842,0,0,1,0
BU05990843,0,0,1,0
BU05990845,0,0,1,0
BU05990847,0,0,1,0
BU05991017,0,0,1,0
BU05991079,0,0,1,0
BU05991080,0,0,1,0
BU05991081,0,0,1,0
BU05991082,0,0,1,0
BU05991085,0,0,1,0
BU05991086,0,0,1,0
BU05991087,0,0,1,0
BU05991088,0,0,1,0
BU05991283,0,0,1,0
BU05991284,0,0,1,0
BU05991289,0,0,1,0
BU05991290,0,0,1,0
BU05991391,0,0,1,0
BU05991444,0,0,1,0
BU05991446,0,0,1,0
BU05991448,0,0,1,0
