geo_id,input_industry_steel_blastfurnace_bof_share,input_industry_steel_scrap_hbi_eaf_share,input_industry_metal_steel_coal_demand,input_industry_metal_steel_cokes_demand,input_industry_metal_steel_coal_gas_demand,input_industry_metal_steel_electricity_demand,input_industry_metal_steel_network_gas_demand,input_industry_metal_steel_steam_hot_water_demand,input_industry_metal_steel_crude_oil_demand,input_industry_metal_steel_wood_pellets_demand,input_energy_cokesoven_transformation_coal_input_demand,input_energy_cokesoven_transformation_cokes_output_conversion,input_energy_cokesoven_transformation_coal_gas_output_conversion,input_energy_cokesoven_transformation_loss_output_conversion,input_energy_blastfurnace_transformation_coal_input_demand,input_energy_blastfurnace_transformation_cokes_input_demand,input_energy_blastfurnace_transformation_coal_gas_output_conversion,input_energy_blastfurnace_transformation_loss_output_conversion,input_energy_power_combined_cycle_coal_gas_coal_gas_input_demand,input_energy_chp_coal_gas_coal_gas_input_demand,input_energy_power_combined_cycle_coal_gas_electricity_output_conversion,input_energy_power_combined_cycle_coal_gas_loss_output_conversion,input_energy_chp_coal_gas_electricity_output_conversion,input_energy_chp_coal_gas_steam_hot_water_output_conversion,input_energy_chp_coal_gas_loss_output_conversion,industry_final_demand_for_metal_steel_coal_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_coal_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_cokes_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_cokes_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_crude_oil_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_crude_oil_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_electricity_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_electricity_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_network_gas_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_network_gas_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_wood_pellets_industry_steel_blastfurnace_bof_parent_share,industry_final_demand_for_metal_steel_wood_pellets_industry_steel_scrap_hbi_eaf_parent_share
GM0453,1.000000000,0.000000000,0.000000000,5617.697000000,26308.925000000,9166.497000000,11083.328000000,980.257000000,100.230000000,0.000000000,79107.596000000,0.716152618,0.200882782,0.000000000,90705.807000000,48270.514000000,0.245088917,0.000000000,14564.449000000,9079.537000000,0.369383078,0.000000000,0.343527319,0.086442734,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000
