geo_id,name,country,input_percentage_of_terraced_houses,input_percentage_of_apartments,input_percentage_of_detached_houses,input_percentage_of_semi_detached_houses,input_percentage_of_corner_houses,number_of_residences,input_households_apartments_heat_demand_reduction,input_households_terraced_houses_heat_demand_reduction,input_households_corner_houses_heat_demand_reduction,input_households_semi_detached_houses_heat_demand_reduction,input_households_detached_houses_heat_demand_reduction,input_buildings_heat_demand_reduction
UKNI01,Northern Ireland,uk,0.175921261,0.106904981,0.356214129,0.250493466,0.110466163,790328,0.13707888,0.155870152,0.159144933,0.159144933,0.164825122,0.026786657
