geo_id,input_transport_road_electricity_demand,transport_final_demand_for_road_electricity_transport_car_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_bus_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_motorcycle_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_bicycle_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_truck_using_electricity_parent_share,transport_final_demand_hydrogen_demand,input_transport_road_car_hydrogen_share,transport_final_demand_for_road_hydrogen_transport_bus_using_hydrogen_parent_share,transport_final_demand_for_road_hydrogen_transport_truck_using_hydrogen_parent_share,transport_final_demand_for_road_compressed_network_gas_demand,transport_road_mixer_compressed_network_gas_transport_bus_using_compressed_natural_gas_parent_share,transport_road_mixer_compressed_network_gas_transport_car_using_compressed_natural_gas_parent_share,transport_road_mixer_compressed_network_gas_transport_truck_using_compressed_natural_gas_parent_share,transport_final_demand_lpg_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_network_gas_production
PV28,371.6253807,0.84917328,0.010462264,0.030522428,0.046247587,0.063594441,0.548615347,1,0,0,295.1750988,0,0.529340607,0.470659393,74.86631728,20847.34801,15066.46368
