geo_id,buildings_final_demand_electricity_buildings_final_demand_for_lighting_electricity_parent_share,buildings_final_demand_electricity_buildings_final_demand_for_appliances_electricity_parent_share,buildings_final_demand_electricity_buildings_final_demand_for_cooling_electricity_parent_share,buildings_final_demand_electricity_buildings_final_demand_for_space_heating_electricity_parent_share,buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,buildings_final_demand_for_lighting_electricity_buildings_lighting_efficient_fluorescent_electricity_parent_share,buildings_final_demand_for_lighting_electricity_buildings_lighting_led_electricity_parent_share,buildings_final_demand_for_cooling_electricity_buildings_cooling_airconditioning_electricity_parent_share,buildings_final_demand_for_cooling_electricity_buildings_cooling_heatpump_air_water_electricity_parent_share,buildings_final_demand_for_cooling_electricity_buildings_cooling_collective_heatpump_water_water_ts_electricity_parent_share,input_buildings_electricity_demand,number_of_buildings,buildings_roof_surface_available_for_pv,input_transport_road_gasoline_demand,input_transport_road_diesel_demand,transport_road_mixer_gasoline_transport_car_using_gasoline_mix_parent_share,transport_road_mixer_gasoline_transport_van_using_gasoline_mix_parent_share,transport_road_mixer_gasoline_transport_bus_using_gasoline_mix_parent_share,transport_road_mixer_gasoline_transport_truck_using_gasoline_mix_parent_share,transport_road_mixer_gasoline_transport_motorcycle_using_gasoline_mix_parent_share,transport_road_mixer_diesel_transport_truck_using_diesel_mix_parent_share,transport_road_mixer_diesel_transport_car_using_diesel_mix_parent_share,transport_road_mixer_diesel_transport_van_using_diesel_mix_parent_share,transport_road_mixer_diesel_transport_bus_using_diesel_mix_parent_share,total_land_area,areable_land,offshore_suitable_for_wind,coast_line,analysis_year,input_industry_other_electricity_demand,buildings_final_demand_network_gas_demand,number_of_inhabitants,number_of_residences,interconnector_capacity
RGPA01,0.11,0.17,0.72,0,1,0,0,1,0,0,275.2562894,200,0.52,154.2552992,431.9148378,1,0,0,0,0,1,0,0,0,3.25,3.25,200,50,2016,77.12764961,0.000000001,1,1,60000
