geo_id,input_energy_chp_local_wood_pellets_production,input_energy_chp_supercritical_waste_mix_production,input_energy_chp_ultra_supercritical_coal_production,input_energy_power_ultra_supercritical_crude_oil_production,input_energy_chp_local_engine_network_gas_production,input_energy_chp_local_engine_biogas_production,input_energy_heat_burner_wood_pellets_production,input_energy_heat_burner_waste_mix_production,input_energy_heat_heatpump_water_water_electricity_production,input_energy_heat_burner_network_gas_production,input_energy_heat_burner_crude_oil_production
DKGM751,2258.814889,313.7376333,416.1585912,40.67439504,56.78033926,56.19461926,938.2689464,208.6570602,340.816376,1.866966551,66.79950689
