geo_id,name,analysis_year,country,number_of_inhabitants,areable_land,coast_line,total_land_area,offshore_suitable_for_wind,co2_emission_1990,other_emission_built_environment,other_emission_transport,other_emission_industry_energy,other_emission_agriculture,number_of_residences,residences_roof_surface_available_for_pv,households_final_demand_electricity_demand,households_final_demand_network_gas_demand,households_final_demand_steam_hot_water_demand,households_final_demand_wood_pellets_demand,households_final_demand_coal_demand,households_final_demand_crude_oil_demand,input_households_solar_pv_demand,households_final_demand_solar_thermal_demand,number_of_buildings,buildings_roof_surface_available_for_pv,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,buildings_final_demand_steam_hot_water_demand,buildings_final_demand_wood_pellets_demand,buildings_final_demand_coal_demand,buildings_final_demand_crude_oil_demand,input_buildings_solar_pv_demand,buildings_final_demand_solar_thermal_demand,input_transport_road_human_powered_bicycle_demand,input_transport_road_gasoline_demand,input_transport_road_diesel_demand,transport_final_demand_lpg_demand,input_transport_road_electricity_demand,input_transport_road_bio_ethanol_demand,input_transport_road_biodiesel_demand,transport_final_demand_for_road_compressed_network_gas_demand,transport_final_demand_hydrogen_demand,transport_final_demand_for_road_lng_demand,transport_final_demand_for_road_bio_lng_demand,input_transport_rail_electricity_demand,input_transport_rail_diesel_demand,input_transport_rail_biodiesel_demand,transport_final_demand_coal_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand,energy_production_dry_biomass_max_demand,energy_production_wet_biomass_max_demand,energy_production_oily_biomass_max_demand,input_energy_power_solar_pv_solar_radiation_production
18518,Breda Steenakkers Bizz,2018,nl,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0.042743741,56.921,39.706,0,0,0,0,0.663978659,0,0,508.0334225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55751556
