geo_id,households_final_demand_electricity_demand,households_final_demand_network_gas_demand,households_final_demand_wood_pellets_demand,households_final_demand_coal_demand,input_households_final_demand_crude_oil_demand,input_households_solar_pv_demand,households_final_demand_solar_thermal_demand,input_households_final_demand_steam_hot_water_households_final_demand_for_hot_water_steam_hot_water_parent_share
NH5,63.7,0.000000001,569.8,0,63.7,12.6,0,1
