geo_id,input_energy_power_wind_turbine_inland_production
GM0148,69.1
GM0150,31.8
GM0160,0.0
GM0166,82.9
GM1773,0.0
GM0175,0.0
GM0177,0.0
GM0180,47.7
GM1708,0.0
GM1896,0.0
GM0193,69.1
GM0141,0.0
GM0147,0.0
GM1774,0.0
GM0153,0.0
GM0158,0.0
GM0163,0.0
GM0164,0.0
GM1735,0.0
GM0168,0.0
GM0173,0.0
GM1742,0.0
GM0183,0.0
GM1700,0.0
GM0189,0.0
