geo_id,households_number_of_apartments_2005,households_number_of_apartments_1985_2004,households_number_of_apartments_1965_1984,households_number_of_apartments_1945_1964,households_number_of_apartments_1945,households_number_of_terraced_2005,households_number_of_terraced_1985_2004,households_number_of_terraced_1965_1984,households_number_of_terraced_1945_1964,households_number_of_terraced_1945,households_number_of_semi_detached_2005,households_number_of_semi_detached_1985_2004,households_number_of_semi_detached_1965_1984,households_number_of_semi_detached_1945_1964,households_number_of_semi_detached_1945,households_number_of_detached_2005,households_number_of_detached_1985_2004,households_number_of_detached_1965_1984,households_number_of_detached_1945_1964,households_number_of_detached_1945,input_households_insulation_level_apartments_2005,input_households_insulation_level_apartments_1985_2004,input_households_insulation_level_apartments_1965_1984,input_households_insulation_level_apartments_1945_1964,input_households_insulation_level_apartments_1945,input_households_insulation_level_terraced_2005,input_households_insulation_level_terraced_1985_2004,input_households_insulation_level_terraced_1965_1984,input_households_insulation_level_terraced_1945_1964,input_households_insulation_level_terraced_1945,input_households_insulation_level_semi_detached_2005,input_households_insulation_level_semi_detached_1985_2004,input_households_insulation_level_semi_detached_1965_1984,input_households_insulation_level_semi_detached_1945_1964,input_households_insulation_level_semi_detached_1945,input_households_insulation_level_detached_2005,input_households_insulation_level_detached_1985_2004,input_households_insulation_level_detached_1965_1984,input_households_insulation_level_detached_1945_1964,input_households_insulation_level_detached_1945,input_households_share_of_useful_demand_for_space_heating_apartments_2005,input_households_share_of_useful_demand_for_space_heating_apartments_1985_2004,input_households_share_of_useful_demand_for_space_heating_apartments_1965_1984,input_households_share_of_useful_demand_for_space_heating_apartments_1945_1964,input_households_share_of_useful_demand_for_space_heating_apartments_1945,input_households_share_of_useful_demand_for_space_heating_terraced_2005,input_households_share_of_useful_demand_for_space_heating_terraced_1985_2004,input_households_share_of_useful_demand_for_space_heating_terraced_1965_1984,input_households_share_of_useful_demand_for_space_heating_terraced_1945_1964,input_households_share_of_useful_demand_for_space_heating_terraced_1945,input_households_share_of_useful_demand_for_space_heating_semi_detached_2005,input_households_share_of_useful_demand_for_space_heating_semi_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_semi_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945,input_households_share_of_useful_demand_for_space_heating_detached_2005,input_households_share_of_useful_demand_for_space_heating_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_detached_1945,input_buildings_insulation_level,number_of_buildings
GM0175,249,427,396,62,104,174,303,713,145,28,285,473,869,310,156,374,584,614,580,661,121.2506366,171.7861853,187.6872795,307.0420969,293.6676737,114.4540462,149.4923698,163.445331,135.4520203,334.1223014,118.7966766,157.5642997,184.7070592,160.2166157,270.1058931,124.5753239,149.9437471,226.9271874,276.5580869,305.1864909,3.427274877,5.89456465,5.94842626,0.768294845,1.40468225,2.308594208,3.910994938,9.617614673,1.956068188,0.360587427,3.762429637,6.220944604,11.7477165,4.276718836,2.131029245,5.187764782,7.58631858,7.878919101,7.574119461,8.036936937,270.2774689,2106
GM0177,391,814,456,121,273,422,1200,2179,259,43,553,1431,2495,591,418,526,1159,1033,646,983,115.2506275,154.4088119,174.2193706,258.7409268,272.566524,115.2286008,158.6458423,173.3594158,187.599156,320.3233777,114.3515973,166.3101829,195.4763258,218.2632736,300.0242988,117.5405943,149.2718528,217.89696,296.0936557,310.2336005,2.794546364,4.930207727,2.942066791,0.768963858,1.891296568,2.877338113,7.450776127,13.02881605,1.585299163,0.267384783,4.054501707,8.808089176,15.31855894,3.572044462,2.586676672,3.848573074,7.070136209,6.418453978,3.777235173,6.009035065,245.3408922,1661
GM0180,151,162,93,94,349,156,267,365,14,25,331,470,560,226,215,228,594,627,386,589,117.4060627,136.5167821,191.0187379,315.76497,261.5878282,114.2341245,156.6207802,153.1159224,294.1626374,298.4009268,113.4269695,162.7545092,194.123205,233.9856146,284.344181,118.7037296,155.8880178,233.9091356,281.0046931,315.1075812,2.02869982,2.55188938,1.615985828,1.50546444,5.7908259,2.135738777,4.682771081,6.442086472,0.253301093,0.45780232,4.4965068,7.9584106,9.962962505,4.209251997,3.582460091,3.300154006,10.52203028,11.10982811,6.985895693,10.40793481,244.4916305,746
GM0183,553,641,321,268,245,100,162,466,62,15,278,697,904,309,138,556,1163,849,489,338,110.0660652,118.7503183,171.5807261,252.0806922,301.0398138,109.4254767,143.7228163,173.2905247,230.0248133,186.7662388,118.8160283,158.0819231,204.3410718,256.5001138,342.0534384,117.9362672,154.7520163,225.5523366,292.2425477,309.6803887,5.946212327,7.695432717,3.745194906,3.290235997,2.83716144,1.013876486,2.070805595,5.603643759,0.70557755,0.177767728,3.117865816,8.403661134,10.41429526,3.657301124,1.602911737,6.082045268,13.4816988,10.15390354,5.998558951,4.001849857,266.5765218,535
GM0184,536,264,111,4,10,473,909,752,372,258,450,939,582,319,169,82,195,105,85,31,117.0668167,144.7700355,198.8955677,291.5,185.6393939,111.0885255,160.0136994,195.1657132,235.5669212,283.19165,116.9175784,156.5689458,205.9559566,248.3463916,310.9385736,112.3062617,147.3251518,202.3726747,297.75595,281.7516655,7.51177135,3.784021776,1.69858533,0.049420615,0.159370335,6.240781778,14.18732481,11.56499156,6.00413852,4.140750237,6.321419681,14.76415542,9.328779664,4.613185371,2.832218836,1.078820814,2.742053579,1.494781037,1.054941616,0.428487681,228.0092439,677
GM0189,503,460,216,78,102,215,490,798,222,30,249,783,1645,647,311,416,841,852,383,633,123.7531877,153.4321253,177.786084,297.7779016,266.4157774,115.0697219,156.3961451,178.0421421,247.4860208,298.0827744,117.6671863,164.1256727,194.5982567,259.7359717,307.5351012,117.920233,154.1331582,214.6674612,261.678857,306.8401755,5.085721474,4.748011884,2.136448448,0.801827703,1.023375857,2.012261516,4.623241784,7.800977667,2.587153706,0.346873652,2.533307896,7.265213246,16.32991514,7.316448687,3.310253781,4.444209326,8.363623337,8.291671561,4.39927765,6.580185686,280.7670032,1420
GM0193,3797,5458,5990,3079,2143,3594,6973,6723,1695,4938,1632,3089,3588,1156,1636,693,887,605,341,609,116.0918225,157.3531526,186.9558949,183.9193329,248.5854076,112.4551674,152.5121614,186.1346389,196.4251676,260.8327588,116.1121771,162.2451587,193.4934999,215.8225475,292.6088085,116.1985384,152.9299112,203.5517054,275.8768299,288.9612872,6.295802374,9.392285767,10.32225778,5.182624387,3.554906874,5.945398759,11.91897294,11.63465947,2.940471395,8.461938083,2.665206929,5.306056208,6.217624975,1.998177332,2.743013353,1.164518299,1.50861062,1.072041873,0.598084344,1.077348244,222.814743,6368
GM0197,560,681,237,96,455,96,402,1516,500,102,260,820,1454,905,797,270,603,580,487,1154,123.3661551,159.0338186,198.1036309,237.5175914,268.7830332,114.1157457,175.3366438,200.8263862,246.2211717,322.1469181,119.3484799,176.3238322,213.6040837,264.3476581,307.8234456,114.4650985,154.3637561,223.7918434,287.9235977,314.4910244,4.419416632,5.759325426,2.025033851,0.883430471,4.045290077,0.858953632,2.659552307,12.19050724,4.318316646,0.860221627,2.204183479,5.618940228,11.77931447,8.155995127,7.30157005,2.519936963,5.06382998,4.860452584,4.361496416,10.11423279,267.7328785,1073
GM0200,3315,5563,7884,3680,696,2482,5295,10990,2515,532,1788,3378,6068,2418,4108,1224,1757,1729,1361,6567,102.2698087,147.7429581,155.999345,209.6614567,244.5006445,110.075378,142.6184447,172.6028596,180.5571798,194.2579777,114.605766,155.7401064,191.2668249,219.2219567,286.3766081,116.5198586,153.0209894,217.6790083,276.6203919,308.9330472,4.499762628,7.326502442,10.94974019,5.351992454,0.929429098,3.231521086,7.311489031,14.84843142,3.451708862,0.680410529,2.335745108,4.622602058,8.195759439,3.278540689,5.672757473,1.63747439,2.356482645,2.353356921,1.917826624,9.048466913,238.1793798,8958
GM0202,4411,6235,10195,6305,9546,3596,5096,7297,3691,5347,2236,2331,2917,1935,3572,551,295,372,434,536,113.4655391,147.5594285,184.1832879,220.9367359,246.715612,114.8730325,152.7387542,185.5026454,189.052785,246.3832037,116.8382101,160.0785784,201.4907163,215.0720189,281.7270237,117.1600332,151.9958832,208.3394821,248.2502394,286.4371676,5.558863517,8.126213208,13.25582833,8.15765582,12.3775582,4.48180214,6.74815562,9.668325097,4.797212903,7.083046894,2.82486432,3.078711254,3.787388936,2.580527037,4.61884288,0.693823884,0.379943157,0.478524348,0.573540335,0.729172115,262.4037534,7227
GM0203,1554,1963,635,219,355,2086,2214,2261,608,64,1237,1679,1856,862,471,585,1012,1230,870,1074,112.7206505,158.5334668,182.543789,216.1973808,256.135061,115.4977254,163.3388091,164.8875403,165.9151875,284.7768532,118.0084916,164.840169,191.8414739,208.1801736,299.3621208,122.0596642,160.856108,224.853301,276.4034444,294.5615035,6.861930786,8.707419886,2.838413535,1.000523742,1.641971875,9.149067243,9.60552493,9.807256041,2.655275767,0.285611937,5.373342893,7.417234941,7.970997048,3.829141381,2.097065014,2.56026778,4.447647371,5.269160268,3.761934657,4.720212905,228.0973798,5413
GM0209,486,766,341,14,55,426,897,2150,189,13,398,1222,1600,290,153,315,687,438,249,444,114.9408981,150.1631381,153.3235369,207.53125,326.1833746,111.4960559,177.9567029,180.0113742,256.2384329,315.8292732,117.6930401,175.4068006,198.5150986,243.2684987,306.3427501,117.5824908,149.6421165,220.6490119,282.6963975,309.1005031,4.641161546,6.770136977,2.856679254,0.116617633,0.488864056,3.643536238,8.06289178,19.51660339,1.569553424,0.15954467,3.649874951,10.99884166,14.42480586,2.483943355,1.474766416,3.01020337,6.431321759,3.705357045,2.126870685,3.868425941,241.278039,1053
GM0213,369,333,106,155,127,225,554,1314,531,34,249,666,1028,790,585,153,421,479,223,989,106.4350096,140.4918215,188.885401,195.4067513,303.4487399,103.9319974,158.3494085,162.4394235,218.7599055,298.7601026,113.8885315,165.0683283,183.1274835,238.6740081,309.0411788,117.1887136,161.6631488,217.3438692,276.6717222,308.7550873,3.784751699,3.596026523,1.065811261,1.534849262,1.37904161,2.398780084,6.416332964,13.58847693,5.757130931,0.402233928,2.66596701,7.466962817,10.57148755,8.435401636,6.652599148,1.648489597,4.577356326,5.151254698,2.354234248,10.55281178,295.870078,1440
GM0214,322,200,67,35,138,466,570,936,237,99,415,903,1310,538,410,350,1083,842,475,1404,104.9463993,149.6611993,211.3858201,274.6013639,324.5467795,111.3804659,169.3256209,198.1420753,239.7044566,286.091967,113.8981055,165.9904583,213.2263751,268.835096,294.239975,121.3598726,161.6258416,222.5618151,274.600616,303.0297773,2.880465556,1.916258661,0.586322428,0.319960023,1.123474106,4.822585131,4.981452173,8.462771289,2.037259724,0.771500573,4.274278746,7.95080524,11.47584281,4.517131229,3.597193015,3.419968227,10.48887631,7.863343331,4.649487084,13.86102435,279.203675,1011
GM0216,893,800,861,116,369,644,1535,1811,422,713,476,1101,1149,325,330,135,414,178,114,159,120.3416102,168.8514745,195.6430788,235.4864437,247.5615145,113.8493465,150.972734,182.790272,232.1138365,279.7442361,116.4164091,156.2034566,192.1550397,239.9750313,291.1692514,116.4092943,145.1852085,206.3325793,266.8519148,330.8361587,7.387711688,6.044770815,7.124690461,0.870796212,3.054606682,5.504960411,12.09423767,14.21317868,3.09834394,5.571879056,4.119904551,8.746469695,8.997430623,2.426382553,2.578683839,1.220907733,3.416074093,1.401876241,0.920638329,1.206456721,225.2161998,1279
GM0221,443,238,236,68,124,84,379,797,540,363,94,289,617,317,242,19,239,60,46,61,116.3363811,150.5368157,178.252887,178.1957667,221.0159917,97.35151161,143.2793799,157.9480735,168.3061371,294.1715729,104.7781995,152.979737,178.6396336,200.6501471,306.7236666,104.8237455,148.9595053,217.7501468,233.5332674,325.0502199,9.172355328,4.204543099,4.877412109,1.273151461,2.365502683,1.468015036,7.101393208,14.55747859,10.30166599,7.357296602,1.687205718,5.352604875,11.12962647,6.132503284,5.011186521,0.247070632,4.510284987,1.090624146,1.033186515,1.126892752,287.5745561,492
GM0222,1134,1954,2099,820,243,664,2500,3649,1106,156,663,1780,2745,1270,1166,443,1027,929,593,1204,118.8172085,150.1358618,197.1899711,270.7096179,276.5317512,110.0413318,148.0595189,181.5871635,189.4958377,282.7330423,112.9826599,158.1007374,197.9371204,228.5707777,286.2429132,116.0862729,145.8509398,215.5410665,289.2475269,311.1632348,4.320762155,7.500475924,8.095594854,3.114514374,0.936369066,2.394008968,9.793452365,14.08848464,4.126991989,0.580081988,2.386578949,6.905052324,10.50331397,4.822278576,4.494925327,1.626997149,3.934243943,3.556266321,2.274421051,4.545186061,245.6300612,2649
GM0225,620,286,306,12,180,317,638,985,259,21,256,894,949,472,148,232,463,384,201,499,118.0881681,114.65519,230.7991029,,252.2741922,113.7869413,153.9441167,179.2395287,193.7262357,312.8411837,119.4064289,157.0385203,192.8378991,233.7471035,288.8120752,116.9322891,152.6059924,217.0428471,300.7595928,302.9154682,7.267893405,3.885039272,3.902898494,0.150706182,2.343845742,3.419011463,8.39525262,12.13181389,3.173472471,0.23655874,2.762845389,11.51423589,11.93063599,5.919471448,1.80314005,2.441683223,5.548040128,4.754807051,2.353534961,6.065113578,271.8406132,542
GM0226,258,921,206,8,36,329,2837,1466,101,2,325,1704,860,203,55,154,580,249,209,234,118.7806991,155.287169,173.5039755,249.6808511,199.8701336,122.3683399,152.5736538,200.8055923,263.2482131,235.8101869,120.4987108,155.7058459,205.6374488,223.7988681,321.8745786,116.9650526,138.9160174,217.1504969,285.0610646,288.2416119,2.810782531,8.107900767,2.174037714,0.082249874,0.377343304,3.360951181,25.63658132,13.88875893,0.963329636,0.029378548,3.246933237,15.33555182,8.099700932,1.829367984,0.472471445,1.489175464,5.721371636,2.298217416,1.908951654,2.166944606,216.8326372,680
GM0228,3453,3924,4736,1866,1044,2321,5625,4706,1521,203,1511,2738,2859,2503,1371,941,1695,1882,1561,2620,121.2210757,168.6396078,200.875435,258.5534173,205.3351562,115.7095181,167.7936468,196.3352342,239.6213066,234.4993732,116.7097109,164.7402481,208.5339102,248.0543303,287.2625459,116.0732995,154.7976418,221.4737746,276.2883249,295.3109667,6.826514473,7.887757637,10.06530118,3.892479167,2.053429631,4.411278663,11.06311511,9.695770394,3.351728717,0.469701734,2.865531949,5.494434047,5.853954937,5.333960229,2.984815218,1.793238608,3.477657586,3.77801548,3.208198136,5.4931171,230.0167978,5856
GM0230,363,455,124,74,301,320,615,1479,522,304,276,584,1159,768,182,200,360,506,406,370,104.7408924,151.4309831,160.6058566,226.240496,299.7904816,110.7440637,148.7701742,177.75589,240.3946525,283.3787439,116.084768,160.6908882,195.195396,234.319304,294.1333427,117.7432143,154.7474234,216.1338969,287.8850356,299.070631,3.43919834,4.846563435,1.427761267,0.804200265,3.155905174,3.458511788,6.371828351,16.24767214,5.343621353,3.391997444,2.796616518,6.165993817,12.42536523,7.971069626,2.190320568,2.095304257,3.838079564,5.261041732,4.662793052,4.106156074,256.7358405,1361
GM0232,577,882,988,286,216,330,533,2141,567,26,282,596,1570,629,329,353,659,1001,740,1922,115.2345629,145.4995174,166.3601009,208.8649084,272.4115097,107.6900934,158.2027096,179.4564503,175.6907597,313.8046149,114.6856324,160.8328085,201.0879397,216.234088,302.2514101,118.4883028,160.7420438,221.4621972,275.8018617,307.300765,3.939067035,6.593849396,6.689368169,1.818054432,1.428020936,2.404712523,4.247468537,14.01715098,3.821469538,0.162653183,1.928304331,4.67952167,10.21700565,3.986026988,2.38638844,2.538065139,4.777304006,6.187306261,4.963491061,13.21477173,282.9084694,2134
GM0233,811,607,653,212,183,299,623,1719,319,27,272,596,1336,586,294,237,452,674,590,671,113.9101231,152.1683276,167.8806191,237.4238972,231.5201786,113.89016,161.818143,181.3636013,194.2718185,263.0533138,117.7472032,162.2231514,189.6378894,218.5988021,288.7761963,124.779818,159.6552319,210.4225813,268.4794996,294.4659025,7.716798774,5.349125469,5.784725424,2.086018362,1.51699777,2.807739324,5.314031473,15.22191095,2.817867286,0.265059729,2.432052972,5.241793484,11.74079643,5.361425451,2.695819251,2.262586554,4.020361351,6.009810212,5.337362391,6.017717343,253.7446928,3855
GM0243,1419,2364,1781,227,352,1383,1812,2583,1571,428,876,945,1149,1169,419,317,643,222,226,343,124.0216261,159.854394,202.7881928,238.5068515,253.9356336,115.1618947,158.9910965,190.1051524,207.0354485,269.8209673,116.0359707,157.1851174,197.4763606,233.7870124,289.8572661,115.2230785,155.2054589,205.1765386,277.5127138,310.225286,7.214785251,11.91855194,8.183062124,1.124499941,1.677633892,6.772200931,9.131713109,12.78018694,7.731218666,2.156246714,4.419832228,4.869485352,5.745444635,5.760839197,1.875025279,1.667540933,3.144199256,1.093897494,1.098166155,1.635469967,247.1257684,2277
GM0244,149,184,95,240,111,133,250,680,325,226,135,244,557,358,281,146,188,293,236,409,104.0478734,120.0335942,144.7212917,162.3665452,263.3375508,100.0550766,157.7370409,164.213831,224.8696395,282.5725,112.7373541,156.6845322,173.2340188,244.113657,310.7023551,114.1844902,147.5372621,213.0519572,279.4997887,307.7539096,3.073701959,3.212920947,1.880000554,4.756252981,2.090362721,2.466412306,4.882806702,13.35948183,6.326647128,4.407958141,2.3744407,4.634893998,10.69933052,6.805898848,5.386399482,2.508860739,3.571258947,5.635351135,4.237026512,7.689993845,274.2817932,640
GM0246,346,391,271,45,202,234,328,755,168,11,284,422,784,489,184,241,465,609,590,1091,109.9116498,142.7392691,167.2237779,207.0532201,295.1861017,107.0411702,157.5160871,172.8856788,198.0136798,346.7261146,116.2644801,164.4785232,196.3671874,227.2566145,299.9246468,120.2726632,156.5068042,226.5011907,278.2943876,304.5040611,4.341382923,4.854734226,3.338833567,0.511525166,2.616337864,2.880231926,4.064912633,9.590666165,1.826378449,0.161561465,3.457877043,5.597317439,10.00947179,6.141988719,2.463080156,2.767631614,5.941492629,7.670982438,7.481098618,14.28249517,262.2823602,610
GM0252,152,829,196,12,39,157,702,1080,72,7,158,793,1001,187,133,134,554,524,220,271,107.5875906,145.5451847,142.0090385,236.3510393,226.790507,116.4080151,157.2086525,176.9062884,204.5340502,358,119.8189402,156.4335736,194.4587434,246.0895133,300.4680137,114.58496,154.9986757,215.6969435,260.589071,317.5272027,2.232898155,10.73214491,2.84307408,0.163706633,0.582407219,2.680250161,8.813161851,15.37235076,1.112807883,0.117805515,2.730123492,10.07378752,14.2698412,2.879817043,1.733539594,2.294872021,7.097681111,7.288163396,3.210209468,3.771357996,206.6340037,663
GM0262,594,747,334,169,457,289,596,1485,450,85,485,899,1546,801,773,550,735,1027,824,2198,120.9585724,155.4723661,196.8859999,265.4970865,246.1142869,112.8133374,153.7994417,202.5059455,184.4709749,263.3149909,114.9113347,166.2455675,211.7481981,230.9749825,300.6056257,115.6946762,151.5447616,224.7697884,276.7567802,284.803269,3.966068872,5.102161025,2.301991067,1.103405344,2.976286622,2.106026361,4.334333311,9.542032478,3.067545972,0.561748141,3.62554658,6.122912464,10.12512073,5.238009068,5.022682112,4.048653378,4.975612414,6.479136222,5.113976161,14.18675168,241.02234,2769
GM0263,348,308,91,35,57,437,591,932,314,60,381,893,1149,731,245,287,966,816,773,687,100.043167,146.8487817,164.9534884,228.8791508,248.570065,115.6415014,147.168056,178.218476,205.7562286,251.8021798,116.6259119,155.3716572,196.6511971,259.8148862,307.8780984,116.5889545,155.1898445,227.8528697,286.6216793,310.1971966,3.401124735,2.778745178,0.833233584,0.32389085,0.55026239,4.626872866,5.936247665,9.51025862,3.226613645,0.542192199,3.809535932,8.819851151,11.4959316,7.0233131,2.328791459,2.838675817,9.745241973,8.037746825,7.560143227,6.611327189,231.4826165,679
GM0267,831,1010,576,252,200,971,1750,2840,607,337,751,1281,1885,799,470,383,667,673,424,623,116.5074418,146.6178213,168.3913549,220.9691436,290.2922815,116.3069093,150.5328224,193.9791016,209.4351964,267.4058226,116.932038,159.8982453,205.3767939,236.5114769,295.9005279,115.1320788,149.8217511,216.5256115,283.8839673,308.078794,5.714355882,5.641330123,3.350430462,1.417335347,1.337722102,6.759642687,9.460180015,15.85099567,3.390749926,1.997395342,5.401002425,6.885989528,10.32334303,4.412171538,2.64158221,2.671066992,3.698021515,3.491772503,2.180212548,3.37470015,235.9563344,1979
GM0268,7239,6217,11281,5467,6297,4044,3713,9739,5362,5934,1942,1777,3801,3192,3560,409,456,324,295,696,126.2330455,158.6842795,177.3378709,229.5398516,243.7792792,112.4937454,140.3680877,176.4136906,187.7795565,261.4956908,114.9912631,150.1814852,192.608839,217.7434722,285.7689251,115.7243384,145.6725941,221.1655466,282.8374362,307.7451094,8.316343166,7.550243291,14.21984026,6.837857617,7.606436343,4.606999346,4.43642257,12.02372052,6.826900127,7.476996024,2.221763381,2.14099301,4.677584273,4.028921678,4.409397558,0.462651856,0.546164197,0.392700491,0.353779766,0.864284519,252.8368008,9140
GM0269,394,255,121,143,382,350,509,1080,475,18,359,781,902,524,274,298,609,556,537,736,115.007992,139.4186437,194.8098597,261.5880396,236.2751832,111.4694224,149.0695859,157.2301318,173.7423263,294.6536011,111.9033029,160.0399918,183.3239001,245.8900349,316.1397456,113.0856212,149.0176786,226.7684502,282.3142426,295.6157786,4.140812489,2.520594469,1.263478985,1.415289725,3.935677969,4.069930161,5.729537073,12.15234221,5.345605855,0.160177565,3.96419588,8.391365908,9.9135978,5.490670106,2.61551669,3.174208495,6.631445475,5.880228308,5.797326033,7.407998803,276.2810489,1120
GM0273,698,255,223,42,87,419,633,1002,312,18,361,566,1179,551,260,358,670,728,546,821,117.7059252,154.2776445,199.0498437,252.6642523,286.8685738,113.6992597,172.6024286,208.7740877,238.4746416,282.8202397,114.5082811,162.9537144,219.5972097,262.0999962,295.6581353,116.8128562,152.9341162,216.119308,282.5585205,308.7130325,6.964805758,2.7164862,2.353168923,0.46573341,0.906710602,4.200276671,6.287005388,10.3497381,3.287037887,0.186717272,3.733836747,5.929283695,12.48626185,5.652754482,2.712671029,3.481696366,6.757486566,7.352031437,5.570572883,8.605724734,255.030735,2464
GM0274,634,522,2049,933,205,262,368,1134,774,422,178,499,1140,1496,1851,125,266,467,615,1015,120.6916808,147.0305721,214.3511939,225.0298392,263.3598736,117.0149908,151.7832271,190.806662,213.7140247,250.4504987,116.0794613,155.7537515,208.9211411,246.7664085,285.6088075,110.1883875,150.3194611,211.9548399,278.5722658,296.3410755,4.472773442,3.471572,13.46646544,6.409228192,1.42098903,1.895497304,2.445135035,7.489231619,5.063298666,2.788236714,1.290456845,3.272415982,7.60217064,9.988667624,12.27768519,0.888402327,1.812498142,3.144664427,4.095010082,6.705601307,301.0846425,1469
GM0275,628,1265,2518,604,403,236,488,2165,2415,578,322,555,1867,2046,3014,101,197,452,304,1002,118.7617102,169.3591018,205.2173574,266.2316006,261.0926796,117.154908,160.8950321,186.5056182,217.6767907,276.3809899,116.6006029,165.4079523,203.2184468,236.1822532,293.9867197,115.9072442,150.1126732,220.2839365,264.8369192,309.1046773,3.169639775,6.056637569,12.06807847,2.702066815,1.987978421,1.207817875,2.241148433,10.22470097,11.21019434,2.641074404,1.694016551,2.578862382,8.662935287,9.456511559,14.03578529,0.534462133,0.967495225,2.27847091,1.454368832,4.827754756,298.0503237,2784
