geo_id,input_percentage_of_apartments,input_percentage_of_corner_houses,input_percentage_of_semi_detached_houses,input_percentage_of_detached_houses,input_percentage_of_terraced_houses,input_households_apartments_heat_demand_reduction,input_households_corner_houses_heat_demand_reduction,input_households_semi_detached_houses_heat_demand_reduction,input_households_detached_houses_heat_demand_reduction,input_households_terraced_houses_heat_demand_reduction
BU00141402,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00141401,0.027777777777777776,0.0,0.027777777777777776,0.9444444444444444,0.0,0.05,0.35,0.04,0.07,0.37
BU00141400,0.0,0.2259414225941423,0.200836820083682,0.3054393305439331,0.26778242677824265,0.32,0.35,0.4,0.37,0.37
BU00141302,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.32,0.35,0.04,0.11,0.37
BU00141301,0.07466666666666667,0.07466666666666667,0.312,0.44533333333333336,0.09333333333333334,0.27,0.21,0.18,0.11,0.21
BU00141300,0.0975609756097561,0.0,0.0975609756097561,0.8048780487804879,0.0,0.27,0.35,0.04,0.07,0.37
BU00141211,0.0,0.1364522417153996,0.24171539961013644,0.0,0.621832358674464,0.32,0.29,0.29,0.37,0.29
BU00141210,0.08490566037735849,0.10377358490566037,0.330188679245283,0.3113207547169811,0.16981132075471694,0.32,0.21,0.09,0.11,0.21
BU00141209,0.04651162790697674,0.13953488372093026,0.16279069767441862,0.5348837209302325,0.11627906976744184,0.17,0.21,0.09,0.11,0.21
BU00141208,0.0,0.1918158567774936,0.040920716112531966,0.12020460358056265,0.6470588235294118,0.32,0.29,0.29,0.37,0.29
BU00141207,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00141206,0.0,0.13953488372093026,0.372093023255814,0.4186046511627907,0.06976744186046513,0.32,0.29,0.29,0.37,0.29
BU00141205,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00141204,0.04767580452920143,0.2121573301549464,0.07270560190703218,0.07628128724672227,0.5911799761620977,0.27,0.21,0.13,0.11,0.21
BU00141203,0.26282051282051283,0.17032967032967036,0.09432234432234432,0.12362637362637365,0.3489010989010989,0.27,0.21,0.09,0.07,0.21
BU00141202,0.30440097799510996,0.17603911980440098,0.0,0.0,0.5195599022004891,0.17,0.21,0.4,0.37,0.21
BU00141201,0.30968967701076633,0.19062697910069665,0.017732742241925267,0.0012666244458518052,0.48068397720076,0.17,0.21,0.4,0.37,0.21
BU00141200,0.4704583103257868,0.13694091662065158,0.0,0.0,0.3926007730535616,0.17,0.21,0.4,0.37,0.21
BU00141107,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00141106,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.11,0.37
BU00141105,0.1875,0.0,0.125,0.6875,0.0,0.27,0.35,0.4,0.37,0.37
BU00141104,0.12295081967213115,0.13934426229508196,0.2377049180327869,0.319672131147541,0.18032786885245905,0.08,0.13,0.04,0.07,0.13
BU00141103,0.0,0.2983050847457627,0.08135593220338982,0.12542372881355932,0.4949152542372882,0.32,0.29,0.29,0.37,0.29
BU00141102,0.01492537313432836,0.1880597014925373,0.12139303482587065,0.11243781094527364,0.56318407960199,0.32,0.21,0.18,0.17,0.21
BU00141101,0.4497901194704553,0.14788505004843394,0.013561511139812722,0.0009686793671294801,0.3877946399741686,0.17,0.21,0.18,0.11,0.21
BU00141100,0.2884033613445378,0.2107563025210084,0.023529411764705882,0.01008403361344538,0.4672268907563025,0.17,0.21,0.18,0.17,0.21
BU00141005,0.8542141230068337,0.013667425968109341,0.004555808656036446,0.002277904328018223,0.1252847380410023,0.08,0.21,0.18,0.07,0.21
BU00141004,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00141003,0.0,0.5,0.25,0.0,0.25,0.32,0.21,0.13,0.37,0.21
BU00141002,0.7059375,0.06375,0.0153125,0.0034375,0.2115625,0.17,0.13,0.13,0.07,0.13
BU00141001,0.6874476987447699,0.0598326359832636,0.012552301255230124,0.0020920502092050207,0.23807531380753136,0.27,0.21,0.4,0.37,0.29
BU00141000,0.7029855340104647,0.06771314250538628,0.0,0.0006155740227762388,0.22868574946137274,0.08,0.13,0.4,0.17,0.13
BU00140907,0.5,0.0,0.0,0.5,0.0,0.05,0.35,0.4,0.11,0.37
BU00140906,0.14243614931237722,0.11787819253438114,0.15225933202357564,0.11394891944990175,0.4734774066797642,0.32,0.29,0.29,0.24,0.29
BU00140905,0.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.32,0.35,0.04,0.07,0.37
BU00140904,0.1777301927194861,0.1006423982869379,0.21627408993576014,0.16059957173447534,0.3447537473233405,0.32,0.35,0.4,0.37,0.37
BU00140903,0.16666666666666666,0.05555555555555555,0.3888888888888889,0.3888888888888889,0.0,0.08,0.05,0.04,0.07,0.37
BU00140902,0.04651162790697674,0.13953488372093026,0.4883720930232558,0.20930232558139536,0.11627906976744184,0.27,0.05,0.04,0.11,0.05
BU00140901,0.5547915771379458,0.1087236785560808,0.005156854318865492,0.004727116458960034,0.3266007735281478,0.17,0.21,0.18,0.11,0.21
BU00140900,0.5792927451695224,0.0922347794385709,0.01786365293474298,0.0,0.3106088224571637,0.17,0.13,0.18,0.37,0.13
BU00140812,0.0,0.456140350877193,0.14035087719298245,0.0,0.4035087719298245,0.32,0.35,0.4,0.37,0.37
BU00140811,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.17,0.37
BU00140810,0.0,0.1386861313868613,0.145985401459854,0.2299270072992701,0.4854014598540146,0.32,0.29,0.29,0.37,0.29
BU00140809,0.040816326530612235,0.051020408163265314,0.5918367346938775,0.2551020408163265,0.061224489795918366,0.05,0.05,0.04,0.07,0.05
BU00140808,0.18181818181818185,0.18181818181818185,0.0,0.5454545454545454,0.09090909090909093,0.27,0.13,0.4,0.11,0.13
BU00140807,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00140806,0.002844950213371266,0.1251778093883357,0.4295874822190612,0.1166429587482219,0.32574679943101,0.27,0.29,0.29,0.24,0.37
BU00140805,0.35714285714285715,0.0,0.0,0.6428571428571429,0.0,0.27,0.35,0.4,0.11,0.37
BU00140804,0.0,0.0,0.1176470588235294,0.8823529411764706,0.0,0.32,0.35,0.04,0.11,0.37
BU00140803,0.0847457627118644,0.06779661016949153,0.3389830508474576,0.4745762711864407,0.03389830508474576,0.05,0.05,0.13,0.07,0.05
BU00140802,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140801,0.17124129455141335,0.20360507988529286,0.07947562474395739,0.03768947152806227,0.5079885292912739,0.27,0.21,0.18,0.11,0.21
BU00140800,0.16357308584686775,0.16009280742459395,0.24129930394431556,0.20417633410672853,0.2308584686774942,0.17,0.21,0.13,0.07,0.21
BU00140705,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140704,0.0988235294117647,0.028235294117647063,0.36705882352941177,0.37176470588235294,0.13411764705882356,0.27,0.29,0.29,0.24,0.29
BU00140703,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.24,0.37
BU00140702,0.11447811447811447,0.08754208754208755,0.13468013468013468,0.4983164983164983,0.16498316498316498,0.27,0.21,0.13,0.17,0.21
BU00140701,0.6898529939046253,0.06310505557547508,0.016851918250268914,0.021154535675869487,0.2090354965937612,0.17,0.21,0.18,0.17,0.21
BU00140700,0.8229893499816379,0.04737421961072347,0.008079324274697026,0.0,0.1215571061329416,0.17,0.21,0.4,0.37,0.29
BU00140606,0.3256464011180992,0.15024458420684836,0.0726764500349406,0.06079664570230608,0.39063591893780575,0.17,0.21,0.29,0.24,0.21
BU00140605,0.8461265103056148,0.044420753375977264,0.0028429282160625444,0.000355366027007818,0.1062544420753376,0.08,0.21,0.4,0.07,0.21
BU00140604,0.8155673648015005,0.03907471084713973,0.0087527352297593,0.0053141606752110035,0.13129102844638948,0.08,0.13,0.04,0.07,0.13
BU00140603,0.28669724770642196,0.02522935779816514,0.1146788990825688,0.5412844036697247,0.03211009174311927,0.08,0.05,0.09,0.11,0.13
BU00140602,0.21305841924398625,0.08247422680412371,0.14432989690721648,0.2714776632302405,0.28865979381443296,0.27,0.29,0.29,0.24,0.29
BU00140601,0.6321974148061105,0.09518213866039953,0.022326674500587545,0.024676850763807285,0.2256169212690952,0.08,0.13,0.09,0.11,0.13
BU00140600,0.0,0.13114754098360654,0.09836065573770493,0.4262295081967213,0.3442622950819672,0.32,0.21,0.29,0.17,0.21
BU00140511,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140510,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140509,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00140508,0.0,0.0,0.5,0.5,0.0,0.32,0.35,0.13,0.17,0.37
BU00140507,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.17,0.37
BU00140506,0.0,0.0,0.09090909090909093,0.9090909090909092,0.0,0.32,0.35,0.29,0.11,0.37
BU00140505,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.17,0.37
BU00140504,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00140503,0.7851662404092071,0.056265984654731455,0.0,0.0025575447570332483,0.15601023017902813,0.32,0.35,0.4,0.07,0.37
BU00140502,0.25,0.0,0.25,0.25,0.25,0.08,0.35,0.09,0.17,0.37
BU00140501,1.0,0.0,0.0,0.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00140500,0.6819407008086253,0.016172506738544475,0.14555256064690028,0.10512129380053907,0.05121293800539083,0.32,0.29,0.4,0.37,0.29
BU00140404,0.8724373576309795,0.027334851936218683,0.004555808656036446,0.011389521640091115,0.08428246013667426,0.17,0.21,0.04,0.17,0.21
BU00140403,0.8014184397163121,0.036879432624113466,0.005673758865248227,0.0,0.15602836879432624,0.08,0.21,0.29,0.37,0.21
BU00140402,0.6011019283746556,0.06611570247933883,0.031955922865013774,0.0,0.3008264462809917,0.17,0.21,0.13,0.37,0.21
BU00140401,0.8419519300801165,0.024034959941733432,0.0014566642388929353,0.0007283321194464676,0.13182811361981064,0.17,0.35,0.04,0.07,0.37
BU00140400,0.8902706656912948,0.009509875640087784,0.000731528895391368,0.000365764447695684,0.09912216532553036,0.17,0.13,0.09,0.07,0.13
BU00140302,0.8460259394745594,0.02394413036248753,0.0009976720984369804,0.004323245759893582,0.12470901230462254,0.08,0.21,0.04,0.11,0.21
BU00140301,0.8716302952503209,0.014762516046213094,0.0019255455712451864,0.00021394950791613182,0.11146769362430467,0.17,0.29,0.18,0.07,0.21
BU00140300,0.7508503401360545,0.029761904761904764,0.008928571428571428,0.003826530612244898,0.2066326530612245,0.17,0.29,0.18,0.11,0.29
BU00140203,0.8703563305534496,0.021228203184230483,0.0030326004548900678,0.0037907505686125853,0.10159211523881727,0.17,0.13,0.09,0.17,0.13
BU00140202,0.7004016064257028,0.05100401606425703,0.0008032128514056224,0.0016064257028112448,0.2461847389558233,0.08,0.13,0.04,0.07,0.13
BU00140201,0.5990361445783132,0.039518072289156624,0.005301204819277107,0.0014457831325301205,0.3546987951807229,0.08,0.13,0.04,0.07,0.13
BU00140200,0.7777777777777778,0.02977487291212781,0.016702977487291208,0.0014524328249818446,0.17429193899782136,0.08,0.13,0.04,0.07,0.13
BU00140109,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.11,0.37
BU00140108,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140107,0.8603174603174604,0.047619047619047616,0.012698412698412698,0.0,0.07936507936507936,0.08,0.13,0.04,0.37,0.13
BU00140106,0.9582772543741588,0.011440107671601614,0.0006729475100942128,0.0006729475100942128,0.028936742934051143,0.08,0.05,0.04,0.11,0.13
BU00140105,0.7218309859154929,0.03345070422535211,0.007042253521126761,0.007042253521126761,0.2306338028169014,0.17,0.13,0.04,0.07,0.13
BU00140104,0.9720853858784894,0.0049261083743842365,0.0008210180623973727,0.0,0.02216748768472906,0.08,0.13,0.4,0.37,0.21
BU00140103,0.9554848966613672,0.008346581875993641,0.009141494435612085,0.0011923688394276627,0.025834658187599363,0.17,0.13,0.04,0.11,0.13
BU00140102,0.6988416988416989,0.036036036036036036,0.0064350064350064354,0.007722007722007722,0.25096525096525096,0.08,0.13,0.04,0.07,0.13
BU00140101,0.6463113307447935,0.05118249205788916,0.010589481115425344,0.006000705965407695,0.2859159901164843,0.08,0.13,0.09,0.07,0.13
BU00140100,0.5900735294117647,0.06985294117647059,0.0,0.0018382352941176468,0.3382352941176471,0.17,0.29,0.4,0.37,0.29
BU00140008,0.9315068493150684,0.0136986301369863,0.0136986301369863,0.0,0.0410958904109589,0.27,0.05,0.13,0.37,0.05
BU00140007,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00140005,0.7457937088514996,0.0387710314557425,0.004754937820043892,0.0036576444769568397,0.20702267739575714,0.17,0.13,0.04,0.11,0.13
BU00140004,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.37,0.37
BU00140003,0.8362156663275687,0.01627670396744659,0.002034587995930824,0.003051881993896236,0.14242115971515767,0.17,0.05,0.18,0.11,0.13
BU00140002,0.8059166293142088,0.029583146571044376,0.004482294935006724,0.0031376064545047067,0.15688032272523533,0.17,0.13,0.09,0.11,0.13
BU00140001,0.8305433186490455,0.018795888399412628,0.002936857562408223,0.002936857562408223,0.1447870778267254,0.08,0.13,0.09,0.07,0.13
BU00140000,0.7877335888835649,0.01964542405366555,0.0019166267369429804,0.0019166267369429804,0.1887877335888836,0.08,0.13,0.04,0.17,0.13
BU00090109,0.0,0.0,0.05,0.95,0.0,0.32,0.35,0.09,0.07,0.37
BU00090106,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00090104,0.0,0.0,0.0,1.0,0.0,0.32,0.35,0.4,0.07,0.37
BU00090102,0.0,0.056338028169014086,0.2887323943661972,0.6267605633802817,0.028169014084507043,0.32,0.05,0.13,0.11,0.13
BU00090101,0.0,0.047619047619047616,0.047619047619047616,0.8809523809523809,0.023809523809523808,0.32,0.05,0.04,0.07,0.05
BU00090100,0.006756756756756757,0.10810810810810813,0.21283783783783786,0.5574324324324325,0.11486486486486487,0.03,0.05,0.13,0.11,0.13
BU00090009,0.0,0.012048192771084338,0.18072289156626506,0.7951807228915663,0.012048192771084338,0.32,0.03,0.4,0.11,0.05
BU00090005,0.0,0.0,0.07692307692307693,0.9230769230769232,0.0,0.32,0.35,0.04,0.07,0.37
BU00090003,0.0,0.0,0.06896551724137931,0.9310344827586208,0.0,0.32,0.35,0.09,0.11,0.37
BU00090002,0.0,0.06145251396648045,0.15083798882681565,0.7597765363128491,0.027932960893854747,0.32,0.21,0.13,0.11,0.21
BU00090001,0.0,0.04324324324324325,0.3027027027027027,0.5621621621621622,0.0918918918918919,0.32,0.21,0.18,0.11,0.13
BU00090000,0.14873765093304062,0.19154774972557628,0.19045005488474204,0.2272228320526893,0.2420417124039517,0.27,0.21,0.18,0.11,0.21
