geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_ht_network_gas_production,input_agriculture_final_demand_steam_hot_water_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM1680,761552.9903,654459.601,384584.2601,271303.2528,228465.8971,125.1630592,109.029785,244.69535,26.50728456,40.4576886,0.09768456,0.1221057,5.4,0.0032328,3.2198688,0,0,30.7284984,0.00547545,5.4535482,0,0,5.14372635,29.8564,20.60383989,5.983920177
GM0358,1854416.043,1593638.787,936480.1017,660635.7153,556324.8129,143.7196925,497.931274,353.8992,365.32326,0,284.98926,356.236575,0,6.7914,27.301428,0,0,47.249172,0,0,0,0,7.62765,0,50.17128385,10.41481022
GM0197,869688.9134,747388.9099,439192.9013,309826.6754,260906.674,125.7334587,98.2180249,138.27885,44.0520012,50.708997,0.2256012,0.2820015,5.8824,5.3125632,18.6361344,0,3.1200768,72.7880256,4.03774875,14.16416625,0,2.37137625,49.87485875,0.3924,23.52946066,5.115491084
GM0059,1053750.059,905566.457,532143.7799,375398.4586,316125.0177,116.0808979,96.26923987,135.49365,20.72898426,23.50768935,0.10458426,0.130730325,5.022,3.8901096,123.8069664,0,0,91.327724,7.78833705,247.8722922,0,0,91.07657075,0.3384,28.5092407,7.010821733
GM0482,964020.2506,828454.9028,486830.2266,343432.2143,289206.0752,79.99571193,129.4738742,106.6289,1.224,0.66465,0,0,28.7316,2.595257311,8.854407297,0,0,144.3517302,6.183700539,21.09733125,0,0,340.7388087,2.448,26.08159793,5.026746505
GM0613,706334.6466,607006.3369,356698.9966,251631.7179,211900.394,108.7768675,173.2666371,133.6263,22.69863036,0.0365241,14.59503036,18.24378795,3.2652,2.20077,0.816354,0,0,8.887276,5.702697,2.1153594,0,0,14.0315436,0,19.10990588,3.771644603
GM0361,3741042.786,3214958.644,1889226.607,1332746.493,1122312.836,452.511891,876.6495713,798.3396,40.0681989,24.72925275,8.5285989,10.66074863,39.1284,15.51906,26.328888,0,0.107028,112.895424,8.829717,14.9800716,0,0.0608946,316.7389668,3.5712,101.2140292,19.21320133
GM0141,3773253.487,3242639.715,1905493.011,1344221.555,1131976.046,311.8454937,271.4331338,594.8301,16.82946264,18.2872434,0.10386264,0.1298283,10.8612,581.1846768,82.8854208,0,6.9071184,334.999584,314.9354139,44.9143884,0,3.7428657,206.030332,1.386,102.0854907,15.82189064
GM0034,5832437.554,5012251.023,2945380.965,2077805.879,1749731.266,863.6940063,761.5519098,345.07995,205.522834,2.7122151,153.898834,192.3735425,232.7472,21.5905536,98.5069008,0,1.7349552,125.1875904,20.6342808,94.14390615,0,1.65811185,86.0244512,32.8716,157.7967798,13.29900904
GM0484,3002497.439,2580271.237,1516261.207,1069639.713,900749.2317,476.8789086,528.8656655,616.3521,92.2320288,38.591478,27.4428288,34.303536,37.0584,30.7057716,18.1034028,0,2.000376,110.5208496,67.7280989,39.9308987,0,4.412254,162.3780984,1.6596,81.23266181,17.91372714
GM1723,395731.4633,340081.7262,199844.3889,140979.3338,118719.439,55.70154256,45.8607725,55.67235,80.97212088,67.3173978,25.46012088,31.8251511,2.2464,0.210816,4.0617216,0,0,7.8730624,0.326628,6.2930328,0,0,7.7402892,0,10.70652707,2.795454235
GM1959,1955649.673,1680636.438,987603.0849,696700.196,586694.9019,256.7279476,218.522862,229.0827,100.755855,82.3928625,41.103855,51.37981875,11.1312,5.7345264,114.8455152,0,0.4649616,179.6057968,5.7217503,114.5896479,0,0.4639257,62.9894761,0.4356,52.91016287,10.36409904
GM0060,213971.0819,183881.3985,108055.3963,76227.19792,64191.32456,17.81587652,65.19690594,148.34355,2.718,4.20945,0,0,1.5516,0.0400248,1.1206944,0,0,4.2728808,0.0591855,1.657194,0,0,3.7306205,0,5.78899429,1.584724623
GM0307,4238007.88,3642038.021,2140193.979,1509790.307,1271402.364,634.826689,751.9579362,1071.63735,8.5390434,6.0929415,0.1834434,0.22930425,58.5972,21.0357936,32.905152,0,16.3350576,98.7463968,19.0922295,29.86494,0,14.8258095,91.112121,3.402,114.6594353,22.63620652
GM0362,2671187.377,2295551.652,1348949.625,951610.5031,801356.2131,400.8001128,626.4463709,476.68065,182.1293035,0.7193412,143.5805035,179.4756294,27.9036,4.847508,18.1398852,0,0,28.1506068,5.1535695,19.28519955,0,0,10.21798095,8.4492,72.26905775,15.58101249
GM0363,38305425.18,32918724.77,19344239.72,13646307.72,11491627.55,3134.388581,7463.226439,7389.3255,37.02864546,0.08653635,3.81144546,4.764306825,2996.1108,316.7236669,647.036138,0,0,761.4800251,1163.822775,2377.57854,0,0,622.174742,238.392,1036.354472,151.4553017
GM0200,6796457.805,5840705.926,3432211.192,2421238.093,2038937.341,720.2352885,1347.147701,1645.1037,34.63401384,50.5601154,0.93081384,1.1635173,79.3152,101.1311316,212.142891,0,192.3816354,136.149342,202.8219429,425.4598228,0,385.8279489,210.3594355,0,183.8783778,38.14749113
GM0202,5496525.963,4723577,2775745.612,1958137.375,1648957.789,643.2646602,1087.932141,1441.75245,12.59069784,4.1802054,6.21509784,7.7688723,112.8528,68.3577792,12.3096384,0,0.3928608,102.4857216,107.6693121,19.3887267,0,0.61878915,99.98162205,231.4476,148.7086813,26.71845715
GM0106,1948747.38,1674704.78,984117.427,694241.2542,584624.214,287.1959728,416.8468211,583.6893,6.95999658,12.52665855,0.06599658,0.082495725,15.066,3.2219856,14.021604,0,0.2386656,78.1653448,2.4645222,10.7252355,0,0.1825572,71.2467351,3.996,52.72342111,12.46861333
GM0743,1039945.473,893703.141,525172.464,370480.5748,311983.6419,84.63132468,129.7497236,93.1776,629.4229237,415.1453907,495.5281237,619.4101547,2.5704,0.7892316,59.2800624,0,0,40.408706,0.4688631,35.2168284,0,0,23.1710085,0,28.13575719,13.57792057
GM0744,637311.717,547689.7567,321842.4171,227042.2992,191193.5151,34.29222096,50.40232851,53.9949,41.4962289,57.15467775,2.0150289,2.518786125,1.4436,2.0669768,77.6592712,0,0,71.482552,1.1821908,44.4165972,0,0,42.214062,0,17.24248837,2.262986762
GM0308,609702.5451,523963.1247,307899.7853,217206.5317,182910.7635,114.2606725,107.8819933,210.4725,2.5236,2.7852,0,0,6.516,2.6967996,9.2155536,0,0.3036132,9.9996336,4.5688674,15.6128184,0,0.5143758,14.2455384,0,16.49552136,5.115491084
GM0489,1635843.432,1405802.95,826100.9334,582769.2228,490753.0297,210.6849929,352.7865778,216.70755,33.61489002,0.06972495,27.86209002,34.82761253,8.8416,2.952,5.886,0,0.09,106.6212,2.257911,4.50205425,0,0.06883875,17.066946,1.1304,44.25779506,6.22479832
GM0203,2643578.205,2271825.02,1335006.994,941774.7356,793073.4615,250.9033313,490.635747,494.46795,90.03436278,103.8030431,0.04156278,0.051953475,33.8688,24.7363884,133.1603712,0,6.7042548,104.3009856,31.01741145,166.9722336,0,8.40658815,121.2288668,1.1736,71.52209074,12.44959664
GM0888,699432.3537,601074.6789,353213.3386,249172.776,209829.7061,81.53797728,141.8344457,134.507225,3.25506276,3.5452431,0.17706276,0.22132845,6.012,0.2617776,2.4681888,0,0,62.8960336,1.027612775,9.68892045,0,0,139.7883418,0,18.92316413,4.145639614
GM1954,1033043.18,887771.483,521686.806,368021.633,309912.9541,195.682371,140.4352211,168.99645,12.67343088,9.7302228,0.31103088,0.3887886,6.7572,2.19132,56.6091,0,0,31.85118,4.246164,109.69257,0,0,36.557016,0.2268,27.94901544,7.644711582
GM0370,490062.8004,421147.7191,247481.7142,174584.8727,147018.8401,46.64005075,39.77066841,48.108,62.22790575,2.440610625,30.51550575,38.14438219,1.764,0.2096604,66.9515544,0,0,25.1667852,0.507861375,162.1770658,0,0,21.47769788,0,13.25866434,3.232838231
GM0889,554484.2014,476509.8606,280014.5217,197534.9968,166345.2604,68.41849234,43.40636061,78.65025,46.88281848,3.7211538,11.01961848,13.7745231,2.9772,1.162494,19.14696,0,12.445524,48.678622,1.9520454,32.151336,0,20.8983684,63.0778002,2.5488,15.00158735,3.150432551
GM1945,929508.7858,798796.6127,469401.9368,331137.5049,278852.6357,167.2269143,149.3969878,289.7320125,26.77072464,14.3404884,0.87232464,1.0904058,6.0876,0.1935255,0.8570415,0,0,46.897133,0.849149788,3.760520488,0,0,127.5270172,0,25.14788917,7.416511236
GM1724,802966.7481,690049.5491,405498.2078,286056.904,240890.0244,99.49292321,101.4845171,161.6682,59.256,28.0419,0,0,3.4452,0.9662796,19.325592,0,0,64.1441284,0.551343,11.02686,0,0,40.711697,0,21.7242904,4.151978513
GM0893,635010.9527,545712.5374,320680.5311,226222.6519,190503.2858,70.71682252,71.70403937,78.4612,214.8479741,80.5464648,155.0987741,193.8734676,3.0816,0.3942,5.1903,0,0,64.8735,0.5558373,7.31852445,0,0,87.37103825,0,17.18024112,5.895175598
GM0373,853583.5632,733548.3746,431059.6994,304089.1444,256075.0689,155.2053912,143.0631764,265.4169,47.08354194,16.81219515,17.03794194,21.29742743,5.4216,0.3182544,2.416932,0,0,32.0356136,0.5770428,4.382259,0,0,8.2167482,0.1656,23.09372991,7.048855124
GM0748,6014197.936,5168451.351,3037169.958,2142558.015,1804259.381,304.8358092,463.8243319,372.837,139.4494656,14.174136,120.3226656,150.403332,13.1688,1379.476152,363.391416,0,10.584216,40.089816,5781.496828,1523.003001,0,44.3593107,67.3230607,1.9368,162.7143126,58.61579436
GM1859,2075289.418,1783451.843,1048021.156,739321.8551,622586.8253,211.7706982,200.1884595,264.7839,96.22683642,107.741759,0.56763642,0.709545525,9.4392,1.750338,324.8627328,0,0,56.4649292,4.141086,768.5855616,0,0,71.3286024,0.1188,56.14701989,13.78710422
GM1721,1092863.053,939179.1858,551895.8416,389332.4625,327858.9158,157.2295333,126.5030052,138.46875,101.936662,79.50489495,1.70906202,2.136327525,3.9456,0.890136,15.725736,0,0,68.583328,0.649458,11.473758,0,0,36.630484,0,29.56744395,5.660636354
GM0753,1668054.133,1433484.02,842367.3371,594244.2849,500416.2398,142.7912773,334.0536823,162.71265,23.01063936,14.4800016,0.08223936,0.1027992,8.604,1.917252,44.096796,0,0.3834504,155.3969016,1.1992185,27.5820255,0,0.2398437,104.5806623,0,45.12925656,5.521180587
GM0209,901899.6139,775069.9807,455459.305,321301.7375,270569.8842,124.7950797,123.7695141,102.95055,14.62548636,24.4513341,2.79084636,3.48855795,5.7312,1.556604,77.9339736,0,0,44.9163824,1.3739265,68.7879201,0,0,206.4591534,0,24.40092217,5.705008643
GM0375,1148081.396,986632.4499,579781.1051,409003.9974,344424.4189,175.9412961,213.529112,851.66835,3.87899184,0.0372204,1.22579184,1.5322398,6.9804,28.57608,23.08068,0,0,34.63204,21.1962582,17.1200547,0,0,21.9136371,0,31.06137796,10.29437115
GM0310,1256217.319,1079561.759,634389.7463,447527.42,376865.1958,209.0390157,236.2535969,248.3892,12.711666,14.935635,1.267266,1.5840825,36.2772,0.9832095,2.621892,0,0,26.1077985,47.83001925,127.546718,0,0,76.52026275,0.1728,33.98699873,9.565397825
GM1728,1023840.123,879862.6056,517039.2621,364743.0438,307152.0369,101.2936334,122.9614146,169.5807,37.96962024,33.4045494,0.86802024,1.0850253,4.1472,13.4125344,33.2889408,0,1.9391616,129.6317632,9.4360044,23.4194808,0,1.3642416,98.6249732,0,27.70002644,4.697123783
GM0376,340513.1195,292628.4621,171959.1254,121307.7988,102153.9359,66.89860102,55.76521593,61.5276,6.4368,3.63975,0,0,2.3004,0.1546776,1.617084,0,0,13.4674384,0.2632014,2.751651,0,0,2.9036976,0,9.212593064,2.694031859
GM0377,819072.0984,703890.0845,413631.4097,291794.435,245721.6295,121.8166731,153.6138469,155.68635,6.55570728,0.2814318,0.87490728,1.0936341,5.508,0.1752408,1.18503,0,0,56.5205292,0.4170204,2.820015,0,0,6.7643646,0.8568,22.16002115,5.153524474
GM1901,1281525.727,1101311.172,647170.4921,456543.5402,384457.7181,153.1962749,197.5811904,195.1539,24.51536388,14.9825403,2.40056388,3.00070485,7.2072,35.7945732,44.2605096,0,0,85.6277172,27.40614645,33.8880981,0,0,62.56790545,1.5084,34.67171849,6.117037045
GM0755,487762.0361,419170.4998,246319.8282,173765.2254,146328.6108,54.07129353,44.4627989,58.5525,139.7788875,191.9770313,46.0744875,57.59310938,2.4336,0.2783088,6.7986864,0,0,9.8934048,0.2818116,6.8842548,0,0,13.1181836,0,13.19641709,3.797000197
GM1681,745447.6401,640619.0657,376451.0583,265565.7218,223634.292,131.4027805,95.32480948,172.809,36.00915012,51.8337747,0.04155012,0.05193765,5.3892,1.3579812,2.682432,0,0,50.6903868,7.13976525,14.10324,0,0,77.34674475,0.1332,20.16810914,6.281848406
GM0147,526875.0296,452783.2285,266071.8899,187699.2293,158062.5089,107.8540842,79.38768412,99.381,6.07901346,6.55531635,0.02381346,0.029766825,3.4092,0.595764,3.276702,0,0,26.450734,0.5299476,2.9147118,0,0,22.5594906,0,14.25462035,3.429344084
GM0654,4081555.906,3507587.106,2061185.733,1454054.291,1224466.772,92.03477236,169.1212622,188.09595,61.1227884,31.088529,1.1107884,1.3884855,3.564,0,0,0,0,1.889485,127.5168813,1330.426129,0,0,2877.283451,60.75,110.4266223,75.27471519
GM0756,1766986.999,1518504.452,892328.4344,629489.1183,530096.0996,144.9217606,158.0796876,196.83135,62.32324068,61.4928483,3.54604068,4.43255085,7.6896,1.127844,162.409536,0,0,223.92102,1.81382985,261.1914984,0,0,353.8053718,0.6948,47.80588833,9.33719748
GM0757,1465586.873,1259488.719,740121.3707,522115.3234,439676.0618,154.6271301,207.7903188,179.772,31.19808708,23.8280823,4.67328708,5.84160885,5.9256,23.6653056,131.4047232,0,0,71.5175712,23.0593671,128.04017,0,0,67.61716295,0,39.65149852,6.662182316
GM0758,6465147.743,5555986.341,3264899.61,2303208.883,1939544.323,824.0071148,1316.996255,1184.75445,328.9785844,16.0862391,273.3261844,341.6577305,52.5996,106.798032,117.42192,0,3.075336,123.405912,120.6249231,132.624261,0,3.47349255,116.3042234,19.9368,174.9147737,31.44727542
GM0501,697131.5893,599097.4595,352051.4526,248353.1287,209139.4768,84.75808689,75.16354372,171.841675,714.8268,0,585.6516,1044.0645,2.6928,0.1856196,0.27297,0,0,10.1506104,0.2388942,0.351315,0,0,5.4391158,0,18.86091688,12.35451316
GM1876,1442579.229,1239716.525,728502.5109,513918.8505,432773.7688,188.7829345,137.8282839,195.43875,95.49439776,100.9402056,0.49039776,0.6129972,8.1396,1.7997408,156.0866112,0,0.3272256,34.1092224,14.57808495,1264.317549,0,2.6505609,56.67910485,2.0952,39.02902602,15.80287394
GM0213,1440278.465,1237739.306,727340.6249,513099.2032,432083.5395,98.41225315,94.78219736,128.78385,11.71565136,3.8392716,1.45205136,1.8150642,4.7196,0,4.6173024,0,376.3101456,33.490152,0,52.8366366,0,4306.185883,51.7242305,0.036,38.96677877,31.70083136
GM0899,825974.3913,709821.7425,417117.0676,294253.3769,247792.3174,143.9515935,127.9713249,152.16915,1.02876072,0.2312982,0.26196072,0.3274509,4.536,0.184032,3.926016,0,0,77.138352,0.29102175,6.208464,0,0,95.44516425,0,22.3467629,5.438774907
GM0312,582093.3733,500236.4926,293957.1535,207370.7642,174628.012,68.44931125,95.42941273,186.5451,15.4292481,10.46712975,0.6872481,0.859060125,3.5172,0.5042736,53.0607888,0,0,10.7409376,0.0301941,3.1770903,0,0,4.3887156,0,15.74855436,3.182127043
GM0313,1090562.288,937201.9664,550733.9556,388512.8152,327168.6865,99.97332846,102.120017,193.5714,20.5308,7.2162,0,0,3.24,1.158498,185.5913796,0,0,60.1045224,2.35238625,376.8522773,0,0,102.5716365,0,29.5051967,6.649504519
GM0214,844380.5059,725639.4972,426412.1555,300810.5552,253314.1518,132.39363,113.041103,119.35215,70.90358916,26.0471271,4.44398916,5.55498645,5.0688,1.7128044,9.916236,0,0,36.0941596,1.118511,6.47559,0,0,19.276749,0.6696,22.84474091,4.779529463
GM0502,1596730.439,1372190.221,806348.8717,568835.2189,479019.1317,292.8414641,305.6496021,295.70595,0.73027524,0.1166619,0.19387524,0.24234405,33.8148,0.852642,18.9042912,0,1.096254,24.4088128,1.11993525,24.8305644,0,1.43991675,12.3022836,5.76,43.1995918,6.941093849
GM0383,736244.5828,632710.1883,371803.5143,262287.1326,220873.3748,161.0493683,97.95097191,173.91675,12.44221698,16.42150755,3.52141698,4.401771225,4.7772,0.5292576,3.575304,0,0,24.5150384,0.5117172,3.456813,0,0,13.1857698,0.2448,19.91912014,5.952225685
GM0109,2160417.698,1856608.959,1091010.937,769648.8048,648125.3093,169.3719094,201.9467217,369.26055,60.75158544,61.7876364,0.14918544,0.1864818,9.7776,7.4793888,71.0541936,0,163.1082096,225.213408,15.1830276,144.2387622,0,331.1067942,110.050266,25.596,58.45016815,11.63187873
GM1706,8839536.522,7596476.698,4463965.944,3149084.886,2651860.957,106.3214989,112.532093,122.5488,18.43264512,14.6845872,2.32984512,2.9123064,4.6188,7.16427976,82.38921724,3170.193794,0,333.0773892,0.7283125,8.37559375,322.2782813,0,45.9498125,0,239.1539362,6.205781624
GM1684,1918837.444,1649000.928,969012.9092,683585.8394,575651.2331,119.1160037,139.6392667,137.77245,32.8062624,9.126594,1.9830624,2.478828,5.3388,7.41933,104.859864,0,321.998922,97.354284,7.802991,110.2822728,0,338.6498094,72.4082268,0,51.91420686,7.416511236
GM0216,961719.4863,826477.6835,485668.3406,342612.567,288515.8459,119.5444788,221.3902631,145.04885,4.45549536,1.2629616,0.22909536,0.2863692,4.4568,0.97056,9.22032,0,0.09099,36.28453,1.4624832,13.8935904,0,0.1371078,40.6222686,0.6192,26.01935068,3.999844949
GM0148,998531.7154,858113.1929,504258.5163,355726.9236,299559.5146,134.9294144,107.9418213,129.79665,63.7835103,65.23207425,1.5186303,1.898287875,5.6736,2.3524992,75.2799744,0,4.7049984,35.014448,2.8393848,90.8603136,0,5.6787696,31.796232,2.1132,27.01530669,5.901514497
GM1891,379626.113,326241.1908,191711.1871,135241.8028,113887.8339,76.22250567,44.30874488,80.17685,15.61733676,15.1323081,0.03653676,0.04567095,3.2868,0.6822144,13.8716928,0,0,10.6040928,1.0288782,20.9205234,0,0,10.6500984,0.0648,10.27079632,3.416666287
GM0503,4295526.988,3691468.505,2169241.129,1530281.489,1288658.096,418.3580482,718.5368649,849.58095,2.44732458,0.03123855,0.58252458,0.728155725,38.5632,2.246544,535.239108,0,0,43.644348,3.9240936,934.9153002,0,0,54.0921062,10.4472,116.2156166,20.91202613
GM0762,1297631.077,1115151.707,655303.694,462281.0713,389289.3231,164.9416933,162.0630295,181.06965,138.601548,204.40203,35.040348,43.800435,6.6348,2.5733844,42.0872868,0,2.2413348,66.338394,3.64300995,59.58084015,0,3.17294415,63.96955575,0.774,35.10744924,8.139145664
GM0150,3713433.614,3191232.012,1875283.975,1322910.725,1114030.084,418.0048096,533.5493246,629.0754,37.7342319,38.14727025,0.5534319,0.691789875,38.844,185.641632,190.003968,0,16.96464,126.76536,223.1044898,228.347154,0,20.38813875,141.0308175,7.1892,100.4670622,18.82018962
GM0384,1191795.918,1024199.617,601856.9388,424577.2959,357538.7755,124.8155043,251.3281864,119.8902,0.288,0.22155,0,0,7.8228,1.0748232,1.954224,0,0,78.0393528,0.5229213,0.950766,0,0,34.4145627,37.5084,32.24407572,3.315243912
GM1774,987027.8938,848227.0962,498449.0864,351628.6872,296108.3681,136.2855828,127.8435721,183.89705,103.2036994,80.5335516,23.13609936,28.9201242,4.698,1.0006128,25.6520736,0,0,51.3017136,1.9022916,48.7678392,0,0,49.0590192,0.8496,26.70407043,6.408626376
GM0221,450949.807,387534.9903,227729.6525,160650.8687,135284.9421,49.86685205,40.35848923,60.63555,1.8216,1.266,0,0,1.1556,1.8250272,1.9264176,2.027808,2.1291984,94.2775488,0.4358205,0.46003275,0.484245,0.50845725,23.2098945,0,12.20046108,1.869975055
GM0222,2576856.04,2214485.659,1301312.3,918004.9642,773056.8119,262.3024765,372.3681105,439.90335,23.54245872,24.7505532,0.45565872,0.5695734,29.5416,1.564128,129.822624,0,170.880984,104.741064,2.5783356,214.0018548,0,281.6831643,183.1927953,1.386,69.71692048,14.10404915
GM0766,1879724.45,1615388.2,949260.8475,669651.8355,563917.3351,126.4435307,101.586589,132.96165,248.1568848,10.657188,208.8808848,261.101106,3.7476,49.890222,2.68227,0,0,490.390308,147.7582466,7.94399175,0,0,1442.476712,1.5424,50.8560036,17.46366535
GM0505,4711965.33,4049345.205,2379542.492,1678637.649,1413589.599,488.5732703,677.6012787,904.557,3.5964,7.69095,0,0,28.0692,74.3112936,10.3015656,0,1.6002432,692.4952976,129.9961716,18.0210036,0,2.7993792,118.5882456,0,127.4823689,19.65692423
GM0498,740846.1114,636664.627,374127.2863,263926.4272,222253.8334,91.58400855,57.09720645,63.71145,261.7091033,41.7239418,107.8595033,134.8243791,2.8584,0.3862116,1.8005076,0,0,8.6544808,1.32357135,6.17045235,0,0,18.4218263,0,20.04361464,5.026746505
GM1719,954817.1933,820546.0255,482182.6826,340153.6251,286445.158,132.6513266,99.08980538,105.711,486.864264,77.84634,330.937464,413.67183,4.3308,0.5545152,4.4938836,0,0,14.7444012,0.6289488,5.0971059,0,0,67.3729453,0.2196,25.83260893,10.26901556
GM0303,1799197.699,1546185.523,908594.8381,640964.1804,539759.3097,184.1405317,264.7697964,231.1716,130.7998662,103.6198845,0.4186662,0.52333275,43.8948,5.7054456,20.9199672,0,2.6061912,115.078796,3.77625645,13.84627365,0,1.72495665,96.81436325,4.6728,48.67734984,7.302411063
GM0225,653417.0672,561530.2921,329975.619,232779.8302,196025.1202,89.19386868,81.74949388,92.8611,22.37781216,8.0208696,1.55181216,1.9397652,3.4308,1.8071424,5.4967248,0,0,80.5681328,4.1291856,12.5596062,0,0,162.5497082,0,17.67821912,4.069572832
GM0226,913403.4355,784956.0774,461268.735,325399.9739,274021.0306,115.2763367,178.5459219,92.436325,26.12079006,21.03487485,16.26039006,20.32548758,4.3416,7.4234232,5.0057028,0,0.1362096,60.6866644,1.1384505,0.76767075,0,0.020889,6.95081475,6.7716,24.71215842,2.262986762
GM1711,1138878.339,978723.5725,575133.5612,405725.4083,341663.5017,165.7172794,142.9580243,315.63665,28.95454572,11.1742857,0.10054572,0.12568215,9.0288,6.5428272,9.9939888,0,2.875968,120.166416,16.2786078,24.8651262,0,7.155432,139.638534,1.0656,30.81238896,7.853895232
GM0385,1237811.205,1063744.004,625094.6585,440970.2417,371343.3614,174.8481834,171.0779259,214.1389,16.16803824,0.8272044,2.73283824,3.4160478,4.734,1.542096,99.0025632,0,7.8646896,63.4346512,0.6693975,42.9753195,0,3.41392725,38.14315575,0,33.48902073,6.617810026
GM0228,4244910.173,3647969.679,2143679.637,1512249.249,1273473.052,499.9731515,679.9969485,951.7788,133.2760552,127.010912,0.05085522,0.063569025,87.5844,29.1415221,134.740371,0,4.7002455,222.8407614,20.0411466,92.663366,0,3.232443,140.9574444,0,114.846177,20.95005952
GM0317,230076.4321,197721.9338,116188.5982,81964.72895,69022.92963,41.5471735,42.1485292,48.39285,4.7556,5.5704,0,0,2.1708,0.9241848,0,0,0,7.8122152,13.1287387,0,0,0,74.9080113,0,6.224725043,2.053803112
GM0770,745447.6401,640619.0657,376451.0583,265565.7218,223634.292,99.86096344,99.64944849,126.2202,43.8892845,30.38953875,0.4408845,0.551105625,3.0312,0.4985568,52.5354228,0,0,23.4228204,0.439302,46.29144825,0,0,18.55729975,0,20.16810914,4.063233934
GM1903,982426.3652,844272.6575,496125.3144,349989.3926,294727.9095,130.8662443,119.0489389,130.04985,16.48103268,12.2391183,1.15583268,1.44479085,4.9248,137.3437296,8.0265816,0,0,10.2868888,643.4797032,37.60595668,0,0,19.81524531,0,26.57957593,9.185567574
GM0772,11575145.3,9947390.492,5845448.377,4123645.513,3472543.59,997.6811692,2035.454756,1989.2658,16.45954308,3.1099923,2.66794308,3.33492885,230.5152,89.3175426,171.8686047,0,25.7126259,1244.561327,73.48902,141.41069,0,21.15593,952.28871,50.8392,313.1659169,45.8555917
GM0230,694830.825,597120.2402,350889.5666,247533.4814,208449.2475,99.29383568,100.6000673,165.75105,13.22665608,12.9199098,0.23785608,0.2973201,4.7124,2.578752,36.032832,0,2.021184,39.765632,2.8260156,39.4878396,0,2.2149852,40.2055596,0,18.79866963,4.386517757
GM0114,4500295.012,3867441.026,2272648.981,1603230.098,1350088.504,492.4092312,554.7757979,761.9421,698.9600098,396.8613756,566.1164098,707.6455122,38.3616,261.6594114,12.8234484,0,0,442.1277402,291.867076,14.3038707,0,0,1554.514553,0,121.7556218,43.00308737
GM0388,1049148.53,901612.0183,529820.0079,373759.164,314744.5591,81.93061649,123.8313957,103.1157,164.9247782,144.6764544,58.80397824,73.5049728,3.1464,30.1906656,51.5095128,0,0,53.5830216,15.5076138,26.45816565,0,0,31.23212055,0,28.3847462,5.077457693
GM0153,5742707.746,4935139.469,2900067.412,2045839.634,1722812.324,708.0054473,982.2466694,1062.2373,16.663338,17.746155,0.877338,1.0966725,81.936,33.5065896,411.3864612,0,13.6508328,214.4185164,34.7795721,427.0158575,0,14.1694553,195.8583152,7.5996,155.3691371,27.72000311
