geo_id,input_transport_rail_electricity_demand,transport_final_demand_for_rail_electricity_transport_freight_train_using_electricity_parent_share,transport_final_demand_for_rail_electricity_transport_passenger_train_using_electricity_parent_share,transport_final_demand_for_rail_electricity_transport_tram_using_electricity_parent_share
GM0599,900,0.052,0.283,0.665
