geo_id,input_transport_road_electricity_demand,transport_final_demand_for_road_electricity_transport_car_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_bus_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_motorcycle_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_bicycle_using_electricity_parent_share,transport_final_demand_for_road_electricity_transport_truck_using_electricity_parent_share,input_buildings_electricity_demand
GM0202,28.54789720275280000,0.13604084295306700,0.73170086930205800,0.02426238244732120,0.02602839702957690,0.08196750826797710,1045.60373995677000000
