geo_id,country,name,input_percentage_of_lt_steam_hot_water_households_final_demand_steam_hot_water,input_percentage_of_mt_steam_hot_water_households_final_demand_steam_hot_water,input_percentage_of_ht_steam_hot_water_households_final_demand_steam_hot_water,input_percentage_of_lt_steam_hot_water_buildings_final_demand_steam_hot_water,input_percentage_of_mt_steam_hot_water_buildings_final_demand_steam_hot_water,input_percentage_of_ht_steam_hot_water_buildings_final_demand_steam_hot_water,input_percentage_of_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,input_percentage_of_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,input_energy_chp_ultra_supercritical_mt_coal_production,input_energy_chp_ultra_supercritical_cofiring_mt_coal_production,input_energy_chp_ultra_supercritical_mt_lignite_production,input_energy_chp_combined_cycle_mt_network_gas_production,input_energy_chp_local_engine_mt_network_gas_production,input_energy_chp_supercritical_mt_waste_mix_production,input_energy_chp_local_mt_wood_pellets_production,input_energy_chp_local_engine_mt_biogas_production,input_energy_heat_well_deep_mt_geothermal_production,input_energy_heat_well_shallow_heatpump_mt_geothermal_production,input_energy_heat_well_shallow_lt_geothermal_production,input_energy_heat_burner_mt_wood_pellets_production,input_energy_heat_burner_mt_waste_mix_production,input_energy_heat_burner_mt_hydrogen_production,input_energy_heat_burner_lt_hydrogen_production,input_energy_heat_solar_mt_solar_thermal_production,input_energy_heat_solar_lt_solar_thermal_production,input_energy_heat_heatpump_water_water_mt_electricity_production,input_energy_heat_heatpump_water_water_lt_electricity_production,input_energy_heat_boiler_mt_electricity_production,input_energy_heat_boiler_lt_electricity_production,input_energy_heat_burner_mt_network_gas_production,input_energy_heat_burner_mt_coal_production,input_energy_heat_burner_mt_crude_oil_production,industry_chemicals_other_ht_residual_heat,industry_chemicals_other_mt_residual_heat,industry_chemicals_refineries_ht_residual_heat,industry_chemicals_refineries_mt_residual_heat,industry_chemicals_fertilizers_ht_residual_heat,industry_chemicals_fertilizers_mt_residual_heat,industry_ict_mt_residual_heat,industry_ict_lt_residual_heat,energy_heat_import_ht_steam_hot_water_demand,energy_heat_import_mt_steam_hot_water_demand,energy_heat_import_lt_steam_hot_water_demand,energy_heat_distribution_ht_loss_share,energy_heat_distribution_mt_loss_share,energy_heat_distribution_lt_loss_share
BU03080000,nl2019,Centrum,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080001,nl2019,Schoonoordpark,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080002,nl2019,Transvaal,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080003,nl2019,Zandvoort,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080004,nl2019,Oude-Oosterhei,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080005,nl2019,Nieuwe-Oosterhei,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080006,nl2019,Pekingpark,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080007,nl2019,Amaliapark,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080100,nl2019,Componistenwijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080101,nl2019,Professorenwijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080102,nl2019,Staatsliedenwijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080103,nl2019,Schilderswijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080104,nl2019,Eemdal-Noord,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080105,nl2019,Eemdal-Zuid,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080109,nl2019,Eemland waaronder Eembrugge,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080200,nl2019,Wilhelminapark,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080201,nl2019,Pr. Hendrikpark,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080400,nl2019,Verspreide huizen Baarn,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080401,nl2019,Amerpoort Sherpa,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080500,nl2019,Lage Vuursche,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03080501,nl2019,Verspreide huizen Lage Vuursche,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100001,nl2019,Steinenburg,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100002,nl2019,Weltevreden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100008,nl2019,De Bilt,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100009,nl2019,Verspreide huizen Oostbroek,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100100,nl2019,Bilthoven-Zuid,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100200,nl2019,Bilthoven-Noord,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100201,nl2019,De Leyen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100209,nl2019,Verspreide huizen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100300,nl2019,Hollandsche Rading,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100309,nl2019,Verspreide huizen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100400,nl2019,Maartensdijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100401,nl2019,Achterwetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100402,nl2019,Nieuwe-Wetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100500,nl2019,Groenekan,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100501,nl2019,Blauwkapel,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03100600,nl2019,Achttienhoven-Westbroek,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120000,nl2019,Bunnik,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120001,nl2019,Vechten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120008,nl2019,Verspreide huizen in het noorden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120009,nl2019,Verspreide huizen in het zuiden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120100,nl2019,Odijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120109,nl2019,Verspreide huizen van Odijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120200,nl2019,Werkhoven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03120209,nl2019,Verspreide huizen van Werkhoven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130001,nl2019,Bunschoten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130002,nl2019,Spakenburg,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130004,nl2019,Broerswetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130005,nl2019,Bikkersvaart,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130006,nl2019,Blokhuiswetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130007,nl2019,De Haar,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130008,nl2019,Verspreide huizen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130009,nl2019,Koenraadswetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130011,nl2019,Rengerswetering,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03130003,nl2019,Eemdijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170000,nl2019,Eemnes,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170001,nl2019,Meentweg,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170002,nl2019,Laarderweg,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170003,nl2019,Wakkerendijk,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170004,nl2019,Noordbuurt,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170005,nl2019,Zuidbuurt,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170008,nl2019,Verspreide huizen ten zuidwesten van de Rijksstraatweg,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03170009,nl2019,Overige verspreide huizen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211010,nl2019,Oude Dorp,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211011,nl2019,Oorden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211012,nl2019,Hoven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211013,nl2019,Gaarden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211014,nl2019,Hoeven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211015,nl2019,Erven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211016,nl2019,Poorten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211017,nl2019,Slagen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211018,nl2019,Borchen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211019,nl2019,Campen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211050,nl2019,Rondweg Noord-West,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211120,nl2019,Centrum West,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211121,nl2019,Centrum Oost,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211122,nl2019,Molens,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211123,nl2019,Hagen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211124,nl2019,weiden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211125,nl2019,Gilden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211126,nl2019,velden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211127,nl2019,Sloten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211128,nl2019,Bermen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211129,nl2019,Akkers,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211230,nl2019,Bouwen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211231,nl2019,Houten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211232,nl2019,Waters,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211233,nl2019,Polders,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211234,nl2019,Stenen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211235,nl2019,muren,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211236,nl2019,Castellum West,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211238,nl2019,Schaften,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211340,nl2019,Landen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211341,nl2019,Tuinen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211342,nl2019,Sporen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211343,nl2019,Meren,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211344,nl2019,Mossen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03211345,nl2019,Grassen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212054,nl2019,De Staart,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212055,nl2019,Kaden,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212056,nl2019,vesten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212057,nl2019,Schepen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212058,nl2019,Boten,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
BU03212060,nl2019,Hof van Wulven,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,24.28114278,24.28114278,24.28114278
