geo_id,lv_net_total_costs_present,mv_net_total_costs_present,hv_net_total_costs_present,lv_mv_trafo_total_costs_present,mv_hv_trafo_total_costs_present,households_final_demand_electricity_demand,input_buildings_electricity_demand,buildings_final_demand_network_gas_demand,agriculture_final_demand_electricity_demand,agriculture_final_demand_network_gas_demand,input_energy_chp_local_engine_network_gas_production,agriculture_final_demand_steam_hot_water_demand,input_industry_ict_electricity_demand,input_industry_chemical_other_electricity_demand,input_industry_food_electricity_demand,input_industry_metal_other_electricity_demand,input_industry_paper_electricity_demand,input_industry_other_electricity_demand,input_industry_chemical_other_network_gas_demand,input_industry_food_network_gas_demand,input_industry_metal_other_network_gas_demand,input_industry_paper_network_gas_demand,input_industry_other_network_gas_demand,energy_power_sector_own_use_electricity_demand,energy_power_hv_network_loss_demand,energy_distribution_greengas_demand
GM0482,1143353.1712372200000,982569.1314744860000,577393.3514904720000,407319.5672626310000,343005.9513575360000,82.5728811498695,147.6321072420040,111.1231500000000,1.9008000000000,0.6646500000000,0.0000000000000,0.0000000000000,27.6156000000000,2.7872835516076,12.1445926177188,0.0000000000000,0.0000000000000,186.2910060883600,5.7733411875338,25.1552723171113,0.0000000000000,0.0000000000000,384.2064498906230,3.0528000000000,25.6567961787135,3.4541559953567
GM0613,703420.9839504720000,604502.4080470600000,355227.5969046320000,250593.7255381210000,211026.2951767560000,112.0444967281800,164.7051421621620,144.7354500000000,28.6043083425000,0.0438352500000,18.8303083425000,20.5819649325000,3.4056000000000,1.6574544000000,0.6178032000000,0.0000000000000,0.0000000000000,6.0391424000000,3.4832607600000,1.2983582800000,0.0000000000000,0.0000000000000,6.6476809600000,0.0000000000000,15.7847367436941,2.4991834554640
GM0484,3143044.9316315400000,2701054.2379627800000,1587237.6905170200000,1119709.7569195000000,942913.4794519930000,477.1415214242110,585.2232432325110,662.8459500000000,82.1355425955000,45.1838881500000,26.7207425955000,29.2063930695000,36.6984000000000,26.1951300000000,16.5388860000000,0.0000000000000,9.4507920000000,98.5723920000000,35.3256727500000,22.3036600500000,0.0000000000000,12.7449486000000,132.4546186000000,1.9980000000000,70.5297936106197,11.3499502294486
GM0489,1846774.1551876900000,1587071.5395215500000,932620.9483951030000,657913.2928007520000,554032.2465342920000,220.3819776192620,391.2311856063390,225.5062500000000,42.9339379455000,0.0786431500000,33.7827379455000,36.9253182195000,9.4680000000000,2.0693556000000,4.5985680000000,0.0000000000000,0.1352520000000,132.9148244000000,1.6658028000000,3.7017840000000,0.0000000000000,0.1088760000000,12.3741372000000,1.1880000000000,41.4415329224075,4.1937517496566
GM1901,1338617.1901933700000,1150374.1477551100000,676001.6810660050000,476882.3740173600000,401585.1570420540000,153.5357216560920,232.6941125229110,222.6577500000000,23.5790126055000,15.3828811500000,2.0546126055000,2.2457393595000,7.4268000000000,13.4159148000000,89.3525976000000,0.0000000000000,0.0000000000000,43.3970876000000,11.1066496500000,73.9724433000000,0.0000000000000,0.0000000000000,31.6777570500000,0.0000000000000,30.0385123985349,4.0515217969066
GM0501,790466.3899911660000,679307.0538589040000,399185.5269563750000,281603.6514408310000,237139.9169879260000,85.2378916127285,79.6371497097625,88.6833000000000,714.1927410000000,0.0000000000000,556.3291410000000,885.0806890000000,2.6388000000000,0.1196136000000,0.2165976000000,0.0000000000000,0.0000000000000,9.2229888000000,0.1135918500000,0.2056933500000,0.0000000000000,0.0000000000000,39.2087148000002,0.0000000000000,17.7380319260241,7.0220959529134
GM0502,1799722.5843548900000,1546636.5958394700000,908859.9051238900000,641151.1706911780000,539916.7752850110000,305.5972445192220,357.8130161534660,383.0916000000000,2.1837900000000,0.0000000000000,0.2721900000000,0.2975100000000,41.7924000000000,0.7301880000000,19.8367740000000,0.0000000000000,2.0201868000000,27.9748512000000,0.8925300000000,24.2470650000000,0.0000000000000,2.4693330000000,8.6664720000000,0.0000000000000,40.3856976887156,4.8236272546923
GM0503,4387558.9801593000000,3770558.4983537400000,2215717.2850406000000,1563067.8867177100000,1316267.6939954800000,426.0859107586820,781.4739469138580,1008.1791000000000,5.5793833920000,0.0273456000000,0.4781833920000,0.5226655680000,57.7476000000000,435.9463164000000,30.5501868000000,0.0000000000000,0.0000000000000,37.7410968000000,1020.9346513500000,71.5449199500000,0.0000000000000,0.0000000000000,54.2019287000003,0.0000000000000,98.4566355417708,14.7390868178338
GM0505,4731035.4472387900000,4065733.5872329000000,2389172.9009204500000,1685431.3781175900000,1419310.6341152400000,508.1419284322400,717.0382498029730,1002.3690000000000,4.8456000000000,7.8808500000000,0.0000000000000,0.0000000000000,27.7488000000000,80.8483356000000,11.1551580000000,0.0000000000000,2.9747088000000,594.9621976000000,118.0919419500000,16.2938947500000,0.0000000000000,4.3450386000000,111.0192747000000,0.0000000000000,106.1642327477220,13.1948759022626
GM1924,1705619.4426892700000,1465766.7084753100000,861337.8185814650000,607626.9264720320000,511685.8327864490000,224.4093465441140,349.7885127146720,398.6001000000000,184.3714418700000,26.2232910000000,114.0130418700000,124.6189062300000,9.5364000000000,0.8705736000000,23.2376184000000,0.0000000000000,0.0000000000000,40.6014080000000,0.8064420000000,21.5257980000000,0.0000000000000,0.0000000000000,27.6977600000000,4.8816000000000,38.2740272213318,6.6726166404420
