geo_id,country,name,input_buildings_final_demand_steam_hot_water_demand,input_energy_heat_burner_wood_pellets_full_load_hours,input_energy_heat_burner_waste_mix_full_load_hours
GM0164,nl2019,Hengelo,15.78,4434.00,3045.00
