geo_id,country,name,input_industry_chemical_other_steam_hot_water_demand,industry_chp_turbine_gas_power_fuelmix_demand,input_industry_chp_turbine_gas_power_fuelmix_steam_hot_water_output_conversion,input_industry_chp_turbine_gas_power_fuelmix_electricity_output_conversion,input_industry_chemical_other_network_gas_demand,input_industry_chemical_other_electricity_demand,input_industry_other_network_gas_demand,input_industry_other_electricity_demand
GM0114,nl2019,Emmen,2350,3454,68.04,28.95,0,1000,3238,1118
