geo_id,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand,energy_production_oily_biomass_max_demand
GM0794,198.090987,252.5901679,55.60658119
GM0531,53.18346744,78.22200639,18.81379084
GM0164,178.5531773,219.712023,49.01999246
GM0796,472.2776021,426.9632137,93.68922744
GM0252,86.05642159,57.01761689,10.01628095
GM0797,181.2758547,147.7756152,26.81478586
GM0534,47.5702557,55.40255216,13.3457253
GM0798,318.382809,103.6270931,9.316368559
GM0402,173.4374487,239.1942504,54.82525538
GM1963,882.0848644,335.2809379,52.64896529
GM1735,498.8419735,282.0125586,21.22824556
GM1966,5991.852324,392.5284266,30.04155209
GM1911,964.5742022,285.7419481,29.0506171
GM0118,269.7837004,197.5534505,33.81816269
GM0405,124.2193355,187.6693649,44.35451743
GM1507,441.79165,250.3907294,25.69443998
GM0321,177.2255421,149.5583488,30.32406881
GM0406,73.08148013,109.524012,25.07594102
GM0677,788.6092541,169.7958973,16.72255955
GM0353,85.10024916,90.05559374,20.75434655
GM1884,253.1859345,85.71341609,16.32278321
GM0166,419.5179229,187.9493878,32.67412187
GM0678,111.2720191,48.71986046,7.767690885
GM0537,121.6429734,164.8867911,39.67506845
GM0928,84.247534,127.4666259,27.73038305
GM1598,234.3126727,76.28479252,13.81476381
GM0542,56.16252894,75.6038229,17.84776593
GM1931,416.1449357,182.0958953,34.05268195
GM1659,170.6701495,101.9427014,13.56870086
GM1982,430.5501365,107.6501193,7.051374298
GM0882,70.3574224,106.6010887,22.83889465
GM0415,101.0378327,31.84401261,6.979681884
GM1621,157.1135652,164.0513405,37.42647839
GM0417,21.41516313,32.03038432,6.801665972
GM0080,780.9856383,383.6637387,74.7952383
GM0546,210.5208591,312.4119507,75.88399091
GM0547,57.40309154,70.63082619,16.47042098
GM1916,176.8777545,196.01137,45.82542706
GM0995,1191.203527,328.6898371,47.32489214
GM1640,516.2901266,350.586815,21.67844962
GM0327,117.0932842,104.0976081,18.24511203
GM1705,148.3026841,138.2031123,28.2364829
GM0553,52.21112597,60.2582457,13.85243271
GM0262,407.6502279,200.5088683,20.40803573
GM0809,94.35674971,90.59640096,14.17261832
GM0331,177.1474309,67.5541532,8.793256955
GM0168,199.7376215,103.282124,13.74428652
GM0263,166.0649739,76.86176159,15.00254916
GM1641,181.6185522,77.318436,14.40896027
GM1991,218.4186202,168.0011265,25.3851905
GM0556,56.75110696,83.41505522,19.90861908
GM0935,237.4561617,327.0272153,73.85837641
GM0420,286.2276152,139.0977897,27.22428321
GM0938,53.62492174,57.88806745,11.49691158
GM1948,605.7435708,349.9958666,49.10019076
GM0119,148.4392973,102.5606432,20.3922391
GM0687,1377.164675,144.1857301,29.49353041
GM1842,132.2535291,59.99313622,11.78125099
GM1731,652.6341082,355.9319025,20.15771984
GM1952,675.4970797,333.3696014,36.99996927
GM1709,516.4138499,187.3920195,22.45613006
GM1978,513.8961497,168.7587108,26.64649095
GM1955,226.7412586,150.1279469,21.8880588
GM0335,118.7786277,45.52202303,8.503449481
GM0944,36.98553144,27.25644361,4.742635514
GM1740,116.9182316,165.3239041,14.60216525
GM0946,355.9094167,291.2392025,10.32917581
GM0356,126.7280743,174.6827889,38.29833106
GM0569,343.2632252,93.25816398,17.39330893
GM0267,169.1072931,191.287916,26.09057095
GM0268,310.0870004,462.0867,107.390377
GM1930,296.1268803,249.9027745,51.51950598
GM1970,1152.551021,295.1199815,27.45029659
GM1695,1404.088196,64.0059088,4.440069221
GM1699,468.8218639,163.5100138,19.0106412
GM0171,2122.553205,306.5471418,28.47160972
GM0575,50.30851618,70.5401693,15.90234972
GM0820,34.90880858,54.7486034,14.08695196
GM0302,145.6215,140.0427735,16.69643435
GM0579,47.29018075,63.05389674,14.84032988
GM0823,241.0454157,150.1892564,11.31464273
GM0824,186.2242084,107.2349463,15.88169259
GM1895,565.0578667,284.8427619,23.16576345
GM0269,148.1386043,97.76308166,14.33726785
GM0173,62.17695101,86.66102111,19.34480076
GM1773,275.1275013,96.05769907,10.97926805
GM0175,386.8635417,165.8639582,10.82251683
GM1586,331.9994397,175.6481169,18.04704654
GM0826,202.3874494,174.9474527,33.7902148
GM0085,524.2258715,188.7560674,15.49102968
GM0431,78.27740869,25.05912532,5.927990611
GM0432,102.0216987,42.3378772,7.156482669
GM0086,446.8758321,161.587388,18.05859024
GM0828,519.9082615,309.4553625,55.5622291
GM1509,313.5855297,159.965001,23.98232791
GM0437,64.00261964,40.77379198,8.454844454
GM0589,113.5508381,43.95770414,6.197748511
GM1734,243.7040659,193.8815348,28.88536001
GM0590,57.0244753,85.37059892,19.61820404
GM1894,373.0211293,278.6958184,26.31415408
GM0765,94.46957264,50.24791978,7.420772504
GM1926,124.0543376,141.87312,33.00949655
GM0439,147.4525576,208.3413684,48.6761119
GM0273,157.9451343,153.9540277,14.70180556
GM0177,467.9474414,215.7314293,22.79028962
GM0703,395.4322457,110.3592109,13.77831004
GM0274,80.29764128,98.90207101,19.01793196
GM0339,54.02322257,72.50699125,3.195172965
GM1667,358.0528177,103.069909,7.934770665
GM0275,158.3973343,151.2633573,26.51404225
GM0340,90.28315267,75.89067134,12.15368701
GM0597,86.95423861,128.0273918,28.09431319
GM1742,223.6028783,149.3609773,23.2696567
GM0603,95.14689809,147.7688504,32.48456226
GM1669,158.0492744,98.58504262,12.52490791
GM0957,210.778091,171.4271692,35.36562524
GM0736,397.2823924,137.3183059,26.76861108
GM1674,332.2303414,241.0119523,46.80178054
GM0599,1615.949957,1683.706381,391.6459415
GM0277,19.5163796,22.92024147,1.004908934
GM0840,152.0221202,79.79049572,13.71390838
GM0441,398.6573341,152.2392461,28.2838728
GM0279,36.14290446,68.90042427,5.9984679
GM0606,144.2604981,203.3230967,47.38929381
GM0088,117.0690745,5.906615256,0.568678816
GM1676,670.2335074,164.8022147,20.52286511
GM0965,41.47481661,33.82199862,6.389130805
GM0845,156.1026037,95.09536453,17.61385424
GM1883,214.7205182,268.1379043,56.29738014
GM0610,48.05975943,64.74626957,15.20486759
GM1714,680.7470422,228.2817719,14.20846453
GM0090,367.9408709,192.0537376,33.98585004
GM0342,102.8715309,132.4288205,28.06575774
GM0847,239.6606485,261.7599432,11.73932916
GM0848,55.41053752,79.45523597,10.27024221
GM0037,206.6898263,159.03103,19.31381506
GM0180,272.6117769,124.6683103,10.33039094
GM0532,66.06910942,59.78556514,13.18775896
GM0851,541.881523,128.468934,15.22187934
GM1708,1279.919375,211.2860423,26.6963111
GM0971,65.90039581,73.69620993,15.165376
GM1904,355.3401156,192.2654088,39.08816275
GM1900,1771.250971,447.6696169,54.5044622
GM0715,719.3365113,266.2449891,33.16624777
GM0093,193.9798103,23.91437644,2.970982278
GM0448,1445.862789,70.93154261,8.230653767
GM1525,131.9156706,96.41392483,22.51688634
GM0716,512.0798017,134.1543593,15.66296997
GM0281,109.2588668,116.9289343,25.50427282
GM0855,455.8516996,590.9613759,131.9984946
GM0183,358.3441473,162.5468566,12.92650694
GM1700,264.9051911,147.4529322,20.53076342
GM1730,295.6134911,136.7791108,20.47365252
GM0737,461.8397152,146.3398347,19.30834699
GM0450,82.64261807,37.89364317,8.219110073
GM0451,67.26806284,79.40136309,17.87692895
GM0184,75.76315396,102.3180547,12.61482721
GM0344,631.1838034,901.8976263,214.3882684
GM1581,239.0022947,217.7759313,30.08347393
GM0981,40.09553004,36.26348579,6.131524162
GM0994,71.67373936,58.21459692,10.00655994
GM0858,144.8350584,101.727037,18.77976732
GM0047,137.0425263,108.6891807,16.70250998
GM0345,113.6179639,165.9512304,39.84943899
GM0717,2639.847245,135.3822837,13.26613457
GM0861,100.3447069,126.0569072,27.54507639
GM0453,162.937677,188.9495264,41.52570486
GM0983,279.8027485,312.3604004,61.73020703
GM0984,592.9590895,429.712936,26.32326752
GM1961,348.6578459,190.5572876,33.84854083
GM0622,136.8451737,189.2648538,43.98997973
GM0096,23.22115113,6.84742705,0.69140651
GM0718,1308.352311,122.0828802,26.95817069
GM0986,61.08554202,44.66804729,7.565372459
GM1992,261.6516537,142.5052641,19.873988
GM0626,50.51136195,68.85311483,15.48009355
GM0285,261.2654703,114.6652413,14.83486182
GM0865,76.72847994,78.14979978,16.03722867
GM1949,729.659894,297.7211143,27.9715855
GM0866,51.59435803,53.05343767,10.47863627
GM0867,164.0966927,135.0219273,29.30883131
GM0627,80.34960439,84.19382719,17.20374932
GM0289,90.70633813,109.6625788,23.55764148
GM0629,84.60385904,82.749088,15.92482955
GM0852,140.7062471,54.2822439,10.51995054
GM0988,254.1887401,289.1032765,30.28214697
GM1960,436.3579058,199.2021948,30.8016132
GM0668,194.3501454,86.25189269,11.5898687
GM1969,708.8023093,317.6044981,37.34871034
GM1701,459.3541837,165.1069015,11.75512579
GM0293,28.5621205,38.97067053,9.079419052
GM1950,439.9866117,212.0925585,15.30997596
GM1783,223.8677634,278.930071,65.9831469
GM0098,644.7798974,166.1711904,15.69942374
GM0189,234.430538,125.8564894,14.79476267
GM0296,190.6821138,128.849688,24.88030578
GM1696,367.4429736,75.978441,14.58940643
GM0352,125.4585214,79.81265338,14.43690816
GM0294,251.6537861,131.2780505,17.56038871
GM0873,210.7249236,105.1135007,13.28496902
GM0632,279.8988367,154.4470402,31.71295746
GM1690,391.0708246,223.271981,14.64834003
GM0880,144.8336134,48.54852938,9.920893583
GM0351,92.23797186,78.55000535,7.999172326
GM0479,414.4015481,402.9100588,94.70993301
GM0297,192.2717761,109.7638098,17.28577031
GM0473,48.42503232,45.68043381,10.33525144
GM0050,959.8829714,219.134218,13.55411935
GM0355,130.3404021,185.2671039,38.84392249
GM0299,235.9044214,137.9245711,26.4216927
GM0637,239.1667817,335.4646095,75.91133124
GM0638,58.92853814,26.88989099,5.133905982
GM1892,199.4022448,124.1291404,25.98060208
GM0879,237.9098677,131.1710333,13.13064806
GM0301,132.7249366,139.1288281,28.92545916
GM1896,250.5599437,79.56188935,13.67198654
GM0642,88.15387113,119.0101575,27.12099753
GM0193,383.9694057,357.3203293,77.46243916
