geo_id,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand,energy_production_oily_biomass_max_demand
GM1680,395.3722894,206.6089306,15.42359021
GM0358,192.8700707,83.72282082,19.27675373
GM0197,246.520725,117.7927622,16.41087982
GM0059,206.593892,150.5342623,16.92184017
GM0482,41.20192914,51.74269925,12.1931786
GM0613,68.67487597,74.12804756,15.35372048
GM0361,405.4586573,317.0422071,65.95580657
GM0141,218.5921509,224.2683902,44.26034519
GM0034,588.5701107,610.690855,126.3147443
GM0484,406.0484683,318.2834389,67.43096914
GM1723,204.4704687,107.0250497,6.166155243
GM1959,643.2952035,232.172565,33.65047535
GM0060,95.49163055,17.04655818,2.231578304
GM0307,301.8007594,412.1533541,94.95356571
GM0362,199.8398837,244.1778702,55.18979308
GM0363,1726.492962,2194.338857,524.3054645
GM0200,533.2245978,609.8531982,98.69554523
GM0202,336.2199495,460.6565964,96.7634954
GM0106,176.288465,203.3857569,41.29179316
GM0743,241.7647653,152.381229,10.15237502
GM0744,209.5670043,67.34590431,4.159982752
GM0308,72.50232798,81.63535698,15.04750881
GM0489,92.84525807,131.0955933,29.57190602
GM0203,330.4085012,463.3994966,35.22102528
GM0888,46.39481162,45.22913638,9.677868447
GM1954,128.3346685,123.7664291,21.70639752
GM0889,64.24533367,43.7963268,8.213642008
GM1945,216.6879809,128.1998172,21.12678257
GM1724,239.2727266,147.7413359,11.23444444
GM0893,198.5800255,78.75026063,7.983375692
GM0373,117.3383601,102.2506917,18.21108851
GM0748,393.5322346,197.3235755,40.59188077
GM1859,650.1768839,235.9405053,26.67443884
GM1721,324.2356588,240.9559031,18.71658079
GM0753,109.6547689,126.497781,18.11813139
GM0209,99.40434183,83.25258104,15.72494137
GM0375,76.21906977,107.8293792,25.01700742
GM0310,147.4932794,138.087969,26.01827098
GM1728,209.8511364,123.0166394,12.25758026
GM0376,23.00379056,32.13731412,6.805918912
GM0377,58.49952633,70.61170787,14.22304604
GM1901,316.1810569,109.4515351,20.93783053
GM0755,145.1644995,63.33283486,6.432875329
GM1681,386.8982895,266.3122028,15.41508433
GM0147,68.19156827,66.74800957,14.10153347
GM0654,412.0777524,125.9842318,13.85243271
GM0757,175.5667353,103.611268,18.68073458
GM0758,442.1368145,494.6441976,111.7144017
GM1876,613.5321995,230.5539872,22.00106549
GM0213,146.4154759,82.15620433,12.57533562
GM0899,49.65279994,75.99473733,17.07433844
GM0312,92.31496801,51.67210142,9.230094636
GM0313,96.149907,61.42041403,13.10877579
GM0214,253.2893851,109.254342,16.14172948
GM0502,119.6510382,174.0239528,40.59613371
GM0383,151.5020561,104.3364471,21.73373784
GM0109,554.1102407,212.8469056,21.55815218
GM1706,160.8288778,86.12376499,12.41858441
GM0216,85.90484314,81.32102612,17.34895684
GM0148,381.7953942,179.9270926,17.31493332
GM1891,215.1180168,69.16257246,11.49691158
GM0503,187.9951021,268.0712564,62.67800506
GM0762,429.5640921,183.4821846,19.66194857
GM0150,390.0803154,347.7705187,60.7301586
GM0384,62.42602876,78.65513386,17.73840462
GM1980,101.5653771,74.47958574,17.00689896
GM1774,415.1777723,142.745644,16.00928078
GM0221,41.84498456,32.3579286,6.773110519
GM0222,224.8226669,193.4082971,34.96827914
GM0766,120.9008824,73.51121005,15.82761949
GM0505,417.7695487,329.4181477,72.08976099
GM0498,123.4285434,61.87652654,11.90640894
GM1719,470.123441,115.4799975,16.49533105
GM0303,1411.988003,303.6912014,24.79767724
GM0225,119.6524814,64.54469436,11.42035867
GM0226,75.26630047,75.40871482,15.39078181
GM1711,238.1362305,132.4093606,19.22207307
GM0385,120.8920151,99.38112823,21.93241089
GM0228,514.0190982,659.3415614,70.30109599
GM0317,48.35138023,29.11533861,5.536720143
GM1979,636.4836599,358.628798,27.97887626
GM0770,244.0506106,148.8048626,11.61052584
GM1903,153.9813236,95.06010372,15.5888473
GM0772,402.6801406,614.9507435,140.7370709
GM0230,98.84599504,86.07986367,14.02619568
GM0114,706.6901694,443.5553293,65.07787827
GM0388,46.22385158,51.05604769,11.24416544
GM0153,374.6438253,461.4550607,96.59398537
GM0232,207.6893576,192.2747201,20.13767027
GM0233,108.418483,114.719081,16.3179227
GM0777,169.8104394,126.6226788,26.59545567
GM1940,1496.436485,259.5690145,31.24695676
GM0779,116.4632817,86.89072594,13.07171446
GM1771,101.357442,113.2752939,24.05645057
GM1652,407.9969823,202.6541584,18.49846573
GM0907,109.8050399,81.32685776,10.37170521
GM0784,163.3121248,119.8963647,16.05849337
GM1924,883.7779529,210.230754,30.14179996
GM0664,285.4747887,147.2112419,22.87656354
GM0785,112.6996518,90.16233854,14.45574261
GM1942,181.6058189,158.3616784,35.0654892
GM0512,86.8506548,99.06936911,22.28662003
GM0513,132.1391493,184.1499124,44.46205605
GM0518,876.3215498,1347.863809,326.7673439
GM0014,399.8624279,537.2888038,123.8328501
GM1729,113.6848072,72.98969474,8.655340191
GM0158,257.7566561,108.3705934,14.74980302
GM0392,289.0808473,407.5014188,97.97862108
GM0394,461.1454504,473.1669451,89.96061431
GM1655,247.4175192,104.1877971,18.34475233
GM0160,691.0314244,412.4319312,36.80251135
GM0243,95.39483644,136.1171353,28.9084474
GM0523,67.05502759,48.97334756,10.96711679
GM0072,75.14325641,47.88500042,9.573975202
GM0244,47.49666851,37.89922902,7.395862428
GM0396,77.70614712,110.3435735,23.79459099
GM0397,50.88318299,70.52604031,16.5779596
GM0246,117.2067425,83.84773167,11.26786039
GM0074,502.0093062,232.0463399,30.53428555
GM0917,160.5631828,258.561995,52.75589635
GM1658,206.4252217,127.9668434,9.699133147
GM0399,54.58676479,63.38446159,14.25585443
GM0400,138.4278142,154.4885391,33.78292405
GM0163,300.8377873,178.8357739,21.75561011
